GEO.id2,HC01_VC04,HC01_VC05,HC01_VC06,HC01_VC07,HC01_VC08,HC01_VC09,HC01_VC10,HC01_VC11,HC01_VC12,HC01_VC13,HC01_VC14,HC01_VC17,HC01_VC18,HC01_VC21,HC01_VC22,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC101,HC01_VC141,HC01_VC142,HC01_VC149,HC01_VC150,HC01_VC151,HC01_VC154,HC01_VC155,HC01_VC156,HC01_VC161,HC01_VC162,HC01_VC163,HC01_VC164,HC01_VC165,HC01_VC166,HC01_VC172,HC01_VC173,HC01_VC174,HC01_VC175,HC01_VC176,HC01_VC177,HC01_VC178,HC01_VC179,HC01_VC180,HC01_VC181,HC01_VC187,HC01_VC188,HC01_VC189,HC01_VC190,HC01_VC191,HC01_VC192,HC01_VC193,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC197,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209,HC01_VC210,HC01_VC211,HC01_VC212,TotalDrugReports
21037,22485,9563,16590,6521,1662,778,4233,2264,12992,10485,3680,10608,8748,2.49,3.09,334,26,49,5,92,18,5797,787,1402,498,34,464,2189,560,1629,249,995,393,10,450,92,3654,1077,1532,537,1161,95,288,73,673,372,394,130,119,854,9517,2235,122,36185,339,220,16184,3668,97,249,1226,141,190,1032,1496,167,394,309,252,146,491,3,634.0
21039,1405,493,1124,371,126,52,155,70,654,597,294,595,679,2.39,2.89,4,9,55,30,99,29,365,25,23,4,0,4,48,0,48,23,4,0,0,17,4,39,17,29,17,10,0,0,0,0,0,0,0,1,35,465,72,0,395,10,0,662,24,0,2,25,5,7,40,66,0,5,12,0,0,0,0,1.0
21041,2518,1044,1824,625,351,199,343,220,1470,1225,373,1225,1024,2.63,3.25,80,69,56,40,120,0,809,37,401,10,0,10,438,0,438,15,8,5,0,396,14,582,370,492,340,85,25,0,0,5,5,0,0,0,145,788,128,0,1327,0,3,990,61,0,87,2,0,0,60,301,26,34,0,12,0,46,1,56.0
21043,7267,2530,5518,1848,433,155,1316,527,3220,2815,1327,3119,3175,2.54,3.09,45,14,40,35,74,13,1532,35,158,41,0,41,193,110,83,30,54,17,0,86,6,247,129,133,46,60,49,0,0,54,34,48,22,58,485,2961,274,6,3275,5,48,5066,356,0,70,122,0,54,420,761,33,36,30,28,0,78,3,83.0
21045,4420,1688,3559,1294,317,124,544,270,1964,1846,830,1952,2124,2.44,3.0,36,26,51,21,120,4,958,19,179,58,0,58,198,30,168,15,8,12,0,163,0,505,219,238,81,247,118,20,20,0,0,26,72,0,54,1181,53,0,689,0,44,988,79,0,5,66,0,4,121,91,0,16,50,125,0,30,0,33.0
21047,18035,9316,13184,6580,1156,508,3695,2228,7486,6540,2475,10426,5777,2.67,3.22,523,73,87,52,131,37,6211,940,1304,1321,150,1171,2244,371,1873,219,765,79,23,1106,52,4388,1365,2319,711,1281,420,633,234,155,0,74,164,95,765,6189,831,203,6741,147,112,7483,1489,54,318,1101,118,149,679,1266,47,4674,233,248,0,270,456,37.0
21049,9634,3709,7140,2374,779,328,1715,1007,4539,3464,1482,4529,4071,2.49,2.95,137,34,43,19,101,5,2698,202,340,294,0,294,542,47,495,41,187,0,0,314,0,815,505,585,449,172,46,42,10,16,0,135,32,10,382,4430,478,99,4523,47,76,3974,671,34,85,186,9,32,595,1141,0,72,118,0,8,176,0,109.0
21051,5377,2070,3670,1398,449,152,1258,520,2330,2195,849,2513,2210,2.53,3.06,125,62,76,31,171,7,906,24,153,56,0,56,177,9,168,0,12,25,0,140,0,424,122,360,113,24,4,12,0,28,5,14,0,0,286,1365,59,0,1434,33,0,1921,115,6,25,42,2,15,244,172,6,124,70,7,3,53,0,66.0
21053,2571,1118,1966,728,249,160,356,230,1287,1237,589,1276,1250,2.6,3.31,51,46,49,48,110,6,618,11,102,15,0,15,113,59,54,59,23,0,0,31,0,179,64,135,41,21,0,23,23,0,0,0,0,0,57,3568,40,0,510,0,8,757,58,11,0,19,0,5,65,100,0,3,38,0,0,0,0,22.0
21055,2506,865,2047,707,133,35,326,123,1249,1120,514,1032,1281,2.4,2.96,12,14,44,27,70,27,793,20,37,19,0,19,57,0,57,42,4,0,0,11,0,480,264,84,29,381,235,15,0,0,0,0,4,0,90,886,70,12,963,18,0,1100,130,44,9,57,11,0,120,96,0,0,11,17,0,66,5,5.0
21057,1918,651,1363,391,208,58,347,202,825,758,315,800,934,2.45,2.9,7,9,28,0,79,0,508,6,38,0,0,0,44,8,36,6,18,0,14,6,0,38,6,16,6,22,0,0,0,0,0,0,0,0,46,2405,105,0,413,0,0,681,40,0,0,65,0,3,50,65,0,57,34,0,0,6,0,10.0
21059,26028,11067,19695,7352,1711,912,4622,2803,12508,10603,4240,12439,10587,2.48,3.02,488,44,50,25,105,5,6752,786,1431,475,24,451,2217,634,1583,295,764,110,8,1021,19,3179,1356,1943,705,722,287,432,348,82,16,15,34,14,875,9367,1550,60,14112,254,172,11604,1235,11,256,578,53,140,883,2131,156,577,257,251,29,280,43,56.0
21061,3351,1213,2734,1020,172,24,445,169,1308,1136,534,1345,1590,2.51,2.96,0,0,26,0,65,0,859,92,45,25,0,25,137,40,97,63,42,0,0,0,32,307,92,154,31,123,31,30,30,0,0,0,13,0,205,840,169,28,1125,0,0,1270,248,0,48,27,0,5,158,278,0,0,91,10,20,17,0,10.0
21063,1967,795,1352,503,233,79,382,213,783,617,354,966,963,2.44,2.87,34,54,74,28,124,53,376,0,16,0,0,0,16,4,12,0,4,0,0,12,0,132,30,97,30,8,0,4,0,23,0,0,0,0,109,736,88,15,665,0,0,743,34,0,19,17,0,0,66,56,0,0,0,0,9,61,0,10.0
21065,4004,1509,2848,919,174,67,982,523,1746,1531,674,1813,1803,2.49,2.99,52,35,46,10,116,3,841,28,0,0,0,0,28,0,28,17,11,0,0,0,0,85,13,30,2,0,0,33,11,22,0,0,0,0,58,1409,70,42,1383,29,8,1652,115,12,116,67,0,56,104,396,8,0,41,11,0,47,0,11.0
21067,72466,33283,51368,21319,5530,2915,15568,9049,53286,40437,10246,36276,25312,2.35,2.96,1220,25,48,17,80,18,17496,7558,19653,2667,213,2454,27211,6444,20767,2673,10346,2123,57,11374,638,34339,15656,17943,8970,6117,1560,7435,3923,2844,1203,2410,900,554,3610,36479,5868,875,44224,829,723,39095,8658,146,1670,4403,347,1185,6060,8622,297,3606,2011,533,540,2649,1103,726.0
21069,3982,1582,3065,1154,270,104,647,324,1654,1473,656,1816,1651,2.57,3.08,55,39,71,59,158,6,963,31,5,0,0,0,36,0,36,3,6,0,0,27,0,716,342,168,126,517,216,12,0,19,0,0,70,7,52,1181,117,6,1423,0,58,1634,165,0,36,0,0,0,100,140,0,0,155,211,0,51,8,37.0
21071,10642,4018,7444,2662,995,412,2203,944,4776,4297,1627,4818,4282,2.45,3.0,230,55,47,3,99,14,1738,77,152,49,0,49,229,39,190,41,65,0,0,123,0,343,145,140,68,100,53,103,24,0,0,0,28,0,287,3681,564,38,2320,31,28,3250,187,0,28,59,0,24,612,279,0,21,19,0,0,157,5,174.0
21073,12780,5328,9009,3157,1024,484,2747,1687,8253,7134,2207,5963,5441,2.28,2.9,167,23,44,20,99,6,3788,605,1018,228,4,224,1623,262,1361,166,648,161,0,624,24,2610,1007,1400,764,515,118,456,88,239,37,67,58,53,498,5942,883,27,6023,0,130,7681,1203,0,156,419,33,133,1256,894,19,223,322,116,10,292,67,118.0
21075,1595,635,1167,373,82,60,346,202,973,915,343,733,827,2.33,2.99,27,38,51,225,40,18,538,0,35,23,0,23,35,11,24,0,4,20,0,11,0,67,20,35,16,7,0,9,4,16,0,11,0,23,95,445,99,4,418,0,0,776,49,22,13,125,0,0,31,59,0,42,9,7,0,21,6,8.0
21077,2099,941,1510,637,196,124,393,180,998,874,225,1136,745,2.73,3.37,82,90,99,7,246,0,781,76,199,60,0,60,275,39,236,0,52,8,0,215,0,357,234,323,230,22,0,4,4,8,0,8,25,4,78,425,116,24,1903,0,23,1586,446,9,0,55,0,16,54,211,2,11,8,1,0,69,1,12.0
21079,5080,1956,3922,1325,282,170,876,461,1514,1363,615,2307,1819,2.55,2.9,100,59,56,44,124,10,1122,75,194,85,5,80,269,5,264,35,47,0,0,180,7,397,167,318,123,68,38,11,6,0,0,0,66,8,279,1871,184,4,1920,0,65,2461,348,17,144,51,35,0,391,514,0,0,84,0,11,118,0,7.0
21081,6340,2791,4730,1807,496,266,1114,718,1985,1590,656,3291,2129,2.91,3.34,184,70,77,6,173,23,1645,96,230,45,0,45,326,6,320,42,9,0,0,260,15,819,361,639,309,176,52,0,0,4,0,0,16,14,169,2129,446,48,5167,26,15,3845,324,0,8,225,97,9,356,399,32,0,20,0,0,50,0,87.0
21083,9881,4067,7734,2789,476,284,1671,994,4509,4154,1708,4581,4443,2.56,3.14,66,17,48,19,100,10,2460,371,841,241,23,218,1212,161,1051,47,133,36,9,972,15,2177,1064,1620,825,423,182,38,22,96,35,5,38,14,444,3080,392,0,2681,17,32,3568,265,8,38,102,7,28,410,551,0,61,68,52,26,235,47,41.0
21085,6910,2820,5533,2168,453,196,924,456,2930,2662,1139,3223,2862,2.6,3.17,57,23,48,24,69,36,1828,28,147,71,0,71,175,24,151,7,79,0,0,78,11,457,205,242,132,187,45,28,28,0,0,0,7,0,176,2695,316,49,2602,20,24,3151,366,6,60,35,7,44,371,344,6,0,8,31,6,141,0,30.0
21087,3088,1236,2497,940,112,46,479,250,1389,1254,745,1297,1646,2.46,2.99,27,25,51,19,109,18,729,84,48,42,0,42,132,0,132,50,63,13,0,6,0,301,55,65,31,190,8,41,16,5,0,0,0,11,167,900,154,42,729,0,9,1071,139,0,38,75,0,0,199,101,0,35,35,102,13,33,0,1.0
21089,10271,3765,7940,2750,825,357,1506,658,3929,3366,1685,4646,4661,2.54,3.0,171,53,43,57,85,8,2563,161,112,50,0,50,273,8,265,41,128,2,0,82,20,499,97,275,71,130,26,74,0,20,0,120,24,0,422,4212,371,33,5406,25,28,5823,354,13,64,249,0,39,608,951,3,0,43,31,0,543,51,72.0
21091,2476,1032,1881,685,144,80,451,267,789,730,241,1177,895,2.62,3.03,60,70,39,94,70,0,722,4,39,19,0,19,43,0,43,10,0,0,0,23,10,177,71,114,52,51,19,0,0,12,0,0,4,0,155,872,111,5,1415,0,0,1476,128,0,4,24,0,0,161,102,0,0,15,6,30,38,6,0.0
21093,27966,13104,20704,8602,1797,1036,5465,3466,12410,10776,3503,14562,8950,2.58,3.12,482,39,58,25,112,18,14603,2582,2024,4186,473,3713,4606,506,4100,1600,1926,178,34,734,134,7417,2092,2930,822,2596,593,1577,665,314,12,253,240,161,1585,8701,2266,325,15827,209,117,12621,2972,39,332,1176,65,281,1051,1550,111,897,524,183,28,563,202,74.0
21095,7903,2866,5605,2101,671,100,1627,665,3503,3160,1515,3617,3442,2.43,2.94,46,15,33,15,57,16,1734,131,43,55,0,55,174,11,163,21,128,0,0,25,0,418,137,212,98,121,26,83,11,2,2,7,17,0,152,1430,99,0,1049,10,25,1731,371,3,2,71,0,16,218,307,2,46,33,13,0,29,15,189.0
21097,4650,1869,3435,1093,288,187,927,589,2470,2146,872,2244,2122,2.57,3.2,85,37,35,86,53,8,1344,109,195,164,0,164,304,52,252,73,19,33,0,179,0,725,310,410,210,315,100,0,0,0,0,0,27,54,267,1856,239,11,2952,53,26,2192,199,0,120,76,0,9,242,574,0,33,39,17,0,38,0,137.0
21099,5233,2188,4052,1480,293,187,888,521,2061,1809,780,2438,2094,2.49,2.96,190,105,90,35,204,11,1042,55,134,57,0,57,189,42,147,52,54,16,0,67,0,1290,392,131,54,1029,301,52,25,78,12,44,0,8,157,2045,123,9,1601,15,0,1822,217,0,72,32,14,0,200,364,0,37,64,41,0,15,10,3.0
21101,12505,4950,8953,2953,1089,536,2463,1461,6237,5537,2111,5762,5150,2.41,2.98,348,65,51,21,104,9,3134,257,349,168,0,168,606,32,574,52,140,0,0,397,17,1187,453,900,409,172,30,115,14,0,0,0,10,15,558,4210,876,78,7512,7,81,5227,480,0,112,257,9,13,671,790,0,757,51,15,5,351,22,27.0
21103,4312,1633,3176,1055,331,183,805,395,1680,1464,692,1982,1778,2.57,3.02,74,49,54,0,130,14,1059,72,145,16,0,16,217,9,208,23,23,9,0,154,8,451,140,375,120,65,12,3,0,8,8,51,0,0,257,1352,299,16,1961,30,0,1820,199,12,23,170,25,2,206,358,20,9,55,18,22,27,0,36.0
21105,1270,405,980,266,31,11,259,128,703,596,354,471,696,2.29,2.86,35,73,86,158,82,60,400,28,3,20,0,20,31,0,31,3,24,0,0,4,0,116,8,99,0,7,2,6,6,4,0,0,12,0,33,408,46,10,265,0,0,422,25,0,3,6,14,0,97,13,0,4,4,0,2,0,0,2.0
21107,12659,5065,9618,3366,512,201,2529,1498,5963,5291,2145,5783,5340,2.45,2.98,155,31,47,16,79,27,3182,211,232,174,0,174,443,48,395,89,201,0,0,144,9,853,232,501,151,160,0,152,56,40,25,0,2,60,494,5335,661,40,4402,5,15,5210,472,0,83,423,14,65,665,793,2,155,47,119,19,221,0,56.0
21109,4173,1618,3078,1057,311,194,784,367,1373,1226,411,2051,1398,2.39,2.75,25,20,68,0,180,0,654,49,0,0,0,0,49,0,49,0,0,0,0,47,2,124,26,103,26,7,0,14,0,0,0,0,0,0,21,788,73,7,475,4,0,1037,137,0,10,10,0,0,49,42,0,0,26,0,0,32,0,11.0
21111,185758,79025,125226,46964,15175,6944,45357,25117,121157,100998,33301,89788,77719,2.41,3.09,4083,38,56,27,97,23,51362,19684,30957,5658,666,4992,50641,8741,41900,6946,16621,6518,250,19457,849,59515,26018,27029,13002,14677,4963,10157,4388,7652,3665,5566,1130,714,7916,68978,14939,1216,127122,1485,1413,92358,19003,509,2781,7755,634,3344,8534,13382,467,17993,3381,2856,824,4082,2206,1593.0
21113,13913,6302,10564,4204,866,556,2483,1542,4399,3511,1217,7008,4290,2.65,2.97,203,34,56,8,108,22,3419,874,1216,436,45,391,2090,328,1762,534,514,63,15,879,85,2226,920,1064,571,669,166,381,155,112,28,162,68,155,789,6420,871,162,7348,131,110,6164,948,88,279,506,0,164,573,1324,17,353,506,66,425,143,68,121.0
21115,6376,2418,5137,1824,406,188,833,406,2659,2353,872,2768,2544,2.53,3.02,73,32,50,42,79,29,1489,29,76,155,0,155,105,2,103,11,92,0,0,2,0,340,21,190,19,115,2,35,0,0,0,0,8,0,107,2305,274,30,1779,0,0,2434,131,0,28,17,17,72,511,228,0,16,35,14,13,114,2,92.0
21117,40301,18192,28443,11231,3189,1929,8669,5032,21924,17880,5919,20786,14183,2.58,3.19,1062,48,66,47,119,19,11399,1563,2468,779,19,760,4031,548,3483,766,1369,327,26,1431,112,6170,2506,3596,1594,1326,256,1004,581,244,75,570,230,258,2316,17492,3202,245,57641,479,691,30497,6289,116,669,2134,103,231,1914,3096,236,596,497,286,172,1610,82,619.0
21119,4122,1508,3063,999,255,68,804,441,1862,1610,563,1891,1597,2.57,3.11,126,63,64,40,130,18,661,15,46,32,0,32,61,29,32,15,7,1,0,34,4,211,67,120,49,83,10,7,7,1,1,0,0,2,96,1680,109,0,872,0,0,1492,118,0,24,136,7,7,337,193,0,2,37,48,0,9,0,16.0
21121,8138,3089,5689,1792,678,356,1771,941,4329,3925,1695,3539,3738,2.5,3.15,133,37,49,65,85,11,1413,180,39,12,0,12,219,11,208,40,1,0,0,134,44,257,95,238,94,10,1,9,0,0,0,0,4,0,637,2471,799,0,2398,62,27,4424,247,0,6,49,56,63,214,271,0,47,129,25,0,31,1,213.0
21123,3744,1451,2768,853,274,137,702,461,1584,1326,632,1631,1580,2.6,3.09,75,45,50,0,120,9,1422,81,164,174,0,174,245,15,230,69,46,5,0,125,0,501,117,330,100,156,17,15,0,0,0,0,55,125,56,978,259,0,1542,0,8,1280,321,0,23,32,11,9,124,235,4,5,0,0,9,18,0,2.0
21125,16195,6624,11961,4429,1256,547,2978,1648,6969,5902,2172,7724,6014,2.54,3.03,415,66,58,42,120,9,3966,274,490,244,0,244,764,65,699,94,238,0,0,352,80,917,482,420,317,313,58,167,107,17,0,32,15,0,389,5418,823,73,5242,42,14,6367,818,0,135,378,15,26,719,1054,91,77,180,265,14,216,5,106.0
21127,4400,1548,3431,1218,272,97,697,233,1633,1471,772,1778,1822,2.6,3.07,30,21,38,24,77,7,765,70,122,25,11,14,192,68,124,56,99,0,0,11,26,258,100,65,6,45,7,90,57,58,30,58,0,6,241,1781,183,0,927,6,33,2653,125,39,36,95,72,0,296,358,4,0,46,0,0,48,19,24.0
21129,1653,542,1205,398,143,16,305,128,1206,1100,385,681,925,2.2,2.97,16,24,27,0,72,5,455,13,34,0,0,0,47,0,47,0,13,0,0,28,6,62,32,48,28,10,0,4,4,0,0,0,0,0,56,410,103,7,460,3,0,416,83,0,0,1,0,18,58,57,0,0,5,26,0,2,5,19.0
21131,2873,1024,2021,728,248,95,604,201,1277,1159,540,1276,1203,2.59,3.19,20,16,32,0,78,0,471,8,9,4,0,4,17,0,17,5,3,0,0,9,0,31,7,20,7,8,0,3,0,0,0,6,0,0,31,1095,112,0,519,0,0,625,21,0,4,0,0,0,52,145,0,0,0,0,0,29,0,10.0
21133,6694,2246,5017,1546,376,169,1301,531,2898,2611,1199,2867,2866,2.44,2.92,107,49,56,41,115,12,1157,69,94,37,0,37,163,7,156,31,97,0,0,35,0,393,152,215,69,75,33,103,50,0,0,0,13,29,159,1556,72,24,1211,0,39,1230,128,0,13,92,0,0,266,171,6,0,12,0,0,46,0,43.0
21135,3876,1534,2890,999,335,182,651,353,1497,1327,547,1791,1582,2.54,2.97,49,37,38,8,88,4,942,27,11,32,0,32,38,0,38,3,0,0,0,35,0,237,54,157,41,71,13,9,0,0,0,0,0,9,165,1135,41,8,1405,12,0,1095,93,0,39,105,0,100,40,243,0,0,4,0,0,7,0,52.0
21137,7154,3007,5085,1923,655,349,1414,735,2616,2311,1247,3638,3031,2.48,2.86,114,48,75,0,182,16,1487,70,12,34,0,34,82,0,82,12,39,0,0,31,0,332,123,110,38,222,85,0,0,0,0,0,0,0,116,1104,232,12,1332,12,0,1842,211,15,182,97,0,16,147,311,0,5,29,137,0,21,38,18.0
21139,2769,751,2287,484,87,44,395,223,1057,903,479,966,1314,2.44,2.88,14,17,14,0,31,5,461,31,24,13,0,13,55,0,55,2,31,0,0,22,0,186,68,132,24,36,33,18,11,0,0,19,0,0,99,888,176,107,973,12,10,1239,112,3,23,17,12,3,246,95,0,0,16,0,0,83,0,3.0
21141,7217,2654,5279,1681,629,300,1309,673,3653,3179,1360,2981,3260,2.44,2.99,114,41,49,37,94,12,1697,200,98,110,0,110,298,0,298,97,7,65,0,126,3,907,281,349,105,441,97,10,4,107,75,0,3,97,361,3986,391,84,2925,6,2,3359,143,0,87,49,5,30,435,490,0,210,101,111,0,53,0,24.0
21143,1959,500,1604,340,102,38,253,122,1271,1095,372,571,1253,2.19,2.79,33,44,26,0,72,0,970,47,70,8,0,8,117,7,110,62,14,9,0,23,9,258,81,82,30,131,28,36,23,9,0,13,0,0,75,871,182,12,1406,34,9,1138,178,41,39,177,0,58,276,274,5,21,45,0,0,23,0,35.0
21145,17027,6714,12424,3968,913,520,3690,2226,10487,9330,3495,7579,8084,2.33,2.98,288,36,53,12,113,12,5523,740,832,251,0,251,1572,123,1449,329,584,179,0,463,17,2041,554,909,179,510,134,502,182,120,59,115,125,65,744,6872,1280,78,8091,81,66,6532,892,8,287,579,16,96,1092,1479,8,388,330,49,0,264,65,52.0
21147,4544,1721,3208,1309,585,114,751,298,1733,1614,456,2147,1577,2.56,3.04,35,24,15,45,23,0,969,15,106,53,0,53,121,11,110,15,13,4,0,56,33,668,191,411,114,165,27,13,13,79,37,22,15,0,95,1233,226,0,1046,18,0,1870,436,0,26,38,12,0,155,233,0,107,0,0,0,88,46,27.0
21149,2709,1035,2175,666,223,164,311,205,1050,925,405,1139,1203,2.5,2.96,66,78,71,0,160,21,634,55,43,43,4,39,98,6,92,11,43,0,0,27,17,173,58,138,32,9,0,26,26,0,0,50,0,15,74,763,151,18,1119,0,3,979,71,0,89,65,0,7,72,171,0,0,62,6,0,26,12,3.0
