GEO.id2,HC01_VC04,HC01_VC06,HC01_VC07,HC01_VC08,HC01_VC09,HC01_VC10,HC01_VC11,HC01_VC12,HC01_VC13,HC01_VC14,HC01_VC15,HC01_VC17,HC01_VC18,HC01_VC20,HC01_VC21,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC99,HC01_VC139,HC01_VC140,HC01_VC146,HC01_VC147,HC01_VC148,HC01_VC150,HC01_VC151,HC01_VC152,HC01_VC157,HC01_VC158,HC01_VC159,HC01_VC160,HC01_VC161,HC01_VC162,HC01_VC168,HC01_VC170,HC01_VC171,HC01_VC172,HC01_VC173,HC01_VC174,HC01_VC175,HC01_VC176,HC01_VC177,HC01_VC178,HC01_VC184,HC01_VC185,HC01_VC186,HC01_VC187,HC01_VC188,HC01_VC189,HC01_VC190,HC01_VC191,HC01_VC192,HC01_VC193,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC197,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209,TotalDrugReports
21021,7520,3174,5400,1945,472,278,1648,951,3396,2986,1186,3414,3126,2.41,2.87,93,27,57,14,124,19,2151,396,414,226,22,204,810,350,460,105,219,4,7,445,30,1291,399,819,256,241,40,153,99,78,4,44,11,27,323,4184,598,92,3817,20,30,3622,567,10,44,325,23,12,1142,637,24,74,154,109,7,197,0,39.0
21023,2130,919,1581,653,178,71,371,195,940,838,502,1083,870,2.75,3.35,51,48,71,7,151,28,535,10,120,23,11,12,130,120,10,10,0,0,0,120,0,208,162,173,139,35,23,0,0,0,0,12,0,8,174,1112,80,0,1918,54,5,1412,264,0,0,36,0,76,114,215,0,0,2,10,0,13,0,24.0
21025,3566,1339,2474,757,316,94,776,488,1748,1638,662,1503,1362,2.55,3.18,81,50,27,0,76,0,675,26,45,40,0,40,71,30,41,7,24,0,3,37,0,194,118,126,82,30,14,19,19,19,3,0,0,0,50,1511,101,10,877,0,5,893,123,0,0,0,0,12,173,129,9,10,9,13,0,4,2,14.0
21027,5400,1937,4317,1419,328,230,755,288,2119,1786,763,2291,2207,2.62,3.1,60,29,44,0,120,4,1657,27,50,75,0,75,77,7,70,9,18,0,0,39,11,471,140,194,68,262,72,15,0,0,0,0,0,0,361,2500,536,16,3291,9,10,3625,448,0,53,111,94,37,465,408,164,0,102,52,0,19,23,4.0
21029,20565,9291,16061,6519,1429,801,3075,1971,7140,5846,2017,10566,5877,2.65,3.05,354,45,49,14,104,20,6443,618,163,453,6,447,781,119,662,252,337,0,0,192,0,1261,368,730,213,219,42,277,113,35,0,63,54,38,688,7093,1108,149,13349,142,49,10310,1578,14,274,814,13,31,804,1164,0,10,410,238,78,254,12,144.0
21031,3556,1455,2864,1032,174,100,518,323,1525,1337,557,1631,1373,2.47,2.94,34,30,71,0,156,13,954,19,180,163,16,147,199,147,52,19,11,0,0,153,16,225,129,204,129,6,0,0,0,15,0,0,0,3,170,889,38,0,739,0,5,1206,124,0,17,44,12,0,270,110,0,0,64,0,0,30,0,1.0
21033,3206,1094,2493,732,233,96,480,266,1841,1687,787,1246,1679,2.54,3.27,113,80,84,148,159,0,1079,46,15,71,71,0,61,13,48,0,46,0,0,15,0,226,151,168,127,14,0,44,24,0,0,0,51,0,128,1701,299,56,1631,0,0,1635,238,0,50,77,0,0,451,474,0,0,13,0,0,108,0,8.0
21035,8998,3565,7394,2739,444,236,1160,590,5969,4634,1721,3835,3844,2.24,2.8,89,14,39,10,71,11,2547,320,946,138,0,138,1266,862,404,249,639,72,0,284,22,1972,934,760,293,371,165,759,463,82,13,84,5,16,558,4458,461,44,5359,146,47,4946,793,58,125,578,6,91,1225,957,59,111,255,39,34,81,54,24.0
21037,22386,9573,16835,6707,1422,658,4129,2208,12872,11072,3589,10753,8231,2.47,3.15,417,33,60,13,116,23,6166,756,1005,241,69,172,1761,721,1040,319,615,306,80,352,89,2848,711,1340,309,867,81,304,150,337,171,297,126,88,1480,9163,2283,56,35189,434,218,16559,4318,76,200,749,61,136,1534,1719,144,232,359,293,76,751,2,314.0
21039,1470,614,1203,492,75,28,192,94,548,499,323,675,690,2.5,2.94,23,57,36,18,57,25,414,5,0,4,0,4,5,0,5,5,0,0,0,0,0,60,0,49,0,11,0,0,0,0,0,0,0,0,90,590,116,15,428,0,0,647,41,0,3,16,2,0,74,102,0,3,11,0,0,10,0,0.0
21041,3062,1340,2025,652,435,291,602,397,1133,890,384,1488,1021,2.48,2.78,34,27,48,0,37,73,815,102,416,11,0,11,518,302,216,13,78,0,0,427,0,782,481,623,428,128,47,31,6,0,0,2,15,8,213,1434,125,2,1611,0,0,1469,158,0,12,3,17,0,237,374,0,8,9,0,15,92,0,90.0
21043,7287,2604,5988,2011,438,224,861,369,3120,2754,1231,2935,3064,2.59,3.14,34,12,35,9,70,14,2040,21,54,106,3,103,75,19,56,4,34,29,0,0,8,160,59,97,22,44,22,15,15,4,0,0,3,37,477,2935,416,24,3952,8,0,4217,140,0,123,139,0,3,541,847,0,8,8,0,0,49,0,149.0
21045,4178,1729,3415,1223,277,250,486,256,1854,1716,821,1937,1706,2.6,3.18,38,27,41,9,100,0,1193,19,112,49,30,19,131,48,83,33,5,0,0,93,0,584,377,254,162,330,215,0,0,0,0,0,6,19,87,1277,211,10,1210,0,35,1227,85,7,6,89,38,9,254,154,0,0,61,185,0,75,19,26.0
21047,18771,10213,13615,6872,1038,478,4118,2863,7346,6620,2245,11024,5306,2.6,3.1,556,79,101,86,157,32,7673,715,1506,1986,927,1059,2221,1263,958,348,724,42,29,986,92,4781,2060,2456,972,1601,770,570,263,154,55,134,137,98,687,6931,1259,122,8324,101,170,6889,1681,22,442,888,80,45,1238,1093,38,1267,324,310,4,137,267,55.0
21049,10295,4199,7730,2800,732,337,1833,1062,4111,3479,1618,4818,3683,2.43,2.83,290,77,61,16,127,22,2822,178,371,289,65,224,549,337,212,69,101,0,0,379,0,1077,427,827,375,144,11,96,41,10,0,0,70,45,246,4084,441,98,3990,57,93,4577,645,0,166,399,0,41,788,1104,0,79,137,10,37,244,0,177.0
21051,4612,1585,3322,1191,428,127,862,267,2119,1941,771,1956,1937,2.98,3.71,225,89,65,30,130,26,786,37,172,16,0,16,209,26,183,0,113,15,0,81,0,444,143,334,115,25,0,54,28,31,0,15,0,0,263,1110,98,123,1185,63,0,2055,32,7,12,84,38,0,210,196,6,82,101,51,0,77,0,163.0
21053,2773,1126,1950,595,289,200,534,331,1213,1150,553,1324,1212,2.53,3.14,60,55,46,0,95,21,747,0,90,0,0,0,90,79,11,0,0,31,0,35,24,142,62,83,35,59,27,0,0,0,0,0,0,15,62,3774,14,11,732,0,0,618,34,11,22,12,0,5,81,71,0,31,23,1,0,166,1,5.0
21055,2402,860,1916,640,170,32,316,188,1453,1361,553,1061,1213,2.39,3.09,7,9,32,0,87,0,771,8,35,66,34,32,43,21,22,22,0,0,0,21,0,716,361,140,73,564,288,12,0,0,0,0,13,8,115,1078,68,6,740,14,0,1421,105,20,0,31,0,0,199,125,0,0,18,22,0,43,0,7.0
21057,1813,662,1369,413,113,16,331,233,855,808,348,755,860,2.54,3.18,8,10,6,0,23,0,552,5,0,40,26,14,5,5,0,5,0,0,0,0,0,133,22,47,22,86,0,0,0,0,0,0,0,0,84,1357,111,0,668,0,0,622,34,0,8,27,0,0,27,119,3,93,19,80,0,0,0,8.0
21059,25144,10799,19265,7206,1513,835,4366,2758,12135,10636,4339,11989,9733,2.5,3.06,459,40,44,36,83,15,7808,887,861,381,32,349,1748,533,1215,386,404,49,0,853,56,2603,1076,1658,735,626,249,165,67,154,25,170,63,10,828,10524,1862,187,12846,159,27,11474,1166,0,141,587,36,63,1427,1376,35,189,286,198,22,306,44,57.0
21061,3471,1316,2863,956,152,51,456,309,1299,1172,498,1442,1368,2.48,2.92,30,26,41,10,95,11,910,82,65,5,5,0,147,25,122,74,18,0,18,0,37,287,70,185,28,70,36,18,0,14,6,0,0,0,236,1086,198,28,1000,0,21,1529,183,0,12,142,0,0,152,403,0,8,88,0,0,30,0,28.0
21063,1865,736,1398,500,152,44,315,192,737,609,215,827,683,2.53,3.01,72,104,54,97,127,0,467,0,38,0,0,0,38,38,0,0,0,0,0,38,0,232,128,172,124,52,0,0,0,8,4,5,0,0,58,728,155,20,571,0,0,926,4,0,0,11,0,0,100,75,0,16,0,0,16,97,0,45.0
21065,3891,1636,2965,1086,175,60,751,490,1789,1565,733,1862,1636,2.57,3.14,29,18,40,150,41,10,878,16,0,0,0,0,16,0,16,0,16,0,0,0,0,267,119,212,103,39,0,16,16,0,0,0,0,0,4,1125,41,17,1303,12,22,1629,162,14,89,71,0,59,78,189,0,0,7,12,0,5,0,11.0
21067,71215,33649,51166,21561,5201,2855,14848,9233,50860,39558,9472,36690,22015,2.29,2.89,1486,32,52,39,82,18,19148,6358,18616,2079,356,1723,24974,15900,9074,2864,8638,1283,108,11487,594,30413,14288,16307,8967,6579,1771,6067,3227,1460,323,1623,692,553,3759,37475,6454,1452,41992,658,575,37792,8195,377,2174,3927,436,1222,9438,8512,302,2115,1931,659,546,2680,565,455.0
21069,3933,1628,3257,1301,232,75,444,252,1678,1564,757,1774,1567,2.55,3.12,119,85,68,9,191,0,956,35,47,10,0,10,82,34,48,41,0,0,0,41,0,626,110,123,57,503,53,0,0,0,0,0,0,164,186,1946,169,0,2105,0,114,2696,376,0,0,6,0,42,143,278,0,16,20,70,0,31,13,41.0
21071,10614,3962,7869,2721,770,394,1975,847,4948,4261,1544,4764,3975,2.48,3.01,79,18,42,12,91,11,2093,15,144,36,0,36,159,72,87,31,24,2,0,102,0,315,93,142,72,129,0,35,18,9,3,0,7,10,347,2870,508,0,2641,11,119,4201,237,13,14,99,5,39,333,559,0,3,27,21,0,142,0,153.0
21073,12717,5742,9019,3463,951,596,2747,1683,8219,6998,2221,6349,5118,2.25,2.89,221,35,48,14,103,14,4337,446,1049,227,14,213,1495,712,783,135,599,33,11,676,41,2201,791,1548,546,166,31,440,195,47,19,23,27,76,628,6540,991,134,6526,23,81,7539,950,13,87,542,36,150,1262,1182,0,128,152,108,26,285,33,113.0
21075,2041,871,1375,466,190,71,476,334,835,788,323,966,868,2.27,2.71,67,89,66,36,173,0,610,8,36,22,0,22,44,4,40,40,4,0,0,0,0,261,30,191,17,66,13,4,0,0,0,8,0,4,34,526,127,13,691,0,0,763,121,0,35,119,0,0,67,81,0,90,4,28,0,21,0,11.0
21077,2002,713,1555,531,162,98,285,84,986,836,260,944,649,2.81,3.5,48,61,48,11,139,0,517,392,0,81,0,81,392,157,235,47,18,13,0,314,0,400,265,322,265,65,0,0,0,13,0,13,0,0,42,732,133,29,1934,0,0,1341,272,2,135,87,37,0,223,221,1,0,51,0,0,101,0,11.0
21079,4683,1932,3740,1472,312,121,631,339,1705,1463,744,2181,1738,2.63,3.07,63,36,43,0,117,5,1258,48,152,31,8,23,200,84,116,44,13,0,0,143,0,293,114,220,105,65,9,8,0,0,0,0,44,0,484,2367,247,0,2274,5,120,2804,302,0,84,49,23,0,434,474,0,0,90,0,0,37,8,30.0
21081,6953,3487,5274,2501,303,203,1376,783,1802,1480,450,3954,1899,2.8,3.13,191,80,98,76,214,12,1728,151,161,218,71,147,312,100,212,127,9,0,31,127,18,706,224,496,173,163,23,47,28,0,0,0,20,12,407,2328,493,31,6444,139,25,4600,615,0,72,150,7,10,377,415,37,0,62,43,0,171,0,32.0
21083,10295,4408,8404,3347,390,232,1501,829,4494,4175,1833,4937,4338,2.46,2.98,146,41,58,53,107,22,2656,261,1077,225,41,184,1338,599,739,26,120,116,0,1057,19,2402,926,1730,738,530,164,15,0,127,24,119,17,0,469,3226,537,11,3751,50,6,4737,364,0,73,173,27,37,780,624,0,1,180,31,36,149,52,50.0
21085,6845,2949,5617,2126,281,208,947,615,3094,2759,1300,3213,2892,2.55,3.11,46,19,41,12,97,1,1702,47,81,141,0,141,128,46,82,43,37,0,0,48,0,201,78,149,61,52,17,0,0,0,0,8,6,14,359,2438,394,73,2540,0,13,3248,243,0,43,25,26,20,380,276,0,0,115,0,7,21,0,34.0
21087,3299,1327,2645,935,144,108,510,284,1123,1083,527,1453,1360,2.53,2.97,35,37,38,3,89,12,925,84,40,6,0,6,124,38,86,72,9,10,0,18,15,156,64,75,57,63,7,18,0,0,0,0,0,28,55,1322,201,26,1055,0,7,1085,225,0,15,84,0,102,195,64,0,11,26,49,12,0,0,7.0
21089,10013,3675,7761,2577,510,214,1742,884,4296,3978,1583,4380,4276,2.55,3.12,45,12,44,33,86,18,3187,231,176,109,53,56,407,160,247,213,101,56,0,32,5,621,122,237,45,253,34,87,23,44,20,90,26,29,826,4969,823,70,6410,123,14,6739,805,18,62,391,2,19,1176,744,26,48,235,29,4,336,0,67.0
21091,2486,1052,2015,759,162,106,309,187,823,741,227,1144,775,2.56,3.0,80,95,68,49,178,0,859,12,49,40,0,40,61,28,33,2,0,0,0,45,14,128,68,121,68,7,0,0,0,0,0,0,0,0,283,976,222,2,1342,0,0,1041,119,0,48,7,5,32,191,175,0,0,7,20,48,0,4,0.0
21093,27431,13222,20456,8822,1773,1095,5202,3305,10452,9139,2945,14596,7805,2.61,3.09,559,49,64,21,123,26,13604,2542,1803,3306,699,2607,4345,1200,3145,1300,1855,8,50,996,136,5982,1825,2282,637,2034,313,1559,825,107,50,218,178,223,1076,11374,2855,289,16349,264,62,13085,2775,86,466,1474,28,245,1960,2077,41,1047,260,321,91,610,446,121.0
21095,7268,2853,5009,1876,674,295,1585,682,3374,3078,1338,3366,3019,2.73,3.41,156,44,63,32,144,8,2351,21,82,105,0,105,103,86,17,11,44,0,0,46,2,448,221,301,180,145,39,0,0,2,2,28,0,14,178,2022,200,0,1459,0,6,2828,402,0,7,43,9,0,250,354,0,43,20,0,6,44,10,303.0
21097,4694,2080,3781,1519,168,35,745,526,2478,2056,793,2218,1908,2.59,3.28,70,35,24,131,7,8,1529,136,115,35,0,35,251,60,191,32,54,0,0,137,28,473,194,273,172,161,5,0,0,39,17,241,26,43,183,2000,203,0,3103,0,0,3051,318,0,49,146,28,99,411,114,0,25,0,12,0,22,0,20.0
21099,4862,2099,3686,1324,280,187,896,588,2030,1879,811,2414,1923,2.6,3.15,166,84,85,28,207,20,1361,102,34,78,18,60,136,27,109,44,15,21,0,42,14,1138,348,228,98,855,225,17,12,38,13,21,0,0,496,1765,210,8,1965,15,0,2506,213,8,121,114,18,0,167,555,0,54,45,226,0,43,0,17.0
21101,12297,5195,9569,3549,512,290,2216,1356,6355,5694,2170,5918,4613,2.42,2.99,255,47,61,33,124,16,3253,181,312,122,0,122,493,184,309,132,148,21,0,156,36,1179,311,682,286,419,25,24,0,54,0,47,155,97,723,4960,760,135,7327,204,122,5644,471,0,143,456,0,304,857,919,38,409,158,22,37,97,9,10.0
21103,4350,1829,3236,1115,292,118,822,596,1673,1392,598,2211,1556,2.56,2.96,152,90,62,45,148,6,1006,57,154,38,0,38,211,53,158,24,36,1,0,150,0,440,101,376,101,56,0,8,0,0,0,74,0,3,281,2352,308,4,2582,14,79,2611,120,0,24,256,9,0,258,415,10,1,75,22,25,76,1,5.0
21105,1185,477,988,370,30,18,167,89,798,736,404,518,679,2.39,3.23,0,0,44,0,102,18,410,29,3,33,0,33,32,16,16,0,13,0,0,19,0,38,14,36,12,0,0,2,2,0,0,0,7,0,11,513,99,12,449,5,0,501,41,0,0,18,5,0,192,90,0,3,0,0,0,0,0,2.0
21107,12881,5509,9898,3592,756,515,2227,1402,5637,5114,2109,6097,4977,2.49,3.03,119,23,43,4,92,16,3692,303,248,198,34,164,551,199,352,108,219,49,0,124,51,1239,654,758,480,245,118,183,56,53,0,0,5,26,471,6336,550,16,5058,16,0,5571,655,0,91,211,0,78,806,1007,0,111,202,20,13,124,34,76.0
21109,3924,1499,2735,821,291,174,898,504,1645,1475,651,1687,1378,2.41,2.87,75,51,55,0,149,0,756,0,17,25,0,25,17,17,0,0,17,0,0,0,0,54,15,31,15,0,0,23,0,0,0,0,0,0,54,919,145,0,909,0,0,1368,0,0,0,0,0,111,73,89,0,0,32,0,0,0,0,107.0
21111,186142,82900,128614,49887,12811,6379,44717,26634,115170,98305,30156,93211,70417,2.4,3.05,5105,49,59,38,106,22,56470,14969,29251,5296,646,4650,44220,22628,21592,7080,14252,4719,223,17126,820,53083,24358,24369,13360,12923,4219,10813,4810,4978,1969,3420,1374,776,9809,72977,15495,1395,140393,1756,1593,100814,19622,340,2022,7926,736,3843,13819,12931,720,18266,3347,2977,675,3970,1541,1776.0
21113,13391,6727,10429,4892,683,461,2279,1374,4406,3549,1103,7278,3616,2.59,2.98,147,26,52,31,111,8,3236,508,1094,304,27,277,1602,891,711,331,552,77,5,579,58,1891,973,979,516,441,172,212,108,259,177,285,112,43,746,5678,1112,188,7282,136,88,6765,1178,79,165,542,0,128,1199,1025,26,76,183,150,247,232,17,226.0
21115,6919,2748,5308,1987,366,125,1245,636,2478,2289,929,3263,2442,2.43,2.82,55,25,69,41,124,33,1434,47,59,59,0,59,106,30,76,0,72,10,24,0,0,165,67,87,16,0,0,78,51,0,0,64,0,0,92,2124,454,37,1661,29,9,2289,204,0,14,57,39,0,257,325,0,42,25,0,0,43,0,107.0
21117,40479,19194,29936,12871,2682,1387,7861,4936,21575,17964,5486,20875,12846,2.52,3.14,795,39,65,46,120,19,11942,1226,2579,766,80,686,3805,1808,1997,672,951,394,32,1406,350,6183,2441,3515,1700,1519,347,725,224,424,170,423,374,76,2524,17071,4121,220,55473,525,681,31769,6823,96,591,1976,118,330,3374,2967,139,707,530,457,12,1531,158,447.0
21119,4226,1480,3105,992,335,99,786,389,1652,1499,652,1809,1486,2.67,3.22,93,44,54,24,116,17,904,3,102,88,0,88,105,62,43,64,31,0,0,7,3,189,92,69,0,89,61,31,31,0,0,0,0,0,92,1852,84,0,942,0,0,1187,134,0,18,26,7,61,271,116,0,2,77,7,0,6,0,51.0
21121,8142,3263,5950,2045,585,283,1607,935,4399,4020,1597,3636,3444,2.48,3.15,203,57,54,83,102,4,2099,121,75,61,0,61,196,75,121,39,55,0,72,3,27,316,121,143,62,45,4,53,0,75,55,3,0,0,657,1791,544,0,2603,48,8,3878,389,0,38,64,0,39,686,112,0,0,134,12,7,59,0,118.0
21123,3466,1329,2785,974,188,99,493,256,1569,1423,563,1474,1404,2.77,3.4,77,58,41,31,92,4,1162,50,159,97,0,97,209,154,55,21,24,0,0,152,12,504,86,380,75,91,11,0,0,33,0,33,2,32,112,1209,274,6,1532,13,10,1678,231,0,80,101,0,11,247,294,0,23,0,28,11,40,0,4.0
21125,16457,6983,12228,4635,1237,684,2992,1664,5545,4687,1606,7900,5161,2.63,3.03,265,42,67,80,128,13,4401,202,496,217,19,198,698,371,327,119,184,0,0,324,71,1075,341,595,322,402,19,78,0,0,0,0,0,52,498,7001,685,130,5788,52,49,7291,708,0,66,305,0,13,798,596,0,22,28,478,80,212,6,325.0
21127,4176,1589,3234,1133,158,71,784,385,1624,1385,728,1783,1671,2.71,3.24,7,5,33,0,74,10,887,36,40,16,10,6,76,31,45,3,31,0,0,20,22,286,167,238,149,0,0,48,18,0,0,0,0,5,74,2120,146,13,1272,18,8,2757,162,0,6,76,0,4,356,401,0,0,33,0,0,32,0,22.0
21129,1971,762,1521,516,167,96,283,150,856,810,272,850,754,2.5,3.06,2,3,71,70,167,2,444,9,74,5,0,5,83,68,15,9,3,0,0,64,7,107,90,76,61,27,25,3,3,1,1,0,0,0,117,945,140,10,678,6,0,660,70,0,2,11,46,0,58,138,0,0,0,4,0,1,0,100.0
21131,3045,1232,2445,922,104,41,496,269,1383,1230,455,1445,1070,2.54,3.16,23,20,38,0,88,8,400,28,7,2,0,2,35,0,35,5,23,0,0,7,0,33,19,28,19,5,0,0,0,0,0,0,0,0,114,2061,62,0,463,0,0,697,27,0,0,13,0,0,124,220,0,0,21,0,0,36,0,36.0
21133,6354,2137,4930,1591,313,79,1111,467,2946,2617,1194,2685,2577,2.6,3.21,119,47,51,22,99,24,1199,86,11,66,0,66,97,40,57,14,45,0,0,38,0,232,33,156,8,37,15,39,10,0,0,16,0,6,190,2146,77,0,1475,0,7,1893,164,9,0,59,0,0,638,263,10,0,90,0,0,40,0,146.0
21135,3638,1303,2778,803,182,104,678,396,1345,1203,539,1414,1497,2.76,3.27,23,16,49,34,99,14,805,19,0,15,15,0,19,0,19,0,4,0,0,15,0,405,54,151,48,231,6,23,0,0,0,0,12,66,292,1734,45,0,1617,0,0,1551,53,0,30,101,0,3,138,283,0,0,33,0,0,63,0,43.0
21137,6680,3078,5105,2161,451,284,1124,633,3113,2805,1267,3525,2649,2.5,3.07,63,25,43,56,94,2,1726,49,7,112,49,63,56,34,22,0,34,0,0,15,7,185,53,88,32,83,21,14,0,0,0,0,0,0,218,1516,218,60,1668,0,0,2296,61,8,135,181,60,11,312,325,0,0,71,16,0,7,0,43.0
21139,2625,813,2096,574,160,51,369,188,951,861,444,931,1150,2.62,3.08,68,72,62,0,172,5,722,18,52,35,0,35,70,52,18,18,47,0,0,5,0,140,49,90,39,19,0,31,10,0,0,0,0,13,233,986,162,10,876,0,16,1049,107,4,65,101,2,5,130,167,0,0,70,9,0,29,58,3.0
21141,7846,3110,5696,1941,731,309,1419,860,3198,2843,1167,3713,2963,2.4,2.84,147,51,65,67,127,16,2064,83,371,155,12,143,454,352,102,57,0,54,0,329,14,942,453,512,349,318,42,1,0,111,62,10,0,9,92,2983,604,29,2616,0,0,2836,129,0,141,260,9,30,532,645,0,92,97,17,9,85,79,19.0
21143,2205,690,1819,537,42,4,344,149,1090,1024,394,715,1171,2.05,2.53,5,7,22,0,62,0,994,7,51,52,3,49,58,7,51,30,0,0,0,21,7,251,44,106,13,141,31,0,0,4,0,7,9,4,56,961,121,13,1135,0,0,1293,156,3,41,114,0,0,178,193,0,19,33,20,3,96,0,5.0
21145,18104,7376,14057,4972,1124,685,2923,1719,9078,8040,3397,8440,7597,2.36,2.9,216,33,63,15,144,9,5855,547,705,393,40,353,1252,430,822,194,442,7,0,583,26,1980,610,1232,411,439,90,248,76,61,33,147,126,22,983,7882,1542,186,10675,53,170,9071,1566,33,201,902,13,90,1424,1436,31,115,290,97,15,492,8,57.0
21147,4637,1775,3553,1284,297,154,787,337,1696,1449,525,2138,1591,2.58,3.02,0,0,35,33,77,0,1263,42,131,57,20,37,173,23,150,0,13,9,23,94,34,380,130,273,77,58,29,33,13,16,11,31,0,0,280,1430,190,0,1429,0,0,2516,206,0,63,34,6,4,479,229,4,72,89,0,0,50,23,37.0
21149,2654,1182,2042,780,159,93,453,309,1111,989,412,1313,1052,2.52,3.05,75,71,65,13,129,32,799,45,16,34,20,14,61,28,33,43,12,0,0,1,5,88,25,81,18,7,7,0,0,0,0,6,0,24,102,835,156,14,1079,0,12,985,31,0,18,39,0,5,73,46,0,0,60,0,7,38,0,4.0
