GEO.id2,HC01_VC04,HC01_VC05,HC01_VC06,HC01_VC07,HC01_VC08,HC01_VC09,HC01_VC10,HC01_VC11,HC01_VC12,HC01_VC13,HC01_VC14,HC01_VC17,HC01_VC18,HC01_VC21,HC01_VC22,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC101,HC01_VC141,HC01_VC142,HC01_VC149,HC01_VC150,HC01_VC151,HC01_VC154,HC01_VC155,HC01_VC156,HC01_VC161,HC01_VC162,HC01_VC163,HC01_VC164,HC01_VC165,HC01_VC166,HC01_VC172,HC01_VC173,HC01_VC174,HC01_VC175,HC01_VC176,HC01_VC177,HC01_VC178,HC01_VC179,HC01_VC180,HC01_VC181,HC01_VC187,HC01_VC188,HC01_VC189,HC01_VC190,HC01_VC191,HC01_VC192,HC01_VC193,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC197,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209,HC01_VC210,HC01_VC211,HC01_VC212,TotalDrugReports
21021,7137,2669,5569,1871,377,148,1191,650,3745,3272,1375,3168,3437,2.47,3.08,90,24,36,19,61,19,1866,214,391,219,27,192,605,125,480,47,242,0,0,301,15,818,384,512,262,72,26,179,75,55,21,58,62,77,474,3003,521,55,3869,110,63,4243,365,26,155,210,42,65,350,669,23,122,144,58,0,400,29,116.0
21023,2222,948,1720,694,152,53,350,201,1190,987,443,1158,996,2.45,3.06,46,58,67,0,171,1,511,3,71,5,0,5,74,20,54,13,0,0,0,61,0,151,22,127,22,13,0,11,0,0,0,16,47,0,139,826,87,8,2284,0,75,1015,84,0,3,142,0,9,49,128,0,0,17,2,0,28,0,24.0
21025,3443,1213,2277,783,321,73,845,357,1861,1720,561,1556,1535,2.48,3.1,106,66,57,55,98,26,575,30,30,29,0,29,60,4,56,14,30,0,0,8,8,146,23,103,23,31,0,8,0,4,0,0,12,0,50,1305,69,0,630,0,6,1136,104,0,15,7,0,0,202,200,8,17,27,5,0,23,0,23.0
21027,5072,1663,4117,1233,328,116,627,314,2271,1858,811,1981,2432,2.68,3.26,125,68,79,15,164,38,1509,39,64,54,0,54,103,45,58,8,18,0,0,77,0,571,234,225,122,337,112,9,0,0,0,0,0,4,497,2582,587,60,2891,4,12,2856,308,0,39,166,11,30,172,424,10,23,28,194,0,31,9,4.0
21029,21136,8392,15994,5551,1670,933,3472,1908,7397,6082,2427,9738,7377,2.71,3.13,401,42,55,19,111,22,5443,447,232,293,20,273,679,59,620,107,300,29,0,189,54,1428,531,693,258,407,132,293,118,35,23,68,62,79,1033,6666,1277,117,12959,103,121,11082,1611,2,164,744,24,68,741,1167,9,42,336,115,182,555,0,63.0
21031,3595,1519,2721,1015,273,108,601,396,1558,1345,567,1695,1479,2.45,2.9,47,40,61,9,136,6,863,14,131,5,2,3,145,14,131,14,0,0,0,131,0,583,321,422,238,145,83,16,0,0,0,0,0,15,258,1061,313,0,1333,0,0,1692,207,0,40,58,0,0,178,208,0,5,35,10,0,18,2,19.0
21033,3843,1277,2789,780,157,40,897,457,1479,1300,628,1622,1693,2.37,2.73,35,25,74,52,169,0,836,15,0,1,0,1,15,0,15,0,0,15,0,0,0,29,0,0,0,29,0,0,0,0,0,15,16,0,84,812,160,0,1259,0,20,1693,258,0,6,104,0,0,246,211,0,181,42,19,6,21,0,12.0
21035,8685,3548,6838,2544,514,278,1333,726,6317,5158,1932,4072,4250,2.32,2.99,113,18,30,0,51,15,2383,424,1563,147,8,139,1987,932,1055,272,1077,104,11,487,36,1950,760,803,307,304,103,363,148,480,202,665,43,13,338,3586,771,71,5183,6,38,4683,945,30,140,433,60,52,753,1075,0,355,164,45,5,276,50,36.0
21037,23253,9846,16856,6522,1737,738,4660,2586,12701,10315,3560,10868,9050,2.46,3.01,387,30,52,13,90,23,5810,908,1196,544,58,486,2104,730,1374,303,934,207,0,556,104,3273,722,1717,413,937,101,246,40,373,168,381,123,151,834,9917,2039,175,35406,297,233,16409,3722,104,252,1356,138,186,1102,1667,139,337,338,212,164,442,13,592.0
21039,1381,487,1087,359,127,62,167,66,707,632,354,588,740,2.34,2.88,4,10,66,36,133,26,329,23,19,8,0,8,42,0,42,15,3,0,0,15,9,40,20,23,15,17,5,0,0,0,0,0,0,2,47,483,94,7,491,10,0,703,31,0,12,21,4,5,23,97,0,4,3,0,0,0,0,0.0
21041,2609,1074,1941,658,270,188,398,228,1421,1150,380,1349,1104,2.59,3.16,115,110,81,169,128,0,805,61,286,13,0,13,347,2,345,10,37,6,0,277,17,604,327,504,286,62,18,32,17,6,6,42,1,0,77,1066,157,0,1138,0,3,1035,31,0,78,5,0,0,52,187,27,17,0,10,0,31,1,38.0
21043,7522,2826,5630,1997,460,163,1432,666,3125,2718,1360,3433,3250,2.5,2.97,38,12,43,22,81,17,1325,17,133,64,0,64,150,103,47,25,32,16,0,77,0,218,112,124,47,39,29,0,0,55,36,70,23,0,597,4638,214,8,2967,6,50,4172,352,0,28,105,0,40,331,635,37,37,25,33,0,131,4,87.0
21045,4352,1620,3541,1306,292,86,519,228,2060,1893,861,1853,2231,2.42,3.01,25,19,58,25,136,4,892,17,177,61,0,61,194,27,167,16,6,8,0,164,0,526,214,285,100,227,100,14,14,0,0,19,77,0,116,1274,96,0,577,0,12,935,71,0,9,18,0,4,120,120,0,12,22,98,10,18,2,21.0
21047,17519,9014,12714,6310,1218,475,3587,2229,7863,6677,2402,10099,5776,2.66,3.25,553,75,86,52,142,19,5623,998,1063,1200,229,971,2061,309,1752,189,787,86,26,925,48,4541,1133,2281,488,1432,399,655,246,173,0,30,147,87,669,5729,903,223,6777,112,126,7572,1635,63,311,973,91,232,610,1175,44,4471,324,223,0,331,483,45.0
21049,9814,3551,7173,2290,793,296,1848,965,4369,3407,1452,4396,4262,2.49,2.94,128,32,43,21,92,12,2589,206,383,236,0,236,589,57,532,56,199,0,6,328,0,898,516,645,402,177,48,66,66,10,0,124,6,10,337,3815,537,27,4443,43,47,4163,613,40,62,183,8,37,774,994,5,66,213,0,8,237,0,119.0
21051,5362,2145,3632,1416,423,115,1307,614,2317,2141,793,2605,2177,2.53,3.06,66,34,74,78,143,12,927,60,152,59,6,53,212,8,204,11,13,26,0,162,0,429,132,356,125,30,3,13,0,30,4,14,0,0,176,1264,46,62,1368,42,0,1597,113,0,27,16,3,28,237,156,0,127,0,0,3,77,0,62.0
21053,2584,1087,1887,699,249,153,448,235,1279,1224,561,1229,1271,2.59,3.31,56,51,55,102,102,8,560,11,127,16,0,16,138,63,75,63,23,0,0,52,0,202,81,161,58,18,0,23,23,0,0,0,0,0,42,3860,32,0,356,0,9,769,39,0,0,19,0,0,82,81,0,2,38,0,0,0,0,21.0
21055,2567,924,2030,714,170,86,367,124,1154,1014,520,1103,1299,2.42,2.91,15,18,42,35,63,27,772,25,57,20,0,20,82,4,78,54,5,0,5,18,0,611,357,76,28,535,329,0,0,0,0,0,0,0,124,878,69,10,1018,21,0,976,159,50,12,62,13,0,106,66,0,0,11,93,0,72,4,9.0
21057,1885,602,1356,394,225,91,304,117,886,817,362,789,951,2.41,2.93,30,40,67,0,132,34,433,8,43,0,0,0,51,5,46,6,27,0,10,8,0,47,8,22,8,25,0,0,0,0,0,0,7,0,34,2450,79,0,285,0,0,683,42,0,12,38,0,3,62,84,0,36,17,0,0,6,0,31.0
21059,26070,10994,19578,7282,1721,920,4771,2792,13212,11073,4440,12509,11086,2.44,3.0,423,37,51,32,102,8,6609,573,1865,562,40,522,2438,1092,1346,231,912,295,14,958,28,3361,1530,1952,858,618,125,569,449,222,98,114,22,25,831,9032,1357,90,13922,189,163,11052,1351,9,276,480,96,124,857,2121,128,734,284,249,30,256,42,50.0
21061,3474,1196,2822,965,192,55,460,176,1238,1086,490,1406,1610,2.48,2.87,13,12,37,17,93,0,876,33,42,20,0,20,75,35,40,33,42,0,0,0,0,248,81,99,23,108,17,41,41,0,0,0,12,0,225,910,198,12,1195,0,0,1477,252,0,26,30,0,5,154,187,0,0,29,9,19,36,0,11.0
21063,1850,779,1258,459,237,115,355,205,774,633,377,970,961,2.52,2.99,43,64,90,18,171,61,371,0,4,0,0,0,4,4,0,0,4,0,0,0,0,199,17,136,17,38,0,4,0,21,0,0,0,0,63,774,76,0,697,0,0,717,61,0,19,21,0,0,77,46,0,0,0,7,0,43,0,7.0
21065,3959,1435,2769,862,225,92,965,481,1663,1513,617,1791,1756,2.54,3.06,90,58,60,0,158,1,770,21,7,14,0,14,28,0,28,21,0,0,0,7,0,77,0,40,0,0,0,14,0,23,0,0,0,0,60,1489,74,45,1278,13,8,1533,151,0,123,92,0,5,116,407,8,0,37,71,0,40,0,53.0
21067,72755,33256,51173,21095,5471,2811,16111,9350,53684,40361,10684,36274,26269,2.36,2.97,1250,25,47,13,77,19,16943,7660,20100,3004,416,2588,27760,7349,20411,2734,10578,2664,105,11070,609,35372,16219,17903,8843,6428,1892,7473,3840,3568,1644,2920,715,509,3833,35969,5778,899,45809,904,702,39411,8523,184,1807,4708,393,1300,6415,9166,320,3543,2122,662,496,2823,938,609.0
21069,4075,1639,3112,1159,300,156,663,324,1655,1459,639,1876,1697,2.53,2.99,48,34,66,55,125,20,980,44,8,3,0,3,52,0,52,1,25,0,0,26,0,674,292,176,125,467,167,13,0,18,0,0,54,11,53,1314,89,7,1330,0,0,1458,87,0,38,9,0,20,67,120,0,0,122,133,0,50,8,20.0
21071,10472,3827,7457,2547,842,323,2173,957,4761,4312,1740,4654,4428,2.45,3.0,227,55,50,23,106,10,1735,86,60,79,0,79,146,54,92,39,85,0,0,22,0,306,95,92,29,101,53,113,13,0,0,0,25,0,259,3478,463,34,2341,47,19,3265,220,0,29,77,0,42,753,345,0,24,21,0,0,152,13,173.0
21073,12497,5039,9033,3114,885,458,2579,1467,8481,7310,2318,5550,5621,2.3,2.93,230,33,40,23,85,6,3422,655,1019,329,7,322,1674,408,1266,170,659,186,0,633,26,2333,859,1081,583,713,208,302,42,237,26,72,101,22,512,5624,898,21,6070,0,83,8196,1044,0,288,353,5,33,1252,1002,18,274,310,153,9,233,84,168.0
21075,1590,643,1112,348,81,62,397,233,1021,979,391,741,838,2.25,2.9,32,43,70,234,67,32,531,11,39,8,0,8,50,9,41,0,17,24,0,9,0,51,17,9,5,6,0,17,12,19,0,3,0,29,89,392,121,4,416,0,0,628,52,23,14,95,0,0,34,86,0,100,8,0,0,21,8,7.0
21077,2027,889,1488,572,162,119,377,198,935,832,205,1103,727,2.85,3.48,70,72,86,0,211,12,703,81,209,39,0,39,290,56,234,0,65,0,0,225,0,360,235,329,231,21,0,10,4,0,0,0,25,2,106,416,62,25,2031,0,21,1553,414,4,0,70,0,12,56,152,0,19,8,1,0,63,2,4.0
21079,4982,1909,3839,1265,256,150,887,494,1750,1521,685,2337,1933,2.51,2.91,94,53,56,27,123,14,1107,82,157,92,6,86,239,2,237,43,35,0,0,153,8,334,115,282,83,38,22,14,10,0,0,0,55,13,254,1675,258,8,2022,0,7,2183,284,15,163,72,16,0,387,484,0,0,72,7,11,124,5,22.0
21081,6118,2574,4448,1593,623,332,1047,649,2209,1766,855,3186,2244,2.92,3.39,210,76,69,8,161,11,1570,88,228,30,0,30,316,6,310,36,9,0,0,257,14,695,262,574,209,107,53,1,0,13,0,10,50,16,249,1983,386,64,4418,231,42,3523,233,14,4,259,91,8,427,367,9,0,40,0,0,66,18,98.0
21083,9622,3847,7596,2674,382,190,1644,983,4646,4261,1911,4405,4577,2.58,3.2,73,19,48,34,100,10,2322,334,794,248,14,234,1128,269,859,33,157,25,40,849,24,2080,1198,1528,987,344,134,99,40,109,37,7,41,15,308,3269,396,44,2956,0,28,3333,339,9,34,76,29,39,391,553,0,110,98,39,0,235,21,35.0
21085,6794,2693,5380,2043,503,192,911,458,2942,2644,1174,3190,2939,2.65,3.21,79,31,76,30,139,36,1702,62,119,133,0,133,181,47,134,9,78,0,0,83,11,421,188,231,130,164,32,26,26,0,0,0,0,0,184,2483,237,84,2738,24,32,3101,341,5,95,163,0,78,252,361,7,0,15,33,5,148,0,15.0
21087,3116,1204,2485,898,174,33,457,273,1412,1255,728,1287,1584,2.43,2.94,16,14,48,19,111,5,668,41,89,45,0,45,130,0,130,47,41,0,0,42,0,355,90,118,69,209,9,22,12,6,0,0,0,7,235,801,111,52,642,0,13,965,178,0,45,89,0,0,227,88,0,13,42,94,13,69,0,1.0
21089,10306,3719,7840,2667,861,419,1605,633,3983,3385,1768,4680,4782,2.51,2.95,145,43,41,62,80,8,2587,161,125,51,0,51,286,23,263,43,130,2,0,96,15,499,95,276,79,131,16,73,0,19,0,57,25,0,395,3788,461,33,5464,33,26,5800,382,0,45,235,0,55,596,954,26,0,6,37,0,423,42,71.0
21091,2524,1051,1989,742,134,73,401,236,730,647,216,1246,912,2.64,2.98,56,69,43,62,82,7,730,8,34,35,0,35,42,2,40,15,0,0,0,18,9,172,68,116,51,45,17,0,0,11,0,0,5,0,141,824,100,10,1474,0,0,1349,136,0,5,25,0,0,136,81,0,0,20,5,0,60,0,3.0
21093,27424,12300,20482,8149,1893,1103,5049,3048,12998,10974,3655,13889,9395,2.59,3.16,474,37,50,27,95,14,14662,2574,1813,3975,597,3378,4387,609,3778,1486,1815,194,23,785,84,7138,1973,2979,817,2396,634,1437,508,326,14,274,236,143,1760,7797,1985,425,16219,227,122,12835,3328,84,719,1306,50,223,1224,1772,85,798,410,153,22,524,248,67.0
21095,7978,2946,5492,2090,765,146,1721,710,3451,3109,1540,3743,3540,2.39,2.86,72,25,45,25,78,21,1696,120,57,52,0,52,177,20,157,18,116,0,0,43,0,392,72,199,48,84,13,92,11,17,0,45,13,0,151,1500,100,0,953,25,25,1653,370,5,2,55,0,19,229,270,2,34,25,16,0,38,2,166.0
21097,4882,1933,3649,1204,325,182,908,547,2253,2021,914,2281,2188,2.56,3.11,86,40,50,0,126,9,1199,57,263,175,0,175,320,43,277,78,21,30,0,191,0,689,260,348,177,331,83,10,0,0,0,0,30,53,265,2090,229,10,2823,38,23,1882,156,0,78,59,0,9,202,615,0,30,40,23,0,41,2,114.0
21099,5216,2221,4083,1636,284,152,849,433,2171,1881,870,2447,2171,2.47,2.95,175,103,99,24,238,2,1023,33,131,72,0,72,164,55,109,40,62,0,0,62,0,1345,435,152,45,1105,372,55,13,33,5,37,19,9,202,1742,94,8,1723,0,6,1865,187,0,61,26,0,0,234,272,0,39,61,80,6,47,9,12.0
21101,12504,5113,8824,2986,1187,642,2493,1485,6410,5584,2128,5975,5207,2.39,2.95,345,63,59,17,126,10,3095,295,321,221,0,221,616,34,582,47,138,0,0,431,0,1122,468,890,413,137,32,94,23,1,0,0,28,15,609,4313,749,58,7108,16,90,4901,558,0,131,317,9,19,605,723,0,566,71,15,9,371,43,50.0
21103,4266,1556,3162,1030,357,175,747,351,1730,1483,702,1939,1831,2.58,3.04,93,58,58,0,128,24,1106,100,96,14,0,14,196,5,191,42,0,4,0,143,7,431,131,358,105,58,14,3,0,12,12,0,0,0,202,1236,295,20,1711,43,0,1353,180,10,18,111,24,2,206,383,9,4,12,27,18,64,0,25.0
21105,1162,335,851,212,90,16,221,107,694,585,342,395,725,2.43,3.09,44,83,90,184,87,46,294,36,2,26,0,26,38,0,38,2,36,0,0,0,0,124,14,99,0,6,1,13,13,6,0,0,0,0,33,431,57,0,226,0,0,509,34,0,3,7,15,0,75,39,0,2,3,0,3,0,0,1.0
21107,12584,5010,9463,3259,593,254,2528,1497,5810,5069,2219,5743,5450,2.47,2.97,139,28,54,17,88,36,3247,224,245,168,3,165,469,101,368,79,191,0,0,192,7,809,222,533,134,109,0,142,63,25,25,0,2,54,454,4958,717,50,4139,5,16,4617,449,0,67,384,22,42,526,694,2,96,39,136,27,233,0,30.0
21109,3978,1525,2962,1074,249,107,767,344,1568,1383,523,1991,1494,2.39,2.83,22,17,48,0,128,0,615,64,0,14,0,14,64,0,64,0,0,0,0,60,4,145,29,122,29,7,0,16,0,0,0,0,0,0,9,795,49,8,482,4,0,982,123,0,8,8,0,0,80,71,0,0,0,0,0,54,0,34.0
21111,185805,78819,125574,46613,15241,7060,44990,25146,124550,103459,34016,89504,80062,2.4,3.08,3968,37,56,25,93,27,50310,21046,31411,5490,618,4872,52457,11751,40706,6534,17572,7661,402,19501,787,61958,27408,27430,12873,15229,5354,10407,4443,8892,4738,5703,1127,879,7760,68734,15719,1269,126457,1342,1388,92910,19458,526,2809,7966,544,3187,8445,13316,390,16304,3493,2958,848,4352,2513,1535.0
21113,13985,6191,10256,3933,931,513,2798,1745,4416,3467,1214,6936,4593,2.67,3.0,228,35,64,4,128,24,3195,987,1294,407,40,367,2281,451,1830,726,654,62,7,751,81,2639,1176,1107,632,1007,275,409,192,116,77,72,61,142,958,6590,745,73,7183,83,81,6198,1109,73,248,521,61,544,693,1402,0,300,426,102,379,297,45,138.0
21115,6148,2256,4759,1689,477,224,912,343,2672,2362,935,2552,2683,2.58,3.13,51,22,44,34,68,27,1429,26,108,187,12,175,134,2,132,10,95,0,0,29,0,324,14,175,12,108,2,41,0,0,0,0,10,0,111,2497,248,20,1936,0,0,2252,151,0,38,25,33,75,660,258,0,16,86,16,10,278,2,20.0
21117,40510,17635,28838,11134,3177,1758,8495,4743,22236,17947,6051,20408,14777,2.57,3.17,1037,48,65,48,111,23,10730,1839,2590,745,65,680,4429,631,3798,760,1640,351,0,1632,46,5899,2473,3312,1416,1244,288,1098,675,245,94,643,216,319,2166,16908,3239,276,57321,551,748,30268,6519,194,648,2505,118,386,1940,2757,242,428,464,359,196,1213,65,607.0
21119,4200,1534,3020,1000,276,76,904,458,1864,1614,561,1863,1698,2.51,3.02,145,76,70,33,139,23,607,6,47,12,0,12,53,32,21,10,15,1,0,25,2,205,66,103,45,90,9,7,7,5,5,4,0,2,102,1761,138,0,942,0,0,1537,72,0,23,102,0,3,327,204,0,2,8,42,0,8,24,103.0
21121,8297,3379,5591,1959,785,376,1921,1044,4036,3522,1538,3933,3780,2.52,3.09,139,40,46,71,75,12,1520,222,223,76,0,76,445,185,260,216,107,0,0,113,9,390,165,221,79,78,28,90,58,1,0,0,4,0,443,2212,548,0,1784,47,28,3656,196,0,3,44,46,22,146,345,0,52,124,10,0,25,1,97.0
21123,3964,1545,2955,914,261,154,748,477,1521,1201,582,1705,1622,2.53,2.91,48,31,59,0,138,14,1324,80,205,181,0,181,285,13,272,68,46,7,0,164,0,506,158,359,141,132,17,15,0,0,0,0,79,95,38,896,321,0,1472,0,0,1571,204,38,24,38,26,7,148,195,5,6,30,0,0,61,0,7.0
21125,15831,6470,11615,4333,1190,459,3026,1678,7198,6239,2449,7753,6327,2.57,3.1,312,49,50,21,104,12,3875,357,212,412,33,379,569,39,530,91,263,0,0,163,52,741,248,298,104,233,29,194,115,16,0,41,13,0,357,5364,1164,31,4747,9,4,6243,662,0,114,303,14,6,840,1029,105,64,230,192,15,130,16,101.0
21127,4341,1615,3479,1294,288,105,574,216,1801,1665,786,1869,1870,2.57,3.1,42,30,40,62,75,6,799,69,108,38,24,14,177,83,94,41,108,0,0,6,22,259,90,77,6,45,10,68,39,69,35,69,0,0,241,2103,156,0,1036,5,29,2519,126,30,59,62,63,0,287,308,5,0,28,0,0,38,20,30.0
21129,1646,494,1136,287,146,20,364,187,1175,1058,379,653,915,2.19,2.91,34,56,54,0,146,0,333,7,6,0,0,0,13,0,13,0,7,0,0,0,6,49,5,36,0,8,0,5,5,0,0,0,0,0,34,330,101,8,401,2,0,411,52,0,0,18,0,25,58,27,0,0,8,0,0,0,5,13.0
21131,2832,946,1983,716,270,86,579,144,1242,1139,536,1149,1256,2.61,3.2,33,32,53,0,106,16,497,25,12,66,0,66,37,12,25,0,37,0,0,0,0,76,13,23,5,34,0,19,8,0,0,5,0,0,77,962,112,0,461,0,0,749,27,0,14,0,0,0,80,160,0,0,0,9,0,21,0,16.0
21133,7177,2461,5168,1534,446,163,1563,764,2840,2549,1219,3189,2934,2.31,2.72,97,44,54,25,103,22,999,24,57,71,0,71,81,5,76,29,23,0,0,29,0,217,74,160,36,37,18,20,20,0,0,0,12,23,142,1249,120,18,1125,0,46,949,104,0,22,113,0,0,257,345,6,0,34,0,0,11,0,42.0
21135,3872,1429,3006,1053,296,150,570,226,1559,1398,529,1692,1646,2.49,2.94,49,41,49,8,105,13,858,23,19,23,0,23,42,0,42,3,0,0,0,39,0,214,54,147,43,67,11,0,0,0,0,0,0,8,242,938,52,7,1330,11,0,1199,75,0,41,91,0,91,79,219,0,0,4,0,0,104,0,14.0
21137,6681,2705,4651,1690,604,305,1426,710,3040,2650,1323,3463,3137,2.49,2.95,118,48,64,0,163,8,1484,42,54,125,0,125,96,0,96,14,17,0,0,65,0,323,87,133,14,184,71,2,2,4,0,0,0,0,120,1128,216,0,1335,11,3,1649,180,0,35,46,0,21,152,194,0,12,15,108,0,23,32,12.0
21139,2799,706,2317,512,66,37,416,157,1081,942,473,932,1358,2.4,2.84,30,41,24,0,43,18,509,37,0,5,0,5,37,0,37,10,9,0,0,18,0,210,65,169,33,41,32,0,0,0,0,23,0,0,119,905,196,79,1023,14,7,1262,166,5,23,6,13,3,244,98,0,0,33,0,0,85,0,8.0
21141,6894,2587,5124,1630,576,316,1194,641,3788,3342,1413,2916,3277,2.48,3.09,112,39,45,20,93,11,1514,156,102,72,0,72,258,0,258,96,21,0,0,137,4,733,185,337,91,383,86,13,8,0,0,0,4,87,449,3976,342,84,2547,7,2,3397,144,0,100,55,0,32,398,419,0,117,66,126,0,58,0,35.0
21143,2007,529,1673,362,85,45,249,122,1319,1119,394,592,1268,2.09,2.65,18,26,23,0,64,0,997,32,110,17,0,17,142,5,137,30,27,7,0,71,7,297,136,129,88,86,14,37,26,45,8,11,0,0,47,779,159,5,1359,45,11,1111,149,34,49,97,0,52,262,264,4,28,31,0,3,21,0,32.0
21145,16798,6857,12204,4027,915,517,3679,2313,11152,9816,3651,7679,8281,2.29,2.96,336,42,56,6,122,11,5499,890,639,312,0,312,1529,193,1336,312,498,158,0,542,19,1877,628,968,271,432,129,380,177,97,51,117,94,99,730,6353,1431,109,7875,142,37,6742,858,7,286,515,0,83,951,1603,21,687,388,59,0,320,68,41.0
21147,4494,1639,3137,1183,569,153,788,303,1758,1658,487,2059,1665,2.54,3.03,39,26,26,45,51,0,1048,18,53,78,0,78,71,41,30,18,33,4,0,16,0,660,141,373,75,200,25,0,0,87,41,24,17,4,96,834,239,14,962,15,0,1421,458,0,27,156,10,0,207,278,0,138,0,0,0,37,44,23.0
21149,2746,1002,2250,698,198,135,298,169,1005,906,445,1149,1244,2.51,2.94,49,64,71,0,172,11,597,38,52,49,2,47,90,10,80,6,35,0,0,34,15,169,66,126,35,8,0,35,31,0,0,40,0,0,66,677,125,20,1295,0,21,928,74,0,76,63,0,7,91,179,0,0,63,9,0,39,12,2.0
