GEO.id2,HC01_VC04,HC01_VC06,HC01_VC07,HC01_VC08,HC01_VC09,HC01_VC10,HC01_VC11,HC01_VC12,HC01_VC13,HC01_VC14,HC01_VC15,HC01_VC17,HC01_VC18,HC01_VC20,HC01_VC21,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC99,HC01_VC139,HC01_VC140,HC01_VC146,HC01_VC147,HC01_VC148,HC01_VC150,HC01_VC151,HC01_VC152,HC01_VC157,HC01_VC158,HC01_VC159,HC01_VC160,HC01_VC161,HC01_VC162,HC01_VC168,HC01_VC170,HC01_VC171,HC01_VC172,HC01_VC173,HC01_VC174,HC01_VC175,HC01_VC176,HC01_VC177,HC01_VC178,HC01_VC184,HC01_VC185,HC01_VC186,HC01_VC187,HC01_VC188,HC01_VC189,HC01_VC190,HC01_VC191,HC01_VC192,HC01_VC193,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC197,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209,TotalDrugReports
21085,6752,2993,5706,2308,312,228,734,457,3150,2678,1257,3273,2812,2.56,3.13,103,47,55,28,110,18,1557,75,29,135,0,135,104,43,61,46,58,0,0,0,0,141,24,72,0,69,24,0,0,0,0,6,0,15,335,2444,314,104,2403,0,11,3373,263,0,158,41,22,24,304,324,0,0,162,45,8,86,0,49.0
21087,3230,1290,2637,921,116,80,477,289,1205,1140,563,1396,1330,2.53,3.0,38,40,47,0,108,17,913,121,28,5,0,5,149,14,135,115,9,0,0,14,11,256,120,120,69,136,51,0,0,0,0,0,0,26,124,1130,148,0,1044,0,0,1140,307,0,22,50,0,131,180,54,0,0,14,45,0,0,0,8.0
21089,10062,3825,7947,2731,481,265,1634,829,4312,4004,1671,4446,4208,2.54,3.1,37,10,41,30,82,16,3389,221,183,124,58,66,404,166,238,194,93,77,0,37,3,607,146,244,57,216,28,79,27,68,34,43,39,28,890,4936,850,63,6738,193,19,6838,847,2,63,304,2,39,889,724,45,70,202,56,3,283,17,74.0
21091,2361,1007,1987,757,125,85,249,165,873,768,245,1129,737,2.62,3.11,72,87,64,35,169,0,888,10,34,45,0,45,44,27,17,3,0,0,0,41,0,154,70,154,70,0,0,0,0,0,0,15,0,0,284,892,254,0,1602,0,0,811,99,0,51,6,6,28,205,116,0,0,8,21,0,0,0,0.0
21093,27171,13099,20729,8970,1666,1052,4776,3077,10255,8725,2799,14269,7637,2.58,3.03,494,45,60,34,117,20,14009,2389,1841,3140,810,2330,4230,1186,3044,1347,1669,7,12,1093,102,5766,1674,2000,550,2224,316,1430,750,112,58,255,214,237,1264,11785,2400,334,16118,182,43,12817,2943,80,584,1524,22,213,1588,2171,14,1098,231,247,65,455,439,58.0
21095,7413,2916,5218,1917,669,284,1526,715,3287,3045,1348,3487,3040,2.75,3.42,179,51,65,41,155,3,2346,18,28,99,0,99,46,35,11,12,0,0,0,33,1,384,142,279,106,105,36,0,0,0,0,29,31,17,259,2392,216,0,1890,0,6,3634,384,0,0,51,9,0,308,328,0,27,12,0,5,40,8,284.0
21097,4778,2240,3878,1653,200,43,700,544,2497,2087,964,2438,2008,2.55,3.22,77,39,43,103,67,13,1473,91,128,45,0,45,219,84,135,34,17,0,0,152,16,393,194,242,174,114,0,0,0,37,20,230,59,44,225,2119,324,10,3565,13,0,2663,196,0,8,168,29,35,633,265,0,57,0,12,0,28,0,61.0
21099,4882,2353,3659,1542,359,248,864,563,2168,1896,792,2592,1922,2.53,3.06,123,62,76,28,201,10,1305,68,20,127,17,110,88,14,74,25,4,0,0,45,14,1075,372,321,128,754,244,0,0,0,0,0,47,0,596,1773,226,10,1839,0,0,2340,253,11,143,99,19,0,265,454,0,53,43,234,17,51,0,2.0
21101,12466,5364,9784,3674,508,288,2174,1402,6033,5461,2065,6040,4447,2.43,2.97,281,51,63,26,132,17,3431,186,376,177,0,177,562,107,455,138,146,18,0,235,25,1384,385,822,279,491,93,26,13,45,0,52,198,112,810,5520,874,153,7837,242,129,5821,503,0,147,497,0,303,770,811,49,156,158,24,34,160,0,8.0
21103,4148,1770,3097,1110,307,127,744,533,1769,1502,523,2138,1388,2.58,3.01,121,71,56,45,135,5,1032,25,215,39,0,39,240,175,65,28,0,0,0,212,0,468,192,438,192,20,0,10,0,0,0,5,0,5,261,2262,360,7,2525,0,90,2049,96,0,27,104,7,0,241,457,0,54,42,23,29,81,0,10.0
21105,1254,507,984,348,36,18,234,141,803,759,447,562,690,2.33,3.07,11,20,39,0,114,0,437,23,3,42,0,42,26,14,12,0,11,0,0,15,0,37,16,28,7,0,0,9,9,0,0,0,0,0,68,606,135,0,547,6,0,616,57,0,0,27,12,0,101,190,0,3,0,16,0,0,0,0.0
21107,12856,5407,10032,3565,725,478,2099,1364,5545,4993,2076,5938,4847,2.53,3.05,168,31,42,20,84,17,4055,335,286,211,33,178,621,206,415,121,193,103,0,141,63,1322,738,869,557,199,102,192,79,62,0,16,24,15,440,5994,546,6,5211,13,0,4923,575,0,90,282,0,145,763,1046,22,122,357,9,17,208,36,72.0
21109,4038,1642,2869,1022,288,174,881,446,1690,1515,719,1794,1465,2.37,2.81,52,41,49,0,131,0,711,0,18,20,0,20,18,18,0,0,18,0,0,0,0,60,13,39,13,0,0,21,0,0,0,0,0,0,19,734,77,0,918,0,0,1181,17,0,0,0,0,78,29,83,0,0,0,0,0,0,0,52.0
21111,185069,83161,128131,49845,12310,6233,44628,27083,115492,98292,29683,92939,69064,2.38,3.04,5001,48,59,35,111,20,57714,14476,27451,5330,404,4926,41927,20736,21191,6918,13605,4105,166,16308,825,50919,23472,23609,13176,12782,4128,10429,4552,4099,1616,3217,1285,850,10514,74901,16434,1347,145661,1328,1820,103555,19830,376,1965,8193,615,3890,13841,13277,703,13883,3755,3616,742,3979,1515,1293.0
21113,13137,6418,10130,4628,760,400,2247,1390,4345,3433,986,7080,3321,2.6,2.99,139,25,50,22,110,7,3301,408,1104,415,35,380,1512,758,754,312,514,97,0,516,73,1858,865,965,457,488,154,164,45,241,209,184,124,37,764,6282,1177,127,7589,78,23,7166,1256,33,170,489,12,113,1247,1008,20,97,206,172,237,316,0,204.0
21115,6702,2772,4920,1936,429,194,1353,642,2449,2257,1006,3239,2497,2.51,2.94,43,17,63,32,119,28,1456,52,31,57,0,57,83,14,69,0,58,12,13,0,0,82,41,16,8,0,0,59,33,7,0,76,0,0,107,2223,546,9,1953,25,9,2574,220,0,8,63,0,7,217,505,0,43,45,10,0,68,0,143.0
21117,40238,19104,30260,13276,2561,1200,7417,4628,21674,17940,5434,20895,12771,2.52,3.15,702,35,62,44,115,18,11664,1442,2759,797,37,760,4201,2080,2121,741,1131,394,0,1628,307,6238,2483,3378,1688,1672,385,758,223,430,187,338,378,82,2513,16723,4204,212,54077,584,596,31313,6284,149,626,2092,155,371,3575,2907,140,603,708,432,32,1194,167,499.0
21119,4339,1622,3101,1016,298,129,940,477,1673,1594,686,1923,1567,2.65,3.21,81,40,53,8,101,30,992,0,84,85,0,85,84,57,27,57,21,0,0,6,0,164,103,70,25,73,57,21,21,0,0,0,0,0,79,2111,125,0,1050,0,0,1111,114,0,32,2,17,57,253,190,0,0,47,0,0,7,0,165.0
21121,8379,3562,5937,2165,590,254,1852,1143,4194,3734,1478,4073,3296,2.44,3.04,229,66,55,64,111,4,2353,59,205,64,0,64,264,205,59,0,59,145,45,15,0,552,247,226,126,226,62,9,0,91,59,0,0,0,207,1656,296,0,1893,55,11,3458,378,0,30,56,0,47,714,118,0,122,73,0,0,38,0,218.0
21123,3562,1414,2891,1035,218,140,453,239,1443,1296,555,1544,1353,2.78,3.34,37,29,56,36,122,10,1138,53,165,86,0,86,218,171,47,22,26,0,0,162,8,435,60,329,49,69,11,0,0,37,0,37,0,21,121,1360,454,34,1482,13,0,1613,171,0,78,104,0,0,241,239,0,17,0,36,33,47,0,9.0
21125,15849,6922,12116,4826,1075,623,2658,1473,5865,4912,1807,7902,5076,2.64,3.08,204,33,60,72,116,10,4331,115,358,227,16,211,473,223,250,86,159,0,0,201,27,833,219,461,204,301,15,71,0,0,0,0,0,52,604,7014,470,126,5439,18,48,7448,660,0,126,408,0,0,837,637,0,18,103,479,85,161,10,221.0
21127,3958,1583,3081,1102,127,56,750,425,1689,1444,628,1765,1522,2.77,3.38,0,0,45,25,86,19,1040,36,14,8,0,8,50,14,36,5,16,0,0,14,15,258,162,234,154,8,8,16,0,0,0,0,0,0,120,2007,176,12,1433,19,7,2755,143,0,6,80,0,4,402,365,0,0,24,0,0,26,0,66.0
21129,1929,731,1433,434,192,134,304,163,821,810,215,804,690,2.49,3.05,0,0,64,90,149,0,400,9,20,7,0,7,29,0,29,9,10,0,0,10,0,133,103,55,32,61,54,10,10,7,7,0,0,0,120,923,278,18,771,17,0,841,61,0,11,14,41,0,74,101,0,0,0,0,0,0,0,31.0
21131,2951,1135,2381,895,108,40,462,200,1499,1328,528,1286,1142,2.56,3.26,30,25,30,0,63,15,433,31,0,5,0,5,31,0,31,2,29,0,0,0,0,25,14,17,12,2,2,6,0,0,0,0,0,0,120,2017,180,0,450,0,0,793,23,0,0,27,0,0,119,161,0,0,25,0,0,30,0,56.0
21133,6686,2277,5061,1676,379,49,1246,552,2900,2599,1126,2829,2548,2.53,3.08,101,41,46,9,103,13,1198,90,11,68,0,68,101,38,63,41,26,0,0,34,0,228,46,177,31,47,11,4,4,0,0,16,0,53,269,2354,49,20,1473,0,9,1852,212,15,0,84,0,0,559,267,10,0,204,0,0,18,0,162.0
21135,3717,1434,2940,1031,205,155,572,248,1313,1194,549,1569,1498,2.74,3.25,51,39,72,96,125,26,890,10,25,0,0,0,35,0,35,0,35,0,0,0,0,423,39,28,22,360,17,35,0,0,0,0,8,81,185,2031,247,0,1379,0,0,1707,161,0,24,109,0,9,190,432,0,0,34,0,0,93,0,39.0
21137,6764,3077,5176,2170,436,219,1152,688,3219,2818,1183,3541,2623,2.47,3.02,69,28,50,103,95,0,2039,15,5,147,39,108,20,0,20,0,0,0,0,15,5,285,95,107,31,165,64,13,0,0,0,0,0,0,250,1799,247,40,1734,0,0,2286,73,0,10,138,36,26,317,274,0,0,79,0,0,5,0,13.0
21139,2624,760,2104,563,161,55,359,142,981,851,422,951,1145,2.62,3.12,74,72,61,0,159,13,812,25,44,23,0,23,69,23,46,26,36,0,0,7,0,181,93,137,91,19,2,25,0,0,0,0,0,17,390,1033,270,15,837,0,0,1161,115,2,57,80,2,4,162,160,0,0,72,7,0,25,59,5.0
21141,7521,3113,5729,2098,594,285,1198,730,3176,2792,1158,3610,2922,2.39,2.88,127,49,61,89,109,16,2172,29,889,161,0,161,918,847,71,31,17,0,0,856,14,1381,957,1132,911,208,29,25,17,16,0,45,0,16,102,2987,635,27,2818,0,0,3054,146,0,106,291,0,24,517,638,0,13,128,21,10,90,53,9.0
21143,2335,739,1869,508,61,19,405,212,937,854,449,758,1210,2.02,2.39,2,3,46,0,131,0,1083,8,9,42,4,38,17,6,11,0,0,0,0,11,6,204,23,92,23,106,0,0,0,6,0,0,8,4,44,926,105,7,1040,19,0,1283,147,0,44,60,8,0,233,230,0,24,56,19,4,96,0,15.0
21145,18188,7622,14065,5082,1024,618,3099,1922,9353,8298,3602,8619,7660,2.32,2.87,218,33,68,23,156,10,6158,607,566,416,67,349,1173,310,863,255,342,9,17,528,22,1742,566,1104,397,435,89,138,42,65,38,161,88,37,908,7470,1966,207,10815,71,124,9599,1708,39,221,972,0,99,1504,1626,46,116,248,98,15,573,32,51.0
21147,4599,1750,3390,1189,235,108,974,453,1752,1512,589,2137,1627,2.6,3.06,10,5,59,78,105,14,1218,46,102,59,9,50,148,19,129,0,0,22,19,107,0,302,96,195,47,58,28,9,0,40,21,31,0,0,273,1364,234,0,1524,0,0,2291,217,0,81,72,14,10,484,231,0,48,99,0,0,9,30,62.0
21149,2687,1170,2058,758,129,61,500,351,1049,939,384,1301,957,2.51,2.97,99,100,81,18,174,25,808,14,13,38,14,24,27,11,16,27,0,0,0,0,0,90,22,73,22,17,0,0,0,0,0,5,0,0,134,756,197,13,1103,0,8,872,36,0,4,50,0,5,83,52,0,0,72,11,0,34,0,8.0
