GEO.id2,HC01_VC04,HC01_VC05,HC01_VC06,HC01_VC07,HC01_VC08,HC01_VC09,HC01_VC10,HC01_VC11,HC01_VC12,HC01_VC13,HC01_VC14,HC01_VC17,HC01_VC18,HC01_VC21,HC01_VC22,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC101,HC01_VC141,HC01_VC142,HC01_VC149,HC01_VC150,HC01_VC151,HC01_VC154,HC01_VC155,HC01_VC156,HC01_VC161,HC01_VC162,HC01_VC163,HC01_VC164,HC01_VC165,HC01_VC166,HC01_VC172,HC01_VC173,HC01_VC174,HC01_VC175,HC01_VC176,HC01_VC177,HC01_VC178,HC01_VC179,HC01_VC180,HC01_VC181,HC01_VC187,HC01_VC188,HC01_VC189,HC01_VC190,HC01_VC191,HC01_VC192,HC01_VC193,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC197,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209,HC01_VC210,HC01_VC211,HC01_VC212,TotalDrugReports
21029,20986,9073,16067,6099,1472,808,3447,2166,6888,5720,2342,10446,6586,2.69,3.09,301,34,47,11,91,24,5928,470,226,353,0,353,696,21,675,137,306,0,0,253,0,1231,326,627,173,196,13,360,140,48,0,85,70,71,547,6829,1043,217,12860,156,85,10903,1831,20,135,848,0,66,807,921,0,15,163,198,59,258,16,140.0
21031,3684,1536,2852,1024,291,132,541,380,1440,1284,514,1683,1509,2.45,2.89,30,27,78,16,157,20,802,15,202,51,0,51,217,19,198,30,5,0,0,182,0,347,156,271,134,61,22,6,0,9,0,0,0,5,216,952,163,0,889,0,0,1383,135,0,10,28,13,0,151,185,0,4,50,14,0,50,5,5.0
21033,3516,1288,2559,758,163,64,794,466,1716,1577,684,1456,1703,2.44,3.01,113,78,71,124,139,0,1002,39,19,42,0,42,58,0,58,0,39,0,0,19,0,103,88,80,65,0,0,23,23,0,0,19,16,0,164,1339,337,0,1582,0,13,2026,250,0,65,113,0,0,353,218,0,54,33,0,0,91,0,17.0
21035,8773,3543,7139,2696,555,333,1079,514,6164,4813,1717,3921,3992,2.28,2.88,49,8,27,0,53,3,2710,437,1121,115,0,115,1558,391,1167,312,674,78,9,439,46,1961,982,858,467,337,139,740,376,26,0,53,28,19,505,4426,482,37,5350,147,47,5369,841,60,149,629,32,103,659,965,36,271,192,57,51,175,34,16.0
21037,22673,9726,16772,6572,1540,683,4361,2471,12530,10612,3628,10708,8429,2.49,3.13,418,33,56,9,105,21,6145,732,1143,423,6,417,1875,311,1564,318,793,294,17,382,71,3341,807,1404,335,1091,119,284,113,562,240,405,128,97,1189,9126,2181,118,35818,275,346,16345,4099,58,227,990,198,184,1023,1660,163,279,282,299,116,612,0,633.0
21039,1534,585,1168,407,119,46,247,132,500,458,264,641,649,2.46,2.82,33,77,91,50,190,23,398,16,12,7,0,7,28,0,28,16,0,0,0,12,0,58,12,49,12,9,0,0,0,0,0,0,0,0,60,568,92,0,487,0,0,505,38,0,3,10,3,6,37,131,0,5,11,0,0,0,0,0.0
21041,2863,1329,1920,673,430,281,513,375,1406,1177,403,1480,1093,2.46,2.89,65,53,70,53,70,75,777,89,411,19,0,19,500,0,500,17,53,2,0,428,0,773,459,633,413,123,44,15,0,2,2,0,5,20,118,1329,73,0,1438,0,2,1091,51,0,84,5,0,0,148,282,25,19,8,11,0,6,2,105.0
21043,7151,2519,5792,1883,350,159,1009,477,3168,2675,1297,2994,3078,2.59,3.11,52,18,39,31,75,11,1647,50,58,58,0,58,108,38,70,31,56,4,0,9,8,163,89,83,27,45,40,7,7,28,15,32,23,39,586,2896,404,10,3549,7,0,4532,129,0,67,100,0,29,403,760,27,2,8,10,0,139,0,98.0
21045,4214,1653,3396,1211,272,177,546,265,1836,1655,820,1883,1889,2.59,3.14,50,32,53,28,128,0,1211,23,173,60,0,60,196,0,196,34,13,0,0,149,0,527,280,227,114,281,147,19,19,0,0,0,8,0,103,1348,211,9,1066,0,32,1098,67,0,10,87,42,3,203,223,0,0,28,20,0,55,4,28.0
21047,18397,9948,13640,7127,985,379,3772,2442,7502,6667,2230,10861,5477,2.65,3.21,426,62,89,56,133,39,6986,843,1548,1552,96,1456,2391,227,2164,280,810,89,75,1077,60,4429,1942,2347,924,1275,572,659,358,148,88,70,206,75,973,6152,1123,209,7305,145,104,6726,1807,47,266,985,150,136,476,1297,74,3731,203,142,0,220,275,47.0
21049,10269,4159,7816,2820,608,169,1845,1170,4229,3475,1461,4794,3818,2.43,2.85,146,39,43,20,87,13,2662,215,184,280,0,280,399,0,399,69,164,0,0,166,0,753,250,441,180,187,18,108,52,17,0,90,67,29,296,3951,436,106,4153,75,52,4135,709,0,164,168,0,37,673,1091,0,33,69,5,55,199,0,128.0
21051,4939,1814,3460,1153,351,132,1128,529,2378,2187,821,2136,2048,2.71,3.36,145,56,37,17,90,0,843,0,143,24,0,24,143,0,143,0,22,18,0,103,0,393,135,317,126,34,9,11,0,31,0,13,0,0,236,1377,112,0,1322,94,0,1994,104,7,8,47,40,14,230,244,7,129,129,5,3,61,0,115.0
21053,2585,1042,1823,576,312,189,450,277,1375,1321,705,1297,1240,2.54,3.3,33,29,40,23,76,18,752,8,124,15,0,15,132,64,68,64,8,20,0,40,0,144,47,111,39,25,0,8,8,0,0,0,0,0,61,3650,31,0,569,0,8,708,48,10,16,7,0,8,64,39,0,23,65,1,0,158,0,11.0
21055,2451,918,2091,770,156,39,204,109,1343,1244,588,1068,1281,2.41,3.08,14,21,59,0,129,22,848,10,43,41,0,41,53,0,53,35,2,0,0,16,0,665,326,75,25,566,301,24,0,0,0,0,4,10,105,1031,63,8,806,17,0,1234,100,38,5,71,16,0,87,154,0,0,13,28,0,32,0,12.0
21057,1708,553,1265,331,130,22,313,200,896,818,367,673,909,2.59,3.18,6,7,23,0,71,0,470,5,26,25,0,25,31,8,23,10,0,0,15,6,0,104,35,48,35,56,0,0,0,0,0,0,0,0,54,2139,95,0,564,0,0,683,28,0,11,74,0,0,49,104,0,60,39,0,0,5,0,8.0
21059,25866,10790,19714,7016,1659,888,4493,2886,11811,10227,4354,12076,10140,2.51,3.04,534,48,52,50,105,5,7461,923,933,490,5,485,1856,243,1613,368,527,40,7,888,26,3101,1147,1925,668,759,330,302,144,115,5,20,56,11,983,9965,1694,195,13544,219,20,11713,1177,11,246,581,70,126,1110,1525,17,399,276,273,23,323,66,56.0
21061,3429,1330,2903,1086,131,46,395,198,1337,1198,513,1450,1477,2.47,2.94,16,16,34,13,86,0,943,71,128,14,0,14,199,7,192,133,24,0,0,0,42,314,115,166,31,130,75,3,3,15,6,0,0,0,177,1030,177,33,889,0,13,1400,196,0,46,78,0,0,127,328,0,9,59,10,0,32,0,14.0
21063,1773,676,1258,427,167,66,348,183,845,696,337,835,881,2.59,3.17,49,67,78,102,105,53,464,0,19,0,0,0,19,6,13,0,6,0,0,13,0,159,107,153,107,0,0,6,0,0,0,0,0,0,41,768,140,19,597,0,0,839,30,0,6,6,0,0,107,57,0,0,0,0,10,0,0,4.0
21065,3968,1644,2827,919,206,64,935,661,1861,1652,713,1899,1671,2.48,3.0,29,20,40,96,64,11,938,29,0,0,0,0,29,0,29,19,10,0,0,0,0,118,12,36,2,29,0,31,10,22,0,0,0,0,14,1451,104,5,1399,10,6,1721,142,18,20,6,0,40,131,507,6,0,24,11,0,29,0,8.0
21067,71828,33275,50877,20989,5172,2550,15779,9736,51314,39782,10239,36304,23632,2.34,2.95,1238,26,52,29,82,20,17908,6977,19771,2373,111,2262,26748,3220,23528,2821,9757,1822,90,11611,647,33447,15142,17565,8833,6765,2084,6841,3366,2276,859,1974,717,571,3737,35455,5871,1282,42010,741,744,38196,9223,326,1838,3806,451,1375,6080,8170,213,2587,1931,745,652,2562,727,898.0
21069,3913,1589,3018,1121,273,140,622,328,1626,1469,598,1854,1563,2.6,3.12,69,46,58,33,149,0,951,22,5,0,0,0,27,0,27,0,0,0,0,27,0,381,87,102,75,277,12,2,0,0,0,0,0,149,110,1492,137,0,1326,0,106,2224,409,0,0,0,0,0,89,198,0,0,168,80,0,27,0,16.0
21071,10638,3832,7786,2601,783,297,2069,934,4784,4169,1435,4735,3941,2.49,3.03,148,36,48,13,98,15,2070,23,166,25,0,25,189,23,166,42,22,0,0,125,0,332,117,151,65,125,26,35,18,21,8,0,19,15,476,3811,418,42,2485,18,82,3481,354,0,49,76,0,5,534,529,0,1,23,20,0,177,0,83.0
21073,12760,5569,8848,3232,1115,688,2797,1649,8298,7052,2230,6199,5274,2.25,2.84,360,53,65,13,151,9,4043,367,1263,201,2,199,1630,158,1472,150,547,88,15,792,38,2318,1013,1481,792,364,33,353,166,120,22,27,61,58,489,6236,918,126,5845,9,100,6983,997,0,67,350,44,110,926,928,26,250,126,83,21,213,100,181.0
21075,1781,750,1289,454,127,77,365,219,963,922,323,861,834,2.3,2.93,34,50,29,27,71,0,494,0,45,21,0,21,45,0,45,33,7,5,0,0,0,186,23,86,18,88,2,12,3,0,0,14,0,0,48,495,111,5,496,0,0,792,71,26,28,76,0,0,45,59,0,112,9,9,0,20,16,3.0
21077,2052,807,1458,529,228,123,366,155,943,767,256,1057,723,2.81,3.39,75,77,78,9,212,0,721,351,57,22,0,22,408,23,385,11,51,9,0,337,0,424,293,369,293,46,0,0,0,9,0,9,0,0,57,513,134,0,1949,0,0,1269,231,1,0,56,32,0,44,226,3,0,11,0,0,4,1,33.0
21079,4791,1846,3884,1375,210,91,697,380,1511,1400,615,2104,1688,2.66,3.05,98,56,51,33,115,11,1238,50,236,60,5,55,286,19,267,6,77,0,0,196,7,401,203,265,130,118,73,18,0,0,0,0,81,0,283,1900,163,0,1801,11,70,2561,284,0,42,31,24,0,324,342,0,0,87,0,0,116,0,11.0
21081,6427,3036,5002,2223,386,258,1039,555,1907,1558,557,3489,1939,2.92,3.33,145,57,70,63,149,12,1732,121,215,168,0,168,336,2,334,70,11,0,25,211,19,669,325,471,265,129,16,64,44,5,0,0,10,10,291,2326,415,58,6192,23,10,3625,391,0,17,108,12,9,492,409,41,0,58,45,0,74,0,40.0
21083,10029,4188,8111,3052,519,327,1399,809,4390,4156,1898,4675,4318,2.54,3.1,127,34,48,37,89,20,2616,394,1127,249,36,213,1521,93,1428,38,127,120,8,1198,30,2382,1143,1808,888,407,214,50,27,117,14,107,37,0,363,3664,434,0,3247,79,0,4123,355,0,70,91,0,11,375,579,0,1,127,22,27,195,52,39.0
21085,6803,2631,5618,2046,356,165,829,420,3094,2728,1248,3014,2906,2.57,3.15,43,16,35,29,68,7,1881,31,80,67,0,67,111,5,106,14,29,0,0,67,1,331,182,250,130,38,9,43,43,0,0,7,5,0,131,2309,374,48,2672,18,10,3084,365,8,25,14,6,66,314,269,8,0,84,20,14,55,0,24.0
21087,3221,1248,2528,903,136,63,557,282,1274,1193,631,1363,1478,2.47,2.96,31,30,33,21,55,19,741,107,21,23,0,23,128,0,128,60,30,13,0,14,11,183,38,54,32,110,6,15,0,4,0,0,0,17,68,1176,195,39,902,0,7,1171,150,0,16,81,0,0,177,66,0,33,44,25,16,27,0,15.0
21089,10204,3917,7824,2770,723,325,1657,822,4261,3926,1643,4712,4452,2.51,3.05,116,33,47,46,88,19,2765,163,142,78,0,78,305,10,295,77,104,49,0,71,4,503,131,236,68,134,27,92,18,41,18,100,26,22,662,4897,524,26,5648,22,19,6235,579,16,37,392,3,37,670,865,3,44,129,39,3,416,42,91.0
21091,2610,1126,1999,781,149,82,462,263,751,688,235,1248,864,2.53,2.89,53,66,50,94,106,0,858,12,65,25,0,25,77,0,77,10,0,0,0,52,15,149,60,96,39,35,21,0,0,18,0,0,4,0,210,840,197,4,1788,0,0,1371,106,0,45,28,3,25,149,153,0,0,17,9,40,6,7,0.0
21093,28277,13558,21112,8901,1815,1126,5350,3531,11124,9595,3002,14943,8233,2.6,3.08,477,39,60,23,120,19,14266,2824,1976,3799,126,3673,4800,271,4529,1480,2144,7,50,1027,92,7480,1966,2950,706,2520,485,1702,741,308,34,436,277,199,1491,9986,2362,239,17769,202,119,13092,2970,62,434,1496,24,196,851,1939,114,982,332,255,26,654,307,70.0
21095,8039,3225,5510,2200,819,241,1710,784,3304,2971,1362,3901,3179,2.51,3.03,52,16,31,0,65,11,2176,48,80,62,0,62,128,0,128,16,68,0,0,41,3,367,133,228,100,119,31,18,0,2,2,6,0,0,165,1544,84,0,1236,0,29,1869,262,2,14,34,10,18,187,377,1,61,22,17,0,50,11,228.0
21097,4643,1920,3505,1210,295,175,843,535,2536,2136,830,2243,2016,2.56,3.23,56,26,28,90,34,8,1562,155,192,53,0,53,347,31,316,51,60,31,0,178,27,618,203,371,189,228,5,0,0,19,9,178,42,40,244,2058,199,10,3224,0,34,2797,368,0,52,138,0,76,382,302,0,31,9,14,0,50,0,97.0
21099,5011,2035,3807,1344,310,164,894,527,2104,1848,803,2340,1991,2.54,3.05,148,76,98,36,213,29,1202,50,81,81,0,81,131,29,102,44,25,16,0,46,0,1208,316,148,43,975,247,28,13,57,13,32,0,8,232,1808,135,8,1826,16,0,2060,229,0,69,91,20,0,203,564,0,44,33,225,0,30,0,4.0
21101,12498,5019,9352,3346,744,316,2402,1357,6289,5642,2214,5922,4937,2.4,2.97,325,62,61,29,127,11,3102,220,384,182,0,182,604,16,588,84,181,4,0,310,25,1346,418,912,404,339,9,91,5,4,0,31,0,88,631,4076,768,123,7800,183,0,5027,400,0,194,125,7,40,711,887,0,510,53,10,0,312,29,16.0
21103,4351,1670,3306,1146,324,120,721,404,1657,1351,647,2147,1653,2.55,2.94,109,72,63,6,161,10,969,95,141,46,0,46,236,1,235,37,28,1,0,162,8,482,136,398,124,75,12,9,0,0,0,58,0,0,269,1890,221,7,2341,20,82,1894,147,2,46,163,62,2,168,259,24,1,64,19,27,78,0,19.0
21105,1196,437,901,309,44,27,251,101,787,694,415,472,716,2.34,3.11,46,97,73,231,48,25,372,75,2,37,0,37,77,0,77,0,47,0,0,30,0,64,1,63,0,1,1,0,0,0,0,0,4,0,38,235,95,22,391,0,0,562,45,0,4,17,23,0,150,13,0,4,0,0,0,0,0,4.0
21107,12646,5236,9427,3395,782,451,2437,1390,5849,5358,2318,6010,5243,2.48,3.03,170,34,46,34,82,20,3500,298,267,182,0,182,565,11,554,100,209,91,0,140,25,1168,522,687,355,250,88,132,52,99,27,0,2,42,490,6011,601,20,4622,4,0,5795,452,0,56,212,12,51,704,785,2,256,40,27,0,208,13,95.0
21109,3985,1476,2813,885,314,164,858,427,1727,1530,469,1806,1391,2.33,2.8,40,26,38,0,101,0,739,49,0,14,0,14,49,0,49,0,0,0,0,47,2,86,0,75,0,5,0,6,0,0,0,0,0,0,23,1037,63,11,548,0,0,1207,81,0,8,8,0,65,66,49,0,0,29,0,0,31,0,14.0
21111,187930,82201,127195,48055,14020,6760,46715,27386,117902,99201,31541,92759,73889,2.39,3.04,4308,41,54,25,94,24,54711,17790,30593,5060,230,4830,48383,4694,43689,6802,15934,5856,195,18917,679,58200,26224,26971,13661,13771,4803,10690,4902,6768,2858,4825,1184,771,9437,71206,15678,1374,134144,1502,1592,98143,18101,377,2525,7258,753,3369,9207,12852,496,22442,2907,3099,766,4335,1891,1890.0
21113,13441,6390,10351,4606,792,499,2298,1285,4571,3526,1172,7112,3939,2.63,3.01,195,34,62,14,117,28,3237,732,806,386,62,324,1538,96,1442,485,417,73,14,537,12,1883,500,803,230,720,147,275,96,85,27,131,107,132,765,5802,979,133,7032,179,140,5794,1003,122,241,563,0,121,553,1226,16,211,491,78,418,271,65,157.0
21115,6635,2559,5092,1746,449,204,1094,609,2519,2272,793,2966,2367,2.5,2.92,87,34,47,54,83,19,1374,25,86,115,0,115,111,3,108,10,83,15,0,3,0,234,11,131,8,38,3,65,0,0,0,80,0,0,106,2292,213,30,1499,0,0,2011,216,0,0,37,17,10,311,277,0,5,47,0,0,24,3,88.0
21117,40067,18557,28557,11881,2999,1626,8511,5050,21733,18048,5593,20660,13138,2.56,3.18,1028,48,64,59,114,16,11814,1396,2618,834,5,829,4014,187,3827,668,1182,553,31,1357,223,6198,2337,3330,1482,1515,288,771,413,582,154,465,393,109,2225,18148,4082,316,56313,361,604,30224,7339,139,582,2032,105,290,2102,3252,265,872,559,447,73,1492,172,704.0
21119,4067,1393,3035,958,333,109,699,326,1825,1593,638,1760,1557,2.63,3.23,117,56,58,49,132,3,755,4,7,82,0,82,11,0,11,4,5,0,0,0,2,205,25,112,9,88,11,5,5,0,0,0,0,0,100,1672,159,0,942,0,0,1466,127,0,36,54,6,0,312,94,0,0,89,59,0,12,0,63.0
21121,8237,3101,5905,1946,609,245,1723,910,4113,3726,1533,3529,3524,2.53,3.17,177,49,61,101,110,9,1564,278,52,22,0,22,330,4,326,41,1,0,32,219,37,432,144,344,143,37,1,33,0,18,0,5,0,0,777,2286,791,0,2733,9,23,4397,395,0,0,69,57,25,482,253,0,0,140,23,0,68,0,143.0
21123,3866,1460,2908,923,253,147,705,390,1355,1194,551,1675,1473,2.66,3.09,137,91,60,47,128,6,1170,37,125,127,0,127,162,17,145,68,0,8,0,86,0,398,133,309,105,89,28,0,0,0,0,0,19,65,69,1262,314,0,1308,0,8,1562,249,0,57,20,17,8,67,225,5,0,0,0,8,10,0,0.0
21125,16887,7001,12600,4759,1186,571,3101,1671,6044,5074,1890,8138,5547,2.55,2.96,252,42,63,45,131,10,4121,260,433,253,0,253,693,41,652,98,210,0,0,302,83,969,392,544,315,259,16,162,61,4,0,10,16,17,427,6801,829,156,5774,25,47,7686,705,0,149,324,14,19,590,599,8,0,93,558,120,270,6,235.0
21127,4136,1547,3249,1156,177,57,710,334,1687,1511,666,1736,1617,2.7,3.24,8,5,28,0,56,11,790,44,46,33,13,20,90,12,78,18,34,0,0,4,34,202,75,81,13,34,10,87,52,0,0,0,0,6,103,1766,127,12,1219,5,17,2733,195,0,31,148,76,0,286,222,4,0,72,0,0,39,0,36.0
21129,1910,700,1367,481,154,8,389,211,1041,914,314,813,885,2.28,2.85,9,13,35,0,83,6,397,16,48,0,0,0,64,0,64,8,15,0,0,34,7,73,60,40,27,26,26,7,7,0,0,0,0,0,77,811,168,18,666,12,0,443,79,0,0,7,0,0,85,99,0,0,4,3,0,1,4,49.0
21131,2992,1199,2280,876,153,54,559,269,1214,1063,467,1389,1112,2.62,3.17,0,0,31,0,85,0,465,17,9,0,0,0,26,0,26,3,14,0,0,9,0,32,17,26,17,6,0,0,0,0,0,6,0,0,88,2090,62,0,386,0,0,708,35,0,0,10,0,0,81,280,0,0,0,0,0,25,0,40.0
21133,6467,2091,4987,1515,334,132,1146,444,2899,2573,1078,2716,2661,2.56,3.13,98,41,47,24,94,15,1277,41,44,42,0,42,85,1,84,20,18,0,0,47,0,212,60,165,44,25,13,22,3,0,0,14,10,21,155,1748,73,10,1156,0,43,1763,59,0,10,84,0,0,457,229,17,0,7,0,0,34,0,43.0
21135,3630,1343,2757,855,245,109,628,379,1373,1129,514,1566,1490,2.74,3.18,13,9,22,10,49,3,880,9,1,18,0,18,10,0,10,0,0,0,0,10,0,254,68,153,60,92,8,9,0,0,0,0,0,0,185,1409,34,6,1361,0,0,1336,141,0,55,193,0,122,91,165,0,0,26,0,0,56,0,38.0
21137,6896,2928,5048,1912,607,308,1241,708,2796,2477,1133,3382,2798,2.52,2.98,92,35,46,0,119,8,1636,52,20,106,0,106,72,0,72,11,16,0,0,36,9,220,61,82,18,138,43,0,0,0,0,0,0,0,204,1403,274,11,1477,0,0,1806,147,15,108,106,20,33,131,267,0,3,168,80,0,22,18,26.0
21139,2665,769,2178,511,160,81,327,177,904,842,448,876,1230,2.62,3.08,96,113,74,0,199,4,563,42,34,18,0,18,76,0,76,13,34,0,0,29,0,173,61,136,53,16,0,21,8,0,0,0,0,14,120,1028,159,2,909,0,11,1142,171,2,72,78,15,0,262,176,0,0,78,7,0,41,13,12.0
21141,7455,2945,5474,1901,685,305,1296,739,3457,3115,1310,3394,3125,2.43,2.95,89,31,50,32,102,14,1880,138,264,164,0,164,402,0,402,78,5,84,0,233,2,976,457,396,217,414,150,18,0,148,90,0,0,14,295,4024,255,98,3083,10,0,3482,109,0,93,82,7,16,350,489,0,245,139,38,0,107,49,18.0
21143,1903,489,1568,323,64,11,271,155,1391,1222,437,542,1206,2.12,2.82,14,19,22,0,61,0,913,0,48,23,0,23,48,4,44,27,9,0,0,12,0,214,36,69,2,90,8,50,26,5,0,11,0,4,82,972,179,12,1014,0,14,1302,190,17,32,127,0,13,190,160,7,27,47,28,0,86,0,20.0
21145,17563,6960,13108,4419,1030,505,3425,2036,9474,8394,3262,8027,7806,2.38,2.98,212,28,46,12,100,10,5642,594,749,392,0,392,1343,21,1322,186,486,34,0,617,20,1951,579,1057,362,527,82,330,135,37,0,96,111,54,787,7954,1416,64,9135,58,141,7396,1041,42,194,597,17,64,1402,1298,10,110,255,103,12,308,51,76.0
21147,4535,1636,3296,1232,552,140,687,264,1777,1654,545,1992,1638,2.57,3.05,13,8,29,37,62,0,1076,31,121,91,19,72,152,6,146,0,17,3,28,75,29,523,157,343,77,87,22,36,17,57,41,0,11,0,236,1389,196,0,1302,0,0,2146,453,0,47,33,10,6,184,335,6,87,41,0,0,41,44,74.0
21149,2651,1113,2091,715,173,137,387,261,1119,999,444,1227,1127,2.5,3.01,83,78,66,0,151,22,759,48,32,44,0,44,80,0,80,25,25,0,0,16,14,185,48,162,33,8,0,15,15,0,0,0,0,20,68,831,115,10,1028,0,7,999,61,0,24,27,0,3,95,102,0,0,79,0,0,20,0,1.0
