GEO.id2,HC01_VC04,HC01_VC05,HC01_VC06,HC01_VC07,HC01_VC08,HC01_VC09,HC01_VC10,HC01_VC11,HC01_VC12,HC01_VC13,HC01_VC14,HC01_VC17,HC01_VC18,HC01_VC21,HC01_VC22,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC101,HC01_VC141,HC01_VC142,HC01_VC149,HC01_VC150,HC01_VC151,HC01_VC154,HC01_VC155,HC01_VC156,HC01_VC161,HC01_VC162,HC01_VC163,HC01_VC164,HC01_VC165,HC01_VC166,HC01_VC172,HC01_VC173,HC01_VC174,HC01_VC175,HC01_VC176,HC01_VC177,HC01_VC178,HC01_VC179,HC01_VC180,HC01_VC181,HC01_VC187,HC01_VC188,HC01_VC189,HC01_VC190,HC01_VC191,HC01_VC192,HC01_VC193,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC197,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209,HC01_VC210,HC01_VC211,HC01_VC212
21021,7441,2941,5532,1798,468,244,1441,899,3540,3092,1191,3259,3312,2.43,2.96,94,27,50,9,109,17,1956,259,374,138,0,138,633,56,577,32,194,6,0,392,9,996,420,657,334,135,9,128,51,76,26,23,36,58,381,3318,659,29,4008,44,74,4310,573,13,136,249,20,13,649,682,21,146,205,125,0,316,9
21023,2208,905,1753,671,120,52,335,182,1095,931,476,1130,956,2.55,3.16,42,50,54,0,118,19,555,3,89,7,0,7,92,18,74,3,0,0,0,89,0,130,57,123,53,7,4,0,0,0,0,18,42,0,179,884,80,5,1992,0,82,992,150,0,0,105,0,5,55,129,0,0,3,3,0,19,0
21025,3647,1361,2468,882,307,87,872,392,1787,1625,642,1705,1467,2.44,2.98,84,53,48,50,82,22,584,25,42,22,0,22,67,7,60,11,27,0,0,29,0,202,69,142,56,40,8,8,5,12,0,0,7,0,69,1340,42,11,712,0,5,1003,75,0,10,4,0,5,152,162,0,23,4,6,0,24,0
21027,5217,1760,4174,1303,335,181,708,276,2108,1799,789,2094,2320,2.7,3.22,69,35,62,12,115,38,1638,42,29,91,0,91,71,0,71,14,26,0,0,31,0,503,163,195,88,299,75,9,0,0,0,0,0,4,399,2953,469,62,3165,10,24,2944,296,0,17,132,9,54,176,325,153,6,44,157,0,21,0
21029,21160,8835,15962,5802,1504,821,3694,2212,7122,5730,2321,10091,6853,2.68,3.07,331,37,46,14,94,19,5801,550,199,378,23,355,749,29,720,157,309,12,0,259,12,1104,280,525,141,244,21,306,118,29,0,87,67,88,628,6802,1210,185,12522,66,98,10938,1961,19,162,738,0,100,661,920,3,14,303,190,220,250,0
21031,3447,1464,2578,910,259,122,610,432,1660,1528,596,1604,1487,2.47,3.01,59,44,77,12,153,22,781,22,197,34,0,34,219,17,202,21,0,0,0,198,0,522,264,326,149,172,115,18,0,6,0,0,0,5,149,1186,214,0,1181,0,0,1647,50,0,19,31,9,0,152,141,0,3,55,23,0,41,9
21033,3604,1245,2590,749,231,74,783,422,1716,1541,725,1522,1754,2.39,2.91,87,59,76,183,134,0,1004,17,11,44,0,44,28,0,28,0,17,0,0,11,0,72,57,72,57,0,0,0,0,0,0,21,12,0,135,1257,299,0,1643,0,14,1772,253,0,61,93,0,0,362,176,0,25,34,30,0,71,0
21035,8715,3444,6947,2528,550,360,1218,556,6139,4989,1754,3898,4085,2.32,2.95,126,19,38,0,70,8,2625,476,1374,115,0,115,1850,643,1207,343,916,77,7,447,60,1999,1154,789,431,344,156,698,451,168,116,265,34,17,539,4276,598,31,5407,141,13,5468,859,18,181,468,41,113,692,1049,9,292,184,57,61,229,37
21037,22573,9466,16714,6487,1556,644,4303,2335,12905,10605,3513,10582,8498,2.49,3.11,309,24,51,5,99,15,5905,749,1334,418,9,409,2083,457,1626,290,886,391,6,433,77,3678,1052,1556,518,1119,97,284,84,719,353,463,161,143,1082,9588,1949,132,36034,329,326,16108,3881,86,257,1089,191,123,1074,1580,204,387,256,269,136,443,2
21039,1474,565,1130,381,123,40,221,144,601,562,305,647,679,2.4,2.85,4,9,48,43,108,2,377,22,19,8,0,8,41,0,41,20,4,0,0,13,4,34,13,32,13,2,0,0,0,0,0,0,0,2,56,554,66,0,375,0,0,516,20,0,3,19,5,5,40,115,0,7,9,0,0,0,0
21041,2745,1291,1836,699,433,267,476,325,1363,1180,376,1437,1066,2.55,3.05,69,56,59,44,109,21,745,75,406,6,0,6,481,0,481,14,67,1,0,386,13,753,401,586,341,157,59,9,0,1,1,0,0,0,154,996,63,0,1282,0,3,978,48,0,89,8,0,0,185,248,27,18,0,13,0,14,2
21043,7330,2552,5870,1928,383,137,1077,487,3195,2745,1352,3085,3146,2.54,3.06,59,20,47,24,83,23,1671,61,59,46,0,46,120,41,79,38,58,2,0,16,6,177,95,86,26,49,46,7,7,35,16,42,25,33,471,2909,258,16,3705,8,46,4759,220,0,101,100,0,27,426,837,41,26,9,10,0,73,0
21045,4213,1622,3492,1255,268,130,453,237,1973,1798,861,1857,2026,2.53,3.12,75,50,70,23,168,6,1168,34,163,38,0,38,197,0,197,24,13,14,0,146,0,563,276,265,125,272,125,26,26,0,0,35,76,0,58,1136,72,0,780,0,51,963,86,0,0,86,0,4,172,89,0,18,52,127,0,21,0
21047,18147,9713,13221,6852,1076,506,3850,2355,7587,6603,2432,10716,5673,2.67,3.23,516,70,95,56,141,45,6663,834,1489,1461,127,1334,2323,372,1951,238,828,80,71,1038,68,4413,1740,2362,903,1339,536,634,300,78,1,81,166,75,837,6171,963,199,7128,134,117,6775,1613,44,293,1107,89,134,653,1363,65,4927,286,259,0,273,333
21049,9874,3790,7487,2515,730,267,1657,1008,4494,3648,1512,4548,3986,2.45,2.92,126,32,46,21,106,7,2761,215,291,300,0,300,506,6,500,75,158,0,0,273,0,778,395,527,336,164,28,71,31,16,0,105,51,11,300,4187,519,96,4018,78,62,3975,516,0,116,104,0,12,654,936,0,51,73,14,25,90,0
21051,5280,1962,3709,1342,419,113,1152,507,2372,2169,815,2329,2083,2.56,3.1,160,71,64,39,140,8,881,24,160,33,0,33,184,17,167,0,11,40,0,133,0,433,149,370,135,9,5,11,0,43,9,13,0,0,253,1522,93,0,1437,21,0,2236,91,6,19,51,2,12,249,251,6,140,101,11,2,122,0
21053,2562,1002,1863,586,320,183,379,233,1316,1260,602,1198,1227,2.59,3.32,52,46,46,43,99,11,672,13,109,14,0,14,122,68,54,68,20,0,0,34,0,165,46,130,26,15,0,20,20,0,0,0,0,0,42,3584,27,0,561,0,8,761,70,12,0,18,0,7,62,61,0,2,56,0,0,104,0
21055,2482,897,2121,762,101,18,260,117,1330,1206,571,1082,1293,2.38,3.0,17,23,59,20,118,24,771,17,35,21,0,21,52,0,52,41,3,0,0,8,0,423,183,62,19,345,164,16,0,0,0,0,3,0,102,813,73,8,1042,20,0,1268,157,36,7,48,16,0,108,111,0,0,11,4,0,53,3
21057,1810,584,1297,335,200,47,313,202,874,821,340,732,914,2.51,3.0,7,8,28,0,80,0,394,5,22,19,0,19,27,6,21,10,0,0,12,5,0,53,5,7,5,46,0,0,0,0,0,0,0,0,35,2449,70,0,483,0,0,589,17,0,0,73,0,0,46,86,0,46,38,0,0,5,0
21059,25671,10798,19556,7186,1573,839,4542,2773,12329,10609,4404,12028,10479,2.5,3.06,468,42,48,41,100,5,6946,946,1164,440,28,412,2110,345,1765,346,619,115,10,1020,0,3217,1363,2044,823,653,292,380,228,140,20,15,28,9,898,9204,1651,93,13402,272,163,11330,1242,9,259,566,52,147,872,1769,110,507,252,267,26,293,52
21061,3476,1340,2933,1107,128,42,415,191,1258,1096,470,1486,1513,2.48,2.91,13,12,31,0,81,0,926,91,154,21,0,21,245,44,201,166,47,0,0,0,32,452,189,178,39,232,108,36,36,6,6,0,15,0,190,1071,185,32,1081,0,13,1592,274,0,52,41,0,0,174,341,0,0,66,11,19,2,0
21063,1952,838,1348,516,228,105,376,217,838,709,411,965,956,2.43,2.9,17,27,67,28,104,53,508,0,13,0,0,0,13,4,9,0,4,0,0,9,0,161,110,152,110,0,0,4,0,5,0,0,0,0,57,718,106,18,545,0,0,729,41,0,14,18,0,0,106,69,0,0,0,0,10,0,0
21065,4029,1533,2987,963,160,59,882,511,1677,1462,717,1812,1706,2.53,2.99,52,35,50,50,99,13,804,28,0,0,0,0,28,0,28,18,10,0,0,0,0,115,12,35,2,24,0,34,10,22,0,0,0,0,36,1439,73,5,1367,27,7,1610,81,15,9,46,0,46,111,410,7,0,46,10,0,33,0
21067,71151,33078,50544,21208,5234,2750,15373,9120,52950,40504,10325,36120,24430,2.35,2.97,1207,25,49,22,80,17,17625,7572,20006,2394,110,2284,27578,4420,23158,2850,9853,2407,74,11713,681,33750,15171,17406,8734,6632,1839,7138,3557,2574,1041,2178,735,453,3687,36178,5620,832,42693,718,592,38672,8736,208,1752,3931,412,1237,5871,8098,274,3278,1758,647,557,2735,851
21069,3976,1651,3058,1178,241,99,677,374,1566,1412,594,1900,1583,2.61,3.12,59,39,67,43,161,5,988,26,5,0,0,0,31,0,31,0,6,0,0,25,0,556,152,134,116,387,36,12,0,23,0,0,0,7,86,1246,104,6,1650,0,77,1957,243,0,44,0,0,0,94,124,0,0,185,133,0,66,7
21071,10725,4013,7685,2586,983,403,2057,1024,4713,4125,1504,4780,4057,2.47,3.0,215,51,44,0,94,14,1903,13,159,40,0,40,172,19,153,19,35,0,0,118,0,315,128,131,57,115,22,49,29,20,20,0,39,0,463,3890,455,39,2519,20,24,3417,269,0,42,61,0,19,644,341,0,9,17,0,0,207,0
21073,12921,5419,9078,3159,1106,658,2737,1602,8144,6901,2072,6185,5253,2.26,2.83,286,42,57,28,122,12,3827,523,1226,186,3,183,1749,166,1583,195,616,218,0,706,14,2408,903,1364,655,327,28,473,181,244,39,33,69,56,541,6459,949,62,5925,0,108,6983,994,0,130,494,34,130,1176,825,16,235,299,94,19,227,85
21075,1751,711,1299,446,112,62,340,203,911,851,296,807,835,2.31,2.88,29,42,44,148,39,17,486,0,27,19,0,19,27,0,27,0,7,20,0,0,0,136,18,76,14,34,0,11,4,15,0,12,0,0,66,418,140,5,463,0,0,881,40,21,14,107,0,0,36,48,0,44,7,9,0,0,7
21077,2021,776,1453,539,189,107,379,130,1003,835,230,1002,730,2.79,3.46,54,61,69,7,181,0,843,93,103,28,0,28,196,20,176,7,76,8,0,105,0,192,95,151,91,29,0,4,4,8,0,8,28,0,79,530,112,16,1878,0,27,1528,278,8,0,73,36,0,47,139,3,0,12,0,0,69,2
21079,4945,1854,3868,1298,265,122,812,434,1622,1481,593,2144,1725,2.55,2.93,98,54,50,34,109,12,1182,64,185,83,4,79,249,6,243,42,36,0,0,163,8,336,133,232,94,84,39,20,0,0,0,0,63,9,276,1727,215,4,1833,0,99,2524,229,22,120,48,44,0,445,534,0,0,69,0,0,132,0
21081,6296,2807,4891,1950,407,249,998,608,2005,1549,546,3261,1987,2.93,3.38,132,50,75,14,169,21,1658,145,222,192,0,192,367,3,364,63,22,0,31,231,20,725,409,484,298,181,56,55,55,5,0,0,18,10,261,2315,453,55,5563,24,11,3819,329,0,9,187,12,10,331,451,32,0,26,45,0,66,0
21083,9905,4169,7865,2947,518,315,1522,907,4379,4057,1830,4692,4409,2.58,3.15,49,13,44,11,85,19,2511,381,876,364,31,333,1257,114,1143,41,140,13,9,1032,22,2201,1052,1739,817,405,207,48,28,9,0,5,42,0,493,3237,345,0,3190,14,20,3750,282,0,67,113,0,36,423,588,0,14,48,19,29,240,55
21085,6860,2762,5629,2214,431,160,800,388,2979,2638,1194,3164,2857,2.6,3.15,42,17,33,42,59,7,1746,46,56,67,0,67,102,8,94,3,35,0,0,53,11,356,209,201,115,95,34,60,60,0,0,0,6,0,162,2491,362,59,2613,24,13,3236,345,5,27,23,7,51,316,270,10,0,16,30,5,87,0
21087,3129,1277,2488,957,150,63,491,257,1345,1200,685,1328,1550,2.47,2.97,26,23,34,23,57,20,753,76,34,37,0,37,110,0,110,43,51,16,0,0,0,347,37,45,21,267,6,31,10,4,0,0,0,16,118,1002,139,38,855,0,8,1174,83,0,33,61,0,0,166,62,0,33,52,147,13,31,0
21089,10236,3916,7951,2792,638,299,1647,825,3994,3608,1709,4776,4564,2.55,3.04,165,48,43,55,86,9,2493,180,120,88,0,88,300,8,292,75,119,0,0,84,22,467,93,256,72,135,21,76,0,0,0,82,32,25,508,4353,595,31,5698,19,35,6331,550,15,42,452,2,36,581,1107,3,0,65,21,4,562,52
21091,2552,1041,1918,667,136,75,498,299,815,735,218,1176,871,2.54,2.91,53,61,45,125,78,0,799,12,62,18,0,18,74,0,74,9,0,0,0,54,11,191,84,122,62,47,22,0,0,22,0,0,4,0,234,862,177,4,1667,0,0,1511,113,0,37,34,0,0,184,142,0,0,12,16,34,27,8
21093,28084,13215,21043,8864,1650,932,5391,3419,11871,10158,3237,14749,8529,2.6,3.13,505,42,62,35,115,21,14547,2675,2188,3913,247,3666,4863,350,4513,1627,1964,123,22,1007,120,7240,2065,2995,759,2631,704,1347,590,267,12,328,301,228,1444,8677,2291,424,16450,250,113,12160,2899,54,441,1369,34,236,918,1680,120,984,366,261,34,733,286
21095,7865,3006,5395,2051,712,191,1758,764,3386,3057,1391,3808,3263,2.5,3.03,61,20,31,12,64,8,1805,132,73,20,0,20,205,12,193,25,142,0,0,38,0,444,134,209,75,143,45,90,12,2,2,6,0,0,178,1402,114,0,1083,0,26,1779,287,3,0,16,7,15,186,291,2,60,27,10,0,22,12
21097,4619,1769,3456,1035,271,167,892,567,2638,2175,804,2100,2065,2.52,3.17,83,38,34,91,46,10,1347,95,204,73,0,73,299,25,274,58,24,25,0,163,29,547,199,344,197,203,2,0,0,0,0,139,50,52,239,2074,195,12,2857,41,28,2612,353,0,93,88,0,35,184,480,0,25,32,27,0,51,0
21099,5136,2076,3885,1351,335,218,916,507,1999,1720,684,2339,1957,2.55,3.01,172,88,90,34,194,22,1111,59,117,85,0,85,176,44,132,61,41,18,0,56,0,1255,361,129,49,1010,288,40,10,76,14,44,0,8,145,1963,137,14,1971,10,0,1736,251,0,85,31,12,0,187,473,0,15,46,208,0,26,9
21101,12413,4996,9027,3102,958,476,2428,1418,6462,5832,2193,5859,5010,2.39,2.99,331,62,53,24,106,13,3027,223,351,197,0,197,574,15,559,86,115,0,0,352,21,1226,431,941,398,189,26,96,7,0,0,32,0,88,650,4163,867,77,7476,7,0,5487,567,0,103,215,9,24,591,747,0,542,65,16,4,283,24
21103,4310,1689,3231,1078,275,145,804,466,1674,1396,648,2114,1691,2.56,2.97,123,80,64,10,160,11,890,97,126,44,0,44,223,2,221,31,34,2,0,147,9,463,130,402,119,58,11,3,0,0,0,66,0,0,250,1614,228,26,2110,29,0,1721,206,11,23,157,44,2,152,251,18,2,79,6,27,19,0
21105,1267,398,990,285,30,12,247,101,725,628,391,460,704,2.3,2.95,33,73,104,176,97,84,370,32,3,12,0,12,35,0,35,0,24,0,0,11,0,56,2,53,0,3,2,0,0,0,0,0,7,0,34,329,73,14,308,0,0,542,30,0,3,10,19,0,108,15,0,4,3,0,1,0,0
21107,12443,5169,9388,3395,653,328,2402,1446,6090,5420,2326,5919,5283,2.47,3.02,166,33,47,7,81,28,3282,272,183,136,0,136,455,16,439,70,247,0,0,138,0,1006,492,623,289,177,74,157,103,49,26,0,3,51,477,5376,599,17,4507,4,17,5595,416,0,61,256,13,54,592,736,3,162,47,97,0,254,0
21109,4216,1592,2936,949,386,210,894,433,1454,1310,414,1944,1424,2.34,2.71,41,29,38,0,101,0,741,53,0,12,0,12,53,0,53,0,0,0,0,50,3,101,0,76,0,5,0,20,0,0,0,0,0,0,19,898,77,10,569,0,0,1166,131,0,8,8,0,49,55,53,0,0,32,0,0,37,0
21111,185802,80332,126001,47029,14702,7114,45099,26189,120709,101137,32341,90497,75546,2.4,3.08,3988,37,54,23,92,25,51813,18733,31612,5338,288,5050,50345,6559,43786,7048,16454,6441,197,19435,770,59126,27077,26894,13700,14288,5043,10682,4872,7262,3462,4873,1098,743,8372,70175,15126,1313,130031,1371,1412,95808,18696,423,2643,7121,769,3225,8554,13256,467,19450,2956,2746,774,4095,2053
21113,13636,6297,10450,4439,763,456,2423,1402,4484,3613,1140,7011,4055,2.63,3.0,215,36,59,12,112,24,3328,691,941,415,65,350,1632,211,1421,468,496,29,14,584,41,1974,659,851,338,685,135,332,167,106,19,175,93,113,891,5755,1040,134,7195,159,126,5888,950,92,328,546,0,123,570,1332,16,176,506,78,414,156,84
21115,6643,2540,5227,1876,429,180,987,484,2491,2223,789,2880,2481,2.51,2.94,76,32,44,42,69,26,1548,43,71,170,0,170,114,2,112,10,87,15,0,2,0,266,10,157,8,64,2,45,0,0,0,15,0,0,96,2385,244,28,1617,0,0,2311,155,0,29,35,16,10,375,235,0,6,55,14,0,24,2
21117,40005,18198,28480,11418,3251,1931,8274,4849,21957,17961,5777,20560,13703,2.57,3.19,1183,54,67,70,118,16,11358,1532,2381,803,16,787,3913,292,3621,749,1212,317,31,1460,144,6156,2435,3722,1628,1368,286,774,442,292,79,487,244,159,2332,17407,3739,300,58412,475,744,30395,6707,88,598,1802,114,199,2247,3045,250,501,573,296,64,1594,212
21119,3943,1371,2947,941,297,81,699,349,1833,1599,651,1728,1588,2.67,3.29,122,58,54,48,120,3,689,12,45,55,0,55,57,30,27,12,6,2,0,33,4,255,68,125,48,122,12,6,6,2,2,0,0,0,118,1769,188,0,957,0,0,1583,113,0,28,58,6,6,275,132,0,2,30,61,0,10,0
21121,8228,3210,5863,2007,540,237,1825,966,4296,3870,1644,3671,3655,2.49,3.14,159,44,58,71,110,10,1591,165,104,15,0,15,269,9,260,38,1,0,79,112,39,323,79,201,78,38,1,80,0,4,0,0,0,0,684,2381,773,0,2626,48,27,4131,351,0,5,57,54,50,488,274,0,0,105,25,0,61,0
21123,3869,1533,2909,902,235,128,725,503,1425,1264,603,1699,1513,2.62,3.05,118,77,57,50,114,15,1299,68,213,167,0,167,281,18,263,95,15,8,0,163,0,399,153,241,120,158,33,0,0,0,0,0,18,103,44,1009,278,0,1540,0,9,1349,274,0,71,17,17,8,132,279,7,1,0,0,8,14,0
21125,16500,6926,12064,4463,1172,583,3264,1880,6684,5680,2050,7990,5718,2.53,2.98,374,60,67,55,141,8,3910,239,461,223,0,223,700,49,651,87,219,0,0,309,85,938,441,487,319,266,38,182,84,3,0,9,15,0,346,5853,642,89,5435,27,11,7194,677,0,143,292,14,20,671,948,10,28,140,495,29,227,7
21127,4264,1557,3441,1234,209,73,614,250,1676,1499,703,1767,1682,2.65,3.16,17,12,29,0,57,11,789,100,106,28,12,16,206,54,152,69,87,0,0,5,45,261,91,80,0,38,7,100,62,43,22,43,0,6,144,2062,178,0,1086,5,50,2673,157,47,37,136,98,0,402,363,5,0,48,0,0,52,0
21129,1741,603,1246,427,146,0,349,176,1216,1089,349,758,874,2.31,3.09,18,22,31,0,71,8,407,23,56,0,0,0,79,0,79,4,32,0,0,35,8,88,66,38,23,34,27,16,16,0,0,0,0,0,62,604,158,32,547,3,0,436,108,0,0,0,0,12,92,81,0,0,4,5,0,2,4
21131,2930,1215,2203,891,171,72,556,252,1282,1155,456,1365,1102,2.59,3.17,0,0,23,0,62,0,441,16,8,0,0,0,24,0,24,2,14,0,0,8,0,22,7,15,7,5,0,2,0,0,0,7,0,0,94,1168,111,0,430,0,0,673,24,0,5,0,0,0,63,184,0,0,0,0,0,17,0
21133,6582,2182,5108,1521,373,174,1101,487,2809,2503,1153,2787,2708,2.53,3.04,39,17,42,29,88,7,1306,43,33,59,0,59,76,2,74,28,19,0,0,29,0,312,92,244,61,42,29,26,2,0,0,0,10,20,129,1613,74,24,1156,0,34,1572,84,0,10,87,0,0,426,110,25,0,0,0,0,40,0
21135,3705,1486,2822,979,299,149,584,358,1517,1281,556,1668,1581,2.62,3.1,60,44,38,10,89,5,878,17,11,26,0,26,28,0,28,6,0,0,0,22,0,327,74,170,52,149,22,8,0,0,0,0,0,0,228,1319,48,10,1411,8,0,1316,97,0,32,158,0,111,63,212,0,0,0,0,0,15,0
21137,6918,2864,4845,1778,671,314,1402,772,2775,2481,1284,3378,2934,2.51,2.97,103,42,59,0,149,9,1477,71,13,74,0,74,84,0,84,13,38,0,0,33,0,300,106,107,18,193,88,0,0,0,0,0,0,0,225,1419,300,12,1511,21,0,2042,186,16,225,108,0,17,117,356,0,3,34,82,0,15,17
21139,2710,746,2212,469,155,94,343,183,998,928,472,853,1279,2.52,3.01,29,35,25,0,60,6,543,30,27,27,0,27,57,0,57,0,27,0,0,30,0,190,96,123,51,48,33,19,12,0,0,22,0,0,111,1034,202,4,1052,12,11,1112,160,6,27,21,15,0,303,156,0,0,8,2,0,62,0
21141,7083,2570,5264,1656,597,261,1222,653,3779,3323,1394,2913,3181,2.44,3.05,91,32,42,30,79,12,1778,111,84,128,0,128,195,0,195,62,10,65,0,55,3,846,238,236,55,477,105,17,6,116,72,0,0,14,379,4322,407,76,3191,6,0,3285,123,0,94,58,6,30,331,516,0,245,104,122,0,71,2
21143,1913,485,1595,340,62,6,256,139,1350,1172,453,545,1255,2.17,2.84,21,27,20,0,54,0,919,13,80,25,0,25,93,6,87,33,13,8,0,30,9,223,76,100,38,76,18,31,20,16,0,11,0,4,81,949,186,14,1180,4,15,1331,221,36,64,184,0,28,244,184,6,55,73,0,0,78,0
21145,17475,6886,12687,4047,1059,616,3729,2223,9934,8871,3301,7823,7930,2.35,2.95,267,34,52,7,112,13,5599,665,859,234,0,234,1524,72,1452,255,564,103,0,582,20,2141,627,1064,316,482,115,507,173,88,23,138,117,52,725,7273,1292,72,8467,85,84,6796,958,0,267,537,24,74,1325,1561,0,175,315,53,15,282,47
21147,4495,1703,3194,1327,493,99,808,277,1715,1607,599,2116,1685,2.6,3.09,22,14,12,22,22,0,1078,2,139,87,26,61,141,11,130,0,18,7,0,81,35,583,185,351,91,118,29,44,18,70,47,0,11,0,125,1280,145,0,1319,0,0,2015,508,0,11,37,11,10,148,330,10,94,0,0,0,48,48
21149,2649,1114,2137,760,190,156,322,198,1095,963,431,1224,1158,2.52,3.02,61,67,63,0,144,21,770,58,28,42,0,42,86,0,86,21,42,0,0,11,12,186,52,151,26,9,0,26,26,0,0,33,0,25,64,844,165,15,1140,0,5,915,54,0,79,42,0,11,78,139,0,0,69,6,0,14,16
21151,20284,8900,15042,6088,1487,762,3755,2050,11468,8635,2679,9992,7194,2.5,3.03,262,19,47,35,75,19,5848,591,1111,544,23,521,1702,154,1548,250,711,69,0,574,98,2832,967,1461,564,640,137,654,257,77,9,151,79,137,1145,9567,1737,242,10365,137,137,12092,2101,96,362,679,155,233,1792,1746,83,292,303,279,25,700,83
21153,3471,1407,2723,999,159,100,589,308,1457,1364,475,1618,1280,2.62,3.23,87,68,66,40,155,9,351,24,46,0,0,0,70,18,52,24,0,0,0,46,0,42,30,30,30,8,0,0,0,4,0,0,0,0,123,1270,105,0,536,0,6,1056,118,0,0,18,0,22,281,132,0,2,0,0,0,5,0
