GEO.id2,HC01_VC04,HC01_VC06,HC01_VC07,HC01_VC08,HC01_VC09,HC01_VC10,HC01_VC11,HC01_VC12,HC01_VC13,HC01_VC14,HC01_VC15,HC01_VC17,HC01_VC18,HC01_VC20,HC01_VC21,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC99,HC01_VC139,HC01_VC140,HC01_VC146,HC01_VC147,HC01_VC148,HC01_VC150,HC01_VC151,HC01_VC152,HC01_VC157,HC01_VC158,HC01_VC159,HC01_VC160,HC01_VC161,HC01_VC162,HC01_VC168,HC01_VC170,HC01_VC171,HC01_VC172,HC01_VC173,HC01_VC174,HC01_VC175,HC01_VC176,HC01_VC177,HC01_VC178,HC01_VC184,HC01_VC185,HC01_VC186,HC01_VC187,HC01_VC188,HC01_VC189,HC01_VC190,HC01_VC191,HC01_VC192,HC01_VC193,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC197,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209
21021,7510,3213,5386,1925,424,230,1700,1058,3633,3146,1238,3514,3204,2.35,2.83,86,26,60,32,116,26,2204,390,412,120,0,120,802,4,798,63,199,3,6,514,17,1216,416,851,279,170,41,150,93,45,3,46,10,14,327,3701,663,74,3793,45,32,3905,523,11,52,349,26,11,825,617,23,81,135,94,6,303,7
21023,2128,885,1647,647,129,49,352,189,1103,998,529,1057,931,2.62,3.27,54,55,85,0,186,30,564,6,125,11,0,11,131,0,131,6,0,0,0,125,0,148,139,128,125,20,14,0,0,0,0,32,0,9,185,796,72,3,1623,43,29,1329,226,0,0,59,0,128,74,120,0,0,2,0,0,0,0
21025,3503,1201,2384,683,320,91,799,427,1794,1646,725,1406,1418,2.54,3.18,103,61,38,25,95,0,651,38,48,36,0,36,86,5,81,4,40,0,2,40,0,197,102,109,64,52,17,20,19,16,2,0,12,0,60,1480,91,13,928,0,4,1032,127,0,12,3,0,7,132,95,7,9,10,10,0,9,2
21027,5299,1820,4377,1441,313,174,609,205,2106,1788,836,2116,2270,2.67,3.2,44,22,39,0,110,3,1565,53,61,85,0,85,114,0,114,23,39,0,0,39,13,494,127,177,71,295,56,22,0,0,0,0,0,4,354,2458,618,53,3178,6,13,3114,421,0,56,121,78,43,290,378,159,4,125,42,0,22,0
21029,20937,9219,16256,6362,1455,816,3226,2041,6854,5578,2008,10532,6137,2.67,3.06,345,41,49,7,103,22,6152,457,190,437,0,437,647,0,647,212,234,0,0,201,0,1245,365,652,186,251,46,282,133,60,0,66,60,84,802,7241,1082,123,12583,154,37,10718,1664,17,140,913,12,52,768,1066,0,14,348,219,57,242,14
21031,3507,1423,2782,969,237,132,488,322,1545,1324,537,1584,1431,2.48,2.98,33,29,61,0,133,13,876,4,214,93,0,93,218,21,197,25,4,0,0,189,0,292,128,270,128,13,0,0,0,9,0,0,0,8,109,861,79,0,705,0,0,1135,108,0,12,51,5,0,150,101,0,0,73,18,0,29,0
21033,3433,1269,2501,751,204,117,728,401,1659,1514,629,1420,1668,2.52,3.08,136,91,84,215,133,0,1039,28,15,59,0,59,43,0,43,0,28,0,0,15,0,187,142,159,131,0,0,28,11,0,0,17,27,0,209,1253,308,20,1664,0,0,2054,309,0,74,107,0,0,393,227,0,47,25,0,0,75,0
21035,8841,3554,7397,2859,424,194,1020,501,6157,4788,1846,3894,3955,2.26,2.86,55,9,37,10,67,8,2679,393,1019,81,0,81,1412,289,1123,286,698,80,13,314,21,1916,995,678,327,431,195,769,457,38,16,68,34,17,473,4328,456,46,5408,146,31,4877,636,39,153,557,30,101,828,871,40,176,202,64,42,115,30
21037,22536,9566,16866,6663,1432,643,4238,2260,12699,11075,3663,10689,8400,2.48,3.15,441,35,58,12,109,22,6240,728,1010,341,0,341,1738,310,1428,340,778,204,18,321,77,2988,745,1350,329,857,70,280,138,501,208,378,113,49,1276,9514,2042,77,35367,382,279,16297,4273,27,134,840,65,142,997,1729,168,235,330,273,110,716,0
21039,1559,661,1225,486,116,55,218,120,526,472,272,728,674,2.41,2.78,49,113,60,27,113,21,386,8,28,6,0,6,36,0,36,8,0,0,0,28,0,78,28,69,28,9,0,0,0,0,0,0,0,0,66,523,111,18,381,0,0,558,49,0,3,13,5,5,63,103,0,8,13,0,0,2,0
21041,3023,1350,2027,641,460,304,536,405,1245,1041,401,1472,1050,2.45,2.83,63,52,77,56,86,77,781,117,437,17,0,17,554,0,554,17,82,0,0,455,0,808,477,632,420,136,47,40,10,0,0,0,11,14,162,1470,101,1,1513,0,2,1201,76,0,12,3,13,0,135,344,0,12,9,12,12,73,0
21043,7158,2557,5930,1983,343,161,885,413,3254,2829,1276,2952,3076,2.58,3.14,43,15,36,44,60,12,1881,33,57,48,0,48,90,24,66,28,48,7,0,0,7,149,85,82,26,46,42,17,17,4,0,0,34,45,509,3025,474,10,3709,9,0,4427,142,0,70,175,0,37,356,836,50,7,8,0,0,79,0
21045,4229,1755,3365,1235,255,209,609,311,1933,1755,852,1936,1851,2.55,3.1,40,27,44,6,110,0,1102,28,131,38,0,38,159,0,159,37,12,0,0,110,0,553,346,242,133,303,205,8,8,0,0,0,6,0,86,1163,178,11,1121,0,31,1184,79,7,6,96,31,0,250,158,0,0,28,116,0,65,4
21047,18708,10268,13489,6840,1010,458,4209,2970,7392,6631,2235,11059,5397,2.62,3.14,468,68,95,45,150,37,7182,815,1594,1680,67,1613,2409,201,2208,336,747,135,81,1070,40,4750,2300,2616,1109,1437,809,577,303,120,79,83,207,102,699,6622,1285,180,7440,156,116,6558,1898,52,320,1001,138,69,655,1189,0,2625,215,223,0,181,237
21049,10476,4165,8052,2907,665,222,1759,1036,4071,3517,1671,4684,3840,2.41,2.82,139,40,48,30,101,12,2649,227,306,286,0,286,533,0,533,88,148,0,0,297,0,1027,361,727,291,206,26,86,44,8,0,7,83,18,275,4131,464,84,4053,74,70,4381,712,0,175,303,0,31,512,1031,0,50,73,12,52,196,0
21051,4725,1539,3541,1146,313,84,871,309,2246,2123,797,1954,1978,2.86,3.64,203,81,53,40,121,3,784,0,148,28,0,28,148,0,148,0,51,17,0,80,0,386,106,304,101,24,5,29,0,29,0,5,0,0,264,1146,115,9,1259,66,0,1980,82,6,21,67,43,4,200,235,6,104,108,19,4,72,0
21053,2581,1009,1728,504,310,195,543,310,1327,1266,690,1227,1241,2.59,3.32,49,40,44,38,73,24,765,13,103,0,0,0,116,0,116,0,13,41,0,38,24,155,67,68,38,74,16,13,13,0,0,0,0,14,73,3483,15,8,697,0,0,710,20,9,16,10,0,5,58,67,0,41,33,1,0,116,1
21055,2463,841,2041,665,173,57,249,119,1372,1291,603,997,1277,2.39,3.08,22,32,52,0,115,18,862,21,40,59,0,59,61,0,61,35,3,0,0,23,0,564,230,114,45,432,185,18,0,0,0,0,5,8,77,1164,71,7,818,14,0,1322,126,20,0,89,18,0,63,138,0,0,6,28,0,57,0
21057,1712,611,1261,356,113,19,338,236,893,839,382,693,888,2.59,3.26,7,8,9,0,28,0,529,5,37,33,0,33,42,13,29,12,0,0,23,7,0,124,33,57,33,67,0,0,0,0,0,0,0,0,70,1843,86,0,648,0,0,490,14,0,9,33,0,0,24,105,3,74,17,97,0,7,0
21059,25329,10546,19128,6938,1673,917,4528,2691,12253,10623,4391,11771,10104,2.49,3.06,360,31,41,34,85,7,7644,909,939,441,8,433,1848,120,1728,389,471,104,0,845,39,2755,1020,1693,651,676,232,232,111,154,26,176,41,9,955,10416,1866,168,13290,165,29,11495,1053,12,147,654,62,112,1131,1477,16,435,241,215,21,341,62
21061,3433,1404,2889,1074,131,54,413,276,1386,1265,522,1520,1421,2.45,2.94,12,13,29,13,73,0,933,74,113,4,0,4,187,4,183,133,12,0,8,0,34,356,110,214,35,121,70,8,0,13,5,0,0,0,153,1070,187,38,783,0,16,1560,224,0,38,113,0,0,149,233,0,8,62,0,0,28,0
21063,1747,645,1342,435,147,49,258,161,761,636,312,748,801,2.7,3.25,59,78,79,60,100,70,458,0,26,0,0,0,26,6,20,0,6,0,0,20,0,155,117,149,117,0,0,6,0,0,0,6,0,0,50,964,112,16,810,0,0,1023,17,0,0,20,0,0,79,82,0,7,0,0,10,115,0
21065,3912,1658,2925,1081,172,60,815,517,1889,1629,729,1882,1644,2.5,3.06,34,23,36,68,62,9,963,12,0,0,0,0,12,0,12,0,12,0,0,0,0,254,106,194,94,32,0,12,12,16,0,0,0,0,4,1334,39,6,1316,10,0,1517,118,14,17,7,0,40,61,306,0,0,5,13,0,9,0
21067,71218,33927,50638,21597,5286,2747,15294,9583,51575,40189,10046,37013,22872,2.31,2.92,1336,28,53,38,86,18,18653,6433,19206,1920,0,1920,25639,1828,23811,2777,9063,1293,88,11770,648,31786,14745,17125,9105,6251,1687,6686,3436,1724,517,1725,547,498,3401,36382,6252,1324,41707,762,716,38543,9141,388,1869,4145,301,1024,6519,8392,223,2320,2038,596,597,2680,656
21069,3790,1557,3031,1191,249,97,510,269,1678,1512,716,1784,1546,2.62,3.21,140,92,62,36,159,0,1078,13,43,9,0,9,56,0,56,16,0,0,0,40,0,623,155,132,109,488,46,3,0,0,0,0,0,141,139,1673,151,0,1988,0,116,2425,370,0,0,9,0,25,115,196,0,10,20,112,0,34,16
21071,10833,3875,7903,2589,877,397,2053,889,4769,4114,1309,4745,3903,2.46,2.97,92,22,49,12,107,13,1910,7,130,15,0,15,137,0,137,32,11,0,0,94,0,236,67,113,51,89,0,22,11,12,5,0,31,7,389,3140,347,48,2093,11,111,3826,306,13,7,81,6,2,383,484,0,1,31,20,0,156,0
21073,12854,5717,9112,3437,1029,693,2713,1587,8094,6923,2210,6348,5213,2.26,2.87,287,44,56,18,124,11,4281,385,1094,218,2,216,1479,10,1469,113,573,53,10,694,36,2204,838,1502,609,200,30,417,168,85,31,13,26,65,631,6327,1086,117,6008,24,86,7457,974,0,62,383,27,150,882,1027,11,186,132,74,27,316,34
21075,1988,890,1465,559,141,58,382,273,973,933,303,993,843,2.18,2.69,61,103,57,36,142,0,581,10,50,30,0,30,60,0,60,39,15,6,0,0,0,231,43,113,15,87,15,31,13,0,0,13,0,0,36,469,104,9,534,0,0,739,67,10,27,169,0,0,48,61,0,102,3,10,0,15,0
21077,2092,751,1550,508,191,104,351,139,927,751,255,986,694,2.79,3.35,62,70,53,10,151,0,614,421,21,94,0,94,442,0,442,38,50,9,0,345,0,447,298,375,298,63,0,0,0,9,0,9,0,0,47,565,181,0,1883,0,0,1462,186,2,0,87,37,0,80,225,2,0,13,0,0,100,0
21079,4723,1831,3859,1441,262,106,602,284,1516,1347,645,2079,1673,2.69,3.06,80,48,45,26,105,7,1156,0,169,60,9,51,169,0,169,10,0,0,0,159,0,278,114,220,102,50,12,8,0,0,0,0,96,0,458,2183,177,0,2156,6,73,2723,390,0,37,52,20,0,289,441,0,0,81,0,0,99,6
21081,6868,3385,5322,2478,358,258,1188,649,1806,1468,463,3807,1901,2.81,3.14,201,85,92,58,204,12,1731,120,177,183,0,183,297,0,297,93,10,0,33,145,16,632,195,459,154,117,11,51,30,5,0,0,22,13,337,2606,397,32,6418,127,11,4006,427,0,24,81,13,0,493,409,36,0,68,42,0,109,0
21083,10275,4246,8345,3175,420,273,1510,798,4424,4134,1795,4757,4278,2.48,3.0,146,39,58,47,108,22,2721,340,1077,203,11,192,1417,76,1341,24,142,100,9,1119,23,2356,1054,1732,776,499,244,28,19,97,15,95,70,0,423,3189,470,15,3750,71,7,4635,278,0,72,159,20,12,517,548,0,1,155,27,25,190,67
21085,6705,2805,5524,2065,386,257,795,483,3240,2890,1331,3109,2854,2.56,3.14,25,10,32,22,63,8,1842,32,199,93,0,93,231,62,169,20,26,0,0,185,0,407,282,332,227,37,17,38,38,0,0,6,6,0,307,2295,505,12,2474,0,10,3324,243,0,33,15,24,10,340,234,0,0,118,15,6,40,0
21087,3263,1353,2557,944,132,85,574,324,1217,1131,618,1480,1448,2.49,2.93,50,47,32,0,64,17,852,82,23,5,0,5,105,0,105,72,10,11,0,4,8,147,35,64,35,57,0,20,0,6,0,0,0,17,73,1235,150,47,1168,0,7,1213,196,0,0,80,0,7,239,89,0,21,36,36,19,29,0
21089,10151,3897,7860,2757,610,270,1681,870,4270,3981,1633,4578,4357,2.53,3.08,87,24,52,42,100,19,2948,213,165,118,0,118,378,7,371,173,75,67,0,61,2,615,141,217,64,271,34,78,28,49,15,63,30,23,733,4934,665,48,5897,105,16,6588,720,18,58,374,2,24,672,825,34,51,164,49,1,366,0
21091,2489,1060,1921,724,159,90,409,246,766,700,228,1182,811,2.61,3.02,78,90,76,67,191,0,854,14,57,28,0,28,71,0,71,8,0,0,0,45,18,114,52,87,33,27,19,0,0,0,0,0,0,0,186,878,194,5,1711,0,0,1188,106,0,30,21,3,26,175,145,0,0,5,17,55,0,6
21093,28264,13398,21220,8988,1562,950,5482,3460,10644,9135,3035,14889,8114,2.59,3.04,571,49,65,19,130,22,13864,2731,1857,3472,92,3380,4588,163,4425,1424,2064,0,50,918,132,6612,1841,2336,507,2357,468,1645,823,274,43,362,268,184,1041,10288,2545,272,16680,201,100,12823,2710,60,417,1657,26,211,1015,2216,73,973,425,379,24,642,362
21095,7614,3059,5253,2104,765,256,1596,699,3444,3097,1420,3655,3107,2.6,3.2,98,30,46,0,107,10,2320,26,78,81,0,81,104,0,104,10,48,0,0,45,1,363,155,253,119,108,34,0,0,2,2,7,0,18,152,1866,140,0,1326,0,8,2436,201,3,10,47,9,4,196,359,2,37,9,0,5,47,10
21097,4691,2053,3528,1341,318,160,845,552,2552,2112,808,2295,1968,2.56,3.24,52,24,23,100,16,8,1447,169,148,59,0,59,317,31,286,37,49,31,0,169,31,503,167,300,153,182,5,0,0,21,9,171,53,70,256,1992,206,9,3196,0,0,3364,374,0,50,123,0,70,382,221,0,47,0,15,0,37,0
21099,4967,2126,3746,1376,366,238,855,512,1990,1772,779,2492,1951,2.59,3.11,122,62,95,27,217,29,1274,106,80,139,0,139,186,33,153,49,17,22,0,98,0,1118,251,263,86,790,143,19,10,46,12,27,0,0,385,1849,196,7,1737,16,0,2397,242,4,49,118,19,0,171,597,0,57,39,168,0,39,0
21101,12294,5010,9417,3400,566,255,2311,1355,6371,5611,2285,5866,4789,2.42,2.99,268,50,62,45,121,15,3239,158,305,166,0,166,463,25,438,109,119,18,0,194,23,992,279,622,263,303,16,14,0,53,0,42,0,66,728,4528,695,117,7411,129,11,5240,465,0,172,211,8,201,746,775,35,426,80,19,36,116,19
21103,4258,1719,3189,1095,311,117,758,507,1760,1452,698,2122,1591,2.55,2.99,117,71,58,27,137,9,999,58,199,36,0,36,257,4,253,40,36,4,0,177,0,445,143,354,128,82,15,9,0,0,0,75,0,0,315,1933,300,4,2412,15,59,2076,160,2,25,123,51,0,169,418,25,4,81,22,48,76,0
21105,1163,438,934,321,34,24,195,93,817,744,418,472,692,2.36,3.24,0,0,35,0,65,23,335,61,4,45,0,45,65,0,65,0,42,0,0,23,0,68,14,66,12,0,0,2,2,0,0,0,6,0,37,369,133,13,430,0,0,506,20,0,3,23,6,0,177,35,0,8,0,0,0,0,0
21107,12829,5422,9695,3484,808,528,2326,1410,5727,5212,2173,6143,5071,2.48,3.03,129,25,46,4,96,18,3710,295,241,185,0,185,536,0,536,84,193,68,0,140,51,1129,526,644,396,263,82,155,48,67,0,0,2,39,462,6602,472,11,5028,16,0,5776,512,0,95,294,16,77,612,913,2,164,196,44,14,180,36
21109,4011,1643,2716,858,323,217,972,568,1728,1518,580,1874,1396,2.33,2.78,36,24,38,0,105,0,790,0,0,20,0,20,0,0,0,0,0,0,0,0,0,49,9,43,9,0,0,6,0,0,0,0,0,0,24,822,78,0,765,0,0,1322,141,0,10,10,0,79,52,72,0,0,26,0,0,44,0
21111,187491,83225,128060,49004,13157,6699,46274,27522,116424,98704,30708,93548,71997,2.39,3.05,4733,45,56,28,101,21,55788,16722,30130,5171,211,4960,46852,2267,44585,6871,15128,5377,272,18531,673,56221,25089,26342,13843,12973,4194,11000,4758,5906,2294,4317,1300,796,9459,70580,16388,1376,137177,1591,1534,99446,18882,283,2379,7712,629,3306,9875,12584,517,22774,3240,2990,710,4060,1911
21113,13252,6529,10302,4767,690,477,2260,1285,4708,3698,1167,7163,3769,2.6,3.01,144,25,53,27,104,16,3175,497,1090,301,5,296,1587,90,1497,338,576,100,7,544,22,1870,885,851,436,455,128,287,113,277,208,294,88,50,736,5624,858,172,7285,159,99,6666,1063,108,192,517,0,104,669,1109,9,134,355,131,267,306,74
21115,6767,2724,5257,1925,406,207,1104,592,2562,2304,893,3148,2426,2.45,2.86,70,29,54,54,104,17,1270,32,104,95,0,95,136,4,132,0,120,12,0,4,0,233,57,108,7,18,4,107,46,0,0,77,0,0,63,2299,365,26,1540,0,0,2089,209,0,0,40,19,0,207,283,0,17,36,0,0,30,4
21117,40265,18749,28993,12140,2938,1549,8334,5060,21995,18162,5578,20705,13094,2.53,3.15,926,44,64,43,125,12,12162,1316,2656,707,0,707,3972,108,3864,638,1183,404,31,1363,353,6182,2427,3448,1648,1429,285,819,324,486,170,372,364,77,2273,18017,3900,200,55629,353,582,30848,6804,108,697,1741,113,267,2405,3148,129,764,578,401,50,1519,158
21119,4074,1413,3051,999,339,94,684,320,1781,1598,691,1774,1535,2.67,3.27,63,30,51,41,95,20,847,6,37,87,0,87,43,0,43,3,28,0,0,10,2,134,28,65,0,41,0,28,28,0,0,0,0,0,77,1876,103,0,930,0,0,1299,104,0,23,38,7,0,248,95,0,3,75,63,0,6,0
21121,8351,3085,6084,1971,596,254,1671,860,4070,3744,1488,3550,3456,2.51,3.14,194,54,61,105,109,9,1803,118,60,71,0,71,178,1,177,38,56,0,42,4,38,215,74,84,14,36,5,20,0,75,55,3,0,0,871,2143,702,0,2850,58,15,4565,586,0,0,97,0,23,507,157,0,0,135,18,0,51,0
21123,3701,1488,2860,1083,237,87,604,318,1568,1405,601,1678,1483,2.64,3.19,97,75,59,38,134,6,1189,27,160,90,0,90,187,0,187,40,0,7,0,130,10,452,111,363,83,89,28,0,0,0,0,0,3,34,91,1179,247,3,1554,0,8,1691,259,0,74,24,14,8,91,255,7,14,0,0,8,35,0
21125,16344,6854,12335,4711,1107,609,2902,1534,6146,5196,1869,7916,5361,2.59,3.04,277,46,75,79,144,15,4440,205,525,184,0,184,730,29,701,128,210,0,0,321,71,1094,356,602,329,428,27,59,0,5,0,9,13,60,467,6830,762,156,5601,62,57,7670,732,0,111,297,11,11,502,565,2,0,55,482,87,213,5
21127,4009,1558,3068,1133,205,65,736,360,1657,1465,733,1754,1650,2.78,3.36,7,5,26,0,50,14,945,18,34,22,16,6,52,15,37,5,19,0,0,3,25,205,93,138,55,22,10,45,28,0,0,0,0,6,70,1975,111,14,1120,23,12,2556,173,0,36,142,0,4,293,249,0,0,64,0,0,35,0
21129,1851,700,1332,471,177,63,342,166,977,912,283,865,761,2.48,3.11,4,5,39,73,73,5,448,12,55,5,0,5,67,0,67,7,9,0,0,38,13,90,61,63,34,23,23,4,4,0,0,0,0,0,126,1005,183,12,794,8,0,540,99,0,4,9,26,0,92,131,0,0,5,2,0,1,5
21131,2994,1224,2394,926,144,76,456,222,1323,1206,407,1390,1060,2.58,3.21,0,0,31,0,86,0,396,20,9,4,0,4,29,0,29,4,16,0,0,9,0,42,22,35,22,7,0,0,0,0,0,0,0,0,94,2287,85,0,436,0,0,748,30,0,0,13,0,0,73,233,0,0,21,0,0,31,0
21133,6504,2178,5120,1678,290,57,1094,443,2820,2520,1095,2801,2620,2.59,3.16,93,38,46,24,93,17,1208,45,16,72,0,72,61,0,61,21,18,0,0,22,0,210,55,147,41,38,10,25,4,0,0,16,0,10,213,2333,72,0,1406,0,26,1727,137,0,0,57,0,0,500,289,13,0,86,0,0,37,0
21135,3577,1310,2779,862,208,120,590,328,1348,1159,556,1523,1502,2.78,3.27,29,21,57,27,104,29,880,39,5,41,0,41,44,0,44,0,0,0,0,44,0,433,46,241,39,180,7,12,0,0,0,0,10,0,192,1391,42,0,1623,0,0,1289,77,0,30,88,0,4,176,180,0,0,31,0,0,57,0
21137,6780,3044,5090,2054,615,340,1075,650,2987,2668,1200,3514,2679,2.5,3.02,122,49,58,61,125,8,1763,37,4,120,0,120,41,0,41,0,20,0,0,17,4,201,67,76,25,113,42,12,0,0,0,0,0,0,193,1390,309,49,1521,0,0,1958,138,15,103,83,48,0,178,296,0,0,143,18,0,4,0
21139,2611,828,2092,542,104,45,415,241,942,859,438,931,1183,2.63,3.08,89,99,70,0,196,4,634,15,40,25,0,25,55,0,55,12,36,0,0,7,0,150,34,109,26,20,0,21,8,0,0,0,0,17,156,947,237,1,926,0,15,1289,194,3,79,96,1,5,286,152,0,0,77,7,0,43,31
21141,7553,2937,5577,1926,707,331,1269,680,3346,3136,1347,3466,3086,2.42,2.94,108,39,52,51,95,17,2066,85,327,161,0,161,412,0,412,48,4,69,0,289,2,952,403,511,302,293,23,15,0,133,78,0,0,13,248,3293,542,62,2507,7,0,3499,140,0,162,157,11,33,407,500,0,137,144,27,0,93,59
21143,2081,571,1760,433,59,11,262,127,1197,1114,352,609,1129,2.09,2.66,7,11,19,0,53,0,970,0,39,12,0,12,39,0,39,24,0,0,0,15,0,197,29,88,16,105,13,0,0,4,0,15,0,4,72,907,114,8,995,0,11,1165,169,23,37,173,0,6,150,136,0,26,35,23,0,90,0
21145,17835,7117,13625,4759,1107,625,3103,1733,9458,8276,3419,8298,7702,2.36,2.91,181,26,52,12,118,9,5668,557,800,314,0,314,1357,16,1341,210,476,23,0,612,36,1938,622,1137,428,464,84,274,77,63,33,153,138,52,761,8012,1611,117,9610,73,146,8074,1333,33,206,755,14,80,1312,1549,32,127,304,92,7,468,65
21147,4402,1489,3387,1142,373,100,642,247,1885,1692,547,1794,1655,2.59,3.14,0,0,37,34,83,0,1101,37,135,64,18,46,172,5,167,0,17,9,28,85,33,512,178,291,70,130,55,35,17,56,36,16,16,0,349,1346,259,0,1511,0,0,2667,366,0,59,45,16,5,212,306,5,81,46,0,0,37,55
21149,2576,1078,1972,660,166,113,438,305,1123,1007,459,1212,1104,2.55,3.11,94,83,70,0,154,30,753,34,19,36,0,36,53,0,53,27,11,0,0,1,14,104,19,92,19,12,0,0,0,0,0,6,0,25,67,857,122,12,920,0,9,959,33,0,24,35,0,5,71,56,0,0,51,0,0,38,0
21151,20213,9039,15107,6054,1280,760,3826,2225,11068,8591,2652,10070,6587,2.48,2.99,365,28,56,37,85,30,5791,731,1051,549,12,537,1782,22,1760,302,689,67,24,572,128,2493,905,1412,586,524,85,526,234,31,0,128,90,223,1008,10057,1841,321,11241,49,175,12908,2068,98,298,684,32,220,1833,1719,53,77,346,316,113,652,75
21153,3609,1572,2743,1016,208,140,658,416,1376,1302,439,1772,1241,2.62,3.17,94,71,48,26,105,11,461,0,0,9,0,9,0,0,0,0,0,0,0,0,0,77,66,66,66,8,0,0,0,3,0,0,0,0,117,1979,74,0,485,0,11,1159,100,0,0,6,0,0,61,89,0,7,0,0,0,10,0
