GEO.id2,HC01_VC03,HC01_VC36,HC01_VC43,HC01_VC52,HC01_VC62,HC01_VC70,HC01_VC76,HC01_VC85,HC01_VC101,HC01_VC106,HC01_VC119,HC01_VC130,HC01_VC140,HC01_VC146,HC01_VC160,HC01_VC171,HC01_VC186,TotalDrugReports
21067,126439,124482,131131,3904,3897,2134,91788,200906,16943,35302,307578,311529,27760,30764,27760,256496,37654,609.0
21069,5730,5633,5954,214,307,161,3349,9817,980,3281,14342,14543,52,55,52,12915,3860,20.0
21071,15233,15078,16120,428,1193,707,8062,26544,1735,11245,37699,38144,146,225,146,35410,10175,173.0
21073,20978,19720,21491,461,1000,516,11433,34721,3422,8292,49407,49982,1674,2003,1674,44881,10815,168.0
21075,2611,2564,2620,88,150,74,1252,4437,531,1307,6252,6323,50,58,50,5880,756,7.0
21077,2962,3393,3341,170,375,254,1954,5618,703,1254,8378,8543,290,329,290,7554,836,4.0
21079,6732,6709,7189,207,710,461,3716,12040,1107,3478,16882,17051,239,331,239,15786,5321,22.0
21081,8327,9411,9614,398,1226,474,6367,15780,1570,3941,24353,24705,316,346,316,22258,4936,98.0
21083,14268,14545,15346,391,908,419,9065,25331,2322,5939,36862,37379,1128,1376,1128,32748,4989,35.0
21085,9736,10388,10507,438,820,481,5967,17649,1702,4968,25735,26092,181,314,181,24083,4711,15.0
21087,4528,4454,4733,115,72,20,2328,7916,668,2706,10988,11123,130,175,130,10157,2895,1.0
21089,14289,14248,15442,320,1492,875,8042,25679,2587,6837,35996,36255,286,337,286,33793,6835,71.0
21091,3254,3520,3423,80,278,121,2101,5849,730,1715,8635,8716,42,77,42,7996,2253,3.0
21093,40422,42206,42936,1277,2707,1279,29590,69718,14662,17711,106243,107573,4387,8362,4387,92997,19065,67.0
21095,11429,10946,11780,280,1045,650,6109,19405,1696,9065,27729,28031,177,229,177,25789,4927,166.0
21097,7135,7330,7799,203,523,358,3906,12805,1199,3341,18463,18629,320,495,320,16908,2802,114.0
21099,7387,7273,7523,394,335,151,4013,12537,1023,3770,18271,18510,164,236,164,15947,3837,12.0
21101,18914,17870,19485,625,1279,752,10853,31966,3095,8784,45862,46362,616,837,616,42338,6399,50.0
21103,5996,6060,6474,198,555,216,3538,10635,1106,2632,15294,15528,196,210,196,14208,4800,25.0
21105,1856,1798,2120,85,125,48,1029,3304,294,1076,4611,4691,38,64,38,4366,895,1.0
21107,18394,17906,19571,556,1041,546,9893,32189,3247,7734,45834,46359,469,637,469,42707,14478,30.0
21109,5546,5322,5543,145,720,556,2913,9273,615,4104,13193,13357,64,78,64,12417,7804,34.0
21111,310355,293374,322506,10232,14952,7272,186436,520121,50310,108826,749913,759724,52457,57947,52457,648755,99100,1535.0
21113,18401,19451,21041,798,968,488,13767,33007,3195,7932,50296,51015,2281,2688,2281,44920,12996,138.0
21115,8820,9206,9696,230,517,308,5057,16204,1429,7022,23083,23280,134,321,134,21523,7292,20.0
21117,62746,63698,66370,2535,3637,1789,40890,110045,10730,22625,161172,163393,4429,5174,4429,146455,12838,607.0
21119,6064,6480,6649,252,433,300,3534,10913,607,4948,15678,15884,53,65,53,14802,2678,103.0
21121,12333,12313,13269,326,731,445,7689,21288,1520,5522,31367,31740,445,521,445,29427,3511,97.0
21123,5485,5652,5963,183,213,125,3084,9905,1324,2848,13914,14127,285,466,285,12882,3722,7.0
21125,23029,23335,24874,705,1771,950,13364,40879,3875,10639,59266,59950,569,981,569,55562,9837,101.0
21127,6142,6264,6475,141,457,205,3476,10899,799,3805,15698,15870,177,215,177,14562,3364,30.0
21129,2821,2990,2762,76,231,176,1459,4962,333,1974,6806,6896,13,13,13,6486,4207,13.0
21131,4074,4347,4512,125,263,147,2227,7658,497,3915,10787,10869,37,103,37,10141,3034,16.0
21133,10017,9253,9907,279,829,549,4886,16557,999,7081,23143,23382,81,152,81,21777,5436,42.0
21135,5431,5541,5621,146,309,172,3019,9500,858,3124,13519,13646,42,65,42,12719,6362,14.0
21137,9721,9484,10143,349,1074,693,5254,16801,1484,5036,24140,24424,96,221,96,22495,12410,12.0
21139,3880,3881,3926,45,402,262,1905,6815,509,1997,9295,9353,37,42,37,8615,1092,8.0
21141,10682,10425,11096,262,499,335,5997,18219,1514,4258,26482,26757,258,330,258,24375,4499,35.0
21143,3326,4142,3218,29,83,35,1168,6584,997,1499,8263,8325,142,159,142,7745,1524,32.0
21145,27950,25071,28308,801,1399,717,15107,46026,5499,10249,64453,65292,1529,1841,1529,59487,8119,41.0
21147,6252,8058,6515,95,556,468,3937,12283,1048,4177,17756,17850,71,149,71,16089,6565,23.0
21149,3751,3722,3904,140,277,146,2091,6578,597,1694,9389,9492,90,139,90,8781,2422,2.0
21151,32409,34618,37343,1096,1762,887,28157,53115,5877,13829,86348,87324,2096,2671,2096,79085,14068,370.0
21153,5027,5186,5224,135,428,327,2998,8842,400,3654,12735,12887,64,68,64,12094,5574,6.0
21155,7438,7872,7709,265,687,375,4600,13237,1165,3161,19305,19497,335,363,335,17712,4373,48.0
21157,12856,12676,13248,229,514,284,6386,22645,2611,4960,31010,31213,303,437,303,29217,4629,8.0
21159,4295,5793,4543,122,636,520,2467,8719,553,3276,12406,12478,59,139,59,11517,3337,29.0
21161,6804,6788,7204,201,192,134,3830,11771,986,3155,17057,17229,307,402,307,15267,4727,60.0
21163,10631,11612,11397,473,960,425,7362,19124,3686,4926,28344,28751,445,1194,445,26419,3959,13.0
21165,2521,2740,2521,66,215,112,1347,4586,340,1357,6271,6345,47,47,47,5937,1588,0.0
21167,8813,8441,9020,164,574,220,4859,14986,1326,4102,21164,21411,457,702,457,19491,5057,48.0
21169,3922,3907,4171,198,225,125,2171,6976,664,2300,9824,9983,99,174,99,9234,2129,1.0
21171,4421,4309,4395,92,184,155,2273,7449,615,2416,10557,10692,215,281,215,9648,2589,2.0
21173,10212,10616,11320,330,789,437,6373,18505,1769,5553,27019,27391,261,357,261,25133,6643,113.0
21175,4946,6325,4999,143,323,144,2364,9853,574,2932,13258,13379,105,110,105,12527,5550,16.0
21177,11510,12762,13050,367,1042,578,6500,21649,2192,6363,30969,31216,172,272,172,29205,10056,48.0
21179,17236,17296,18327,589,796,425,10797,29822,2968,7385,44377,44875,496,701,496,40828,8724,55.0
21181,2758,2747,2998,79,226,162,1520,4881,445,1530,6993,7062,92,92,92,6349,1966,40.0
21183,8930,9533,9821,389,856,470,5407,16448,1538,4962,23874,24152,539,603,539,22199,8737,42.0
21185,20148,27094,23532,816,969,349,18217,42333,4542,5550,63151,63876,1952,2571,1952,58029,10941,34.0
21187,3946,4191,4440,135,201,62,2431,7315,644,2228,10510,10673,29,49,29,10041,3155,21.0
21189,1681,1685,2049,46,162,103,968,3136,236,1258,4485,4552,12,46,12,4195,2910,1.0
21191,5296,5876,5932,218,498,218,3203,9959,809,2650,14334,14509,44,47,44,13493,1935,12.0
21193,11073,10980,11722,371,933,586,5988,19511,1469,8081,27483,27818,370,381,370,25676,5797,304.0
21195,25861,25224,26625,651,1956,1173,13864,43893,3041,17767,62214,62791,502,625,502,58339,13933,124.0
21197,4794,4852,5043,141,387,267,2915,8346,668,2810,12223,12387,140,167,140,11481,3440,60.0
21199,25567,25070,26851,701,1558,972,13804,44608,4690,13660,63220,63772,1201,1568,1201,58557,22173,191.0
21201,961,942,917,17,51,30,365,1587,131,417,2169,2191,2,2,2,1984,265,1.0
21203,6488,6766,7046,173,501,316,3711,11828,994,3856,16744,16893,33,40,33,15818,5064,63.0
21205,8473,9796,10638,322,403,320,8272,13907,1044,3976,24006,24302,750,829,750,21884,7200,80.0
21207,7081,6996,7397,172,568,389,3470,12424,932,3546,17513,17684,400,471,400,16019,3841,15.0
21209,18913,19812,20432,612,930,475,14123,33057,3439,5904,50726,51348,1742,1978,1742,45619,10848,106.0
21211,16123,17032,18967,594,946,421,10907,30362,2712,5617,44515,44967,2971,3226,2971,38040,9578,63.0
21213,6958,6924,7352,215,392,290,3985,12174,1010,2501,17727,17856,299,349,299,16364,2931,19.0
21215,6448,7173,7159,113,462,311,4447,12177,1236,2418,17677,17798,216,387,216,16472,4071,13.0
21217,9745,9985,10732,240,768,454,6305,16438,1257,5029,25055,25315,383,432,383,23182,6513,56.0
21219,4534,4769,4857,212,188,60,2727,8082,772,1754,12248,12465,292,354,292,10258,1777,2.0
21221,5977,5657,5998,101,352,203,3289,10224,1556,2450,14192,14267,125,371,125,12702,2446,6.0
21223,3555,3483,3554,101,125,58,1905,6017,670,1469,8652,8751,46,54,46,8048,2549,5.0
21225,5565,6541,5970,132,339,239,3743,9725,979,2952,14923,15065,169,281,169,13922,2064,8.0
21227,45974,47671,50652,1750,2087,1129,37129,73406,6566,17721,119624,121066,11205,11979,11205,100179,12580,55.0
21229,4490,4728,4986,76,247,83,2992,8016,620,2246,11928,12017,275,284,275,10893,2621,4.0
21231,7842,8421,8515,264,456,176,4187,14517,1130,5125,20372,20557,263,299,263,18836,5343,66.0
21233,5136,5331,5477,199,445,266,2847,9155,898,2656,13165,13331,372,427,372,11804,2311,5.0
21235,12708,13862,14745,541,1320,894,9355,22896,1956,6944,35310,35842,192,218,192,32804,5427,48.0
21237,2899,2776,3026,63,262,194,1532,5018,296,2201,7127,7221,0,10,0,6770,3108,2.0
21239,9976,9909,10991,343,411,204,6512,17668,1787,3384,25227,25591,1217,1317,1217,22390,4420,34.0
39001,10885,11037,11356,216,667,414,6069,19106,1829,5794,27898,28111,180,215,180,26012,10249,184.0
39003,40039,42491,41917,1212,2038,855,27882,69294,7274,15474,103405,104664,1280,1702,1280,95819,7627,240.0
39005,20391,21032,22370,639,1050,445,13811,35233,3735,7657,52687,53343,1133,1347,1133,47262,5387,333.0
39007,38800,40401,40468,1477,2331,1182,22112,68800,8506,15331,98089,99175,1396,2382,1396,87740,13491,496.0
39009,22328,28361,28614,495,1068,624,27529,35638,3451,10134,64548,65103,2903,3376,2903,59043,5871,236.0
39011,18231,18126,18551,597,785,331,10891,30993,2786,5365,45335,45871,445,591,445,41996,3895,61.0
39013,27732,29757,28742,500,1217,538,13502,50793,5589,10984,68809,69228,752,970,752,64492,4012,176.0
39015,17047,17569,18073,873,1303,642,9341,30392,3213,6806,43498,44059,290,407,290,40940,12237,158.0
39017,135100,144862,154059,4895,8683,4057,105059,237812,22444,43218,369211,373638,20157,22794,20157,325521,29763,1067.0
39019,10871,11519,11760,234,560,350,5956,20017,2092,3903,27879,28108,240,341,240,25925,4809,12.0
39021,15162,15777,15974,375,1212,424,9577,26605,2911,5838,38858,39175,355,493,355,36318,4212,114.0
39023,54681,52722,57751,1570,2720,1446,32573,92888,12648,22198,134704,136175,2677,3607,2677,123147,12231,388.0
39025,75236,78490,82214,2326,4229,1727,48130,136065,14139,25513,198737,201092,4160,5496,4160,183144,44723,542.0
39027,16077,16418,17142,556,828,419,10284,27753,3151,6188,41216,41854,460,662,460,38656,4482,195.0
39029,41782,43828,43452,1225,2717,1297,21878,75173,9211,16194,104206,105230,1171,1666,1171,97498,18724,492.0
39031,14397,14526,15039,437,584,225,7846,25192,2687,5012,36263,36665,202,341,202,31533,4199,38.0
39033,17657,16760,18056,621,758,507,9029,29720,3453,7164,42052,42485,407,606,407,39505,4578,261.0
39035,534559,486385,550003,14557,21955,8914,312901,871903,74103,183808,1245138,1258710,87819,110218,87819,1051936,37009,5410.0
39037,20831,20434,21400,816,694,324,12286,35498,3701,7633,51536,52185,499,590,499,48034,6389,81.0
39039,15378,15319,15725,512,810,382,9765,25881,2722,5039,38054,38488,695,928,695,34608,2837,220.0
39041,66544,71066,74436,2147,2728,798,54732,122837,9726,13957,187022,188996,12323,13711,12323,162659,13951,283.0
39043,31731,30560,32378,589,1340,616,16940,53707,6638,10546,75054,75808,1592,1949,1592,69414,3599,509.0
39045,55138,59411,60837,1899,2937,1035,38884,100589,11206,19821,148425,150163,3974,4684,3974,136676,12596,400.0
39047,11666,11166,11901,336,856,407,6646,19699,2179,4601,28391,28719,419,492,419,26081,4182,159.0
39049,489010,475072,510151,0,22929,9459,333977,812175,66407,140814,1214813,1232118,121572,132572,121572,999594,63301,2926.0
39051,16240,16596,17407,675,807,428,10579,28535,2653,5620,41927,42466,651,791,651,38023,2416,31.0
39053,11495,11834,12587,476,999,450,7074,20590,2125,5933,29946,30376,280,331,280,27541,3325,238.0
39055,34890,37163,38655,1234,1251,294,22142,63739,5911,9845,93024,94020,2424,2780,2424,78747,5257,115.0
39057,64279,66185,69958,1793,2979,1579,48561,109074,16617,19825,162757,164325,7793,10288,7793,145526,18432,425.0
39059,15863,15636,16469,275,1001,572,8718,27290,3127,7023,39073,39478,331,594,331,35996,3591,274.0
39061,335334,308410,340667,10243,14817,7333,209850,539750,44974,100363,796269,805965,40999,46623,40999,698703,43308,7825.0
39063,31549,29907,31506,910,971,426,19340,51192,5324,8507,74946,75672,2461,2761,2461,67517,12217,358.0
39065,11588,12543,13053,628,521,229,9044,19340,2001,4266,31268,31652,487,629,487,28336,4811,95.0
39067,6242,6336,6507,183,258,128,2994,11153,1442,2586,15373,15521,68,116,68,14278,1021,21.0
39069,11035,10978,11466,423,449,236,6587,19062,1890,3877,27528,27890,399,554,399,25133,2131,9.0
39071,16635,16777,17815,628,961,545,9964,29250,3467,8034,42692,43109,343,512,343,39721,7626,189.0
39073,11326,11541,11775,223,725,494,6797,19914,2544,4867,28482,28690,293,426,293,26762,3306,93.0
39075,12500,15755,16004,871,586,231,9488,24892,1618,3779,42851,43702,290,348,290,21316,4753,7.0
39077,22521,22937,23802,629,1281,638,14067,39230,3890,7913,58124,58704,1595,1740,1595,51356,5877,258.0
39079,12814,12663,13612,334,872,511,7689,22233,2342,6875,32426,32717,410,466,410,29945,3221,346.0
39081,27776,27252,29599,632,1257,683,15540,47810,5892,12310,67213,67607,867,1143,867,62633,3868,141.0
39083,23029,23922,25358,823,1128,262,15620,39526,4348,8479,60319,60878,817,1058,817,54591,5135,56.0
39085,95249,91956,98242,2232,3421,848,52543,163400,15965,27819,227122,229266,12421,13877,12421,201977,9260,2195.0
39087,23243,24306,25849,664,2029,1058,14097,42820,4523,13107,60699,61503,354,593,354,57178,7163,188.0
39089,64034,66180,70487,2095,3555,1639,43795,113951,13430,23367,167701,169762,3284,4471,3284,154109,15832,267.0
39091,18720,17953,18521,661,949,629,9897,31017,3290,6508,44805,45388,609,740,609,40741,7334,134.0
39093,117609,120586,126751,3126,5830,2347,77031,207879,21688,45940,301061,304091,8823,15716,8823,264297,18423,1101.0
39095,178477,168025,182567,5623,8377,3661,112555,290221,26216,65467,429547,434800,15264,17547,15264,380722,17296,871.0
39097,14809,19946,16002,554,694,337,10119,30727,3066,5849,43041,43537,664,985,664,39930,6876,200.0
39099,97484,93415,100643,2164,3485,1552,54778,164692,17449,35610,230997,233015,6637,10148,6637,207036,17135,928.0
39101,24418,29102,25173,975,1590,1006,14206,46162,5098,11891,64789,65620,914,1236,914,59408,7791,416.0
39103,66465,69621,72465,1851,2924,975,43656,120879,12525,18286,173960,175543,4868,5832,4868,158159,8438,330.0
39105,9204,9356,9790,344,677,274,4852,16515,1833,5040,23048,23345,67,135,67,21939,2665,40.0
39107,16109,16072,16186,544,424,149,9788,27115,2557,4462,40364,40886,370,544,370,37406,3760,42.0
39109,41106,41149,42946,1235,1716,716,24931,71649,7865,13592,102596,103864,1732,2422,1732,95426,9992,210.0
39111,5986,5960,6032,138,137,66,2751,10470,1165,2829,14309,14442,69,90,69,13244,1242,31.0
39113,222677,205848,227861,6792,11201,5577,139113,362549,41987,80159,526347,532761,23030,27894,23030,471265,34946,3107.0
39115,5932,6027,6188,150,271,202,2947,10417,1209,3071,14749,14857,76,176,76,13725,1437,7.0
39117,12606,14033,14080,261,1256,601,8491,23736,2437,4994,34828,35032,123,175,123,32206,4276,54.0
39119,34178,33334,36366,1174,1533,700,20775,58097,5821,13724,84876,85991,1049,1418,1049,79139,8670,118.0
39121,4863,7708,4502,101,314,119,2657,10719,1532,1893,14290,14429,110,174,110,13227,1118,14.0
39123,17384,16890,17673,222,568,220,8327,30239,3415,6270,40740,40981,338,506,338,38132,2336,90.0
39125,7659,7606,7719,305,540,214,4346,13115,1454,3135,18831,19057,274,321,274,17288,1778,14.0
39127,13535,14358,14447,392,1018,538,8436,24171,2634,5998,35568,35947,219,282,219,33090,3556,95.0
39129,19173,24818,21734,655,1364,671,13202,38985,3932,7776,56209,56804,588,901,588,52595,8353,78.0
39131,10908,11113,11615,350,949,448,6391,19226,1731,6450,27941,28298,150,180,150,25830,2602,81.0
39133,61585,66321,70197,1554,2647,1033,47222,103493,11080,20615,160420,161796,6449,7373,6449,146851,9436,440.0
39135,16048,16543,17202,432,933,532,9771,28699,3234,6494,41127,41561,457,694,457,38431,5118,96.0
39137,13092,13301,13520,431,480,255,8758,22548,2013,3426,33723,34116,285,365,285,30775,3749,11.0
39139,47935,50611,49288,1330,2512,1161,27596,84981,9560,17791,120622,121888,1845,2161,1845,110586,10998,355.0
39141,28308,33408,29996,883,2019,937,17504,54241,5924,13782,76334,77193,666,1016,666,71491,8994,267.0
39143,23666,23694,24859,669,1247,731,14189,41173,4186,8480,59217,59870,917,1070,917,53509,3824,304.0
39145,29778,31049,32380,799,2345,1518,18682,53122,5527,16115,76619,77366,788,1087,788,72029,8241,440.0
39147,21349,22484,23001,621,675,340,14689,37039,4016,7648,55143,55711,731,983,731,51173,4380,182.0
39149,18428,19133,19371,812,699,369,12092,32301,3326,6097,48228,48949,821,939,821,44417,4807,222.0
39151,151101,147530,159924,4148,6225,2432,91780,258785,28064,49242,370592,374762,7724,9320,7724,340969,24684,1135.0
39153,221887,213611,231850,5899,8941,3907,134622,375132,35122,67459,535785,541372,26222,29830,26222,480964,52062,771.0
39155,86508,82012,87940,2318,4372,1994,42908,145249,17532,29356,202557,204908,2903,3571,2903,184478,46091,713.0
39157,36325,36505,38625,1151,1591,621,20623,64053,6739,12954,91251,92579,1528,1872,1528,81148,8022,105.0
39159,18798,20085,22494,652,842,293,14167,35863,3302,5805,53301,53955,1780,1997,1780,48425,5779,85.0
39161,11427,11203,11827,370,499,182,6839,19492,2138,4219,28177,28501,263,332,263,26381,2649,44.0
39163,4942,5374,5309,179,530,209,2810,9018,859,2754,12976,13128,22,73,22,12016,1156,52.0
39165,79466,87464,87668,2436,3439,1446,59316,147940,13834,20359,219911,222184,13481,14885,13481,193366,17787,422.0
39167,25306,25162,26061,653,1269,543,13020,43337,5168,12007,60535,61154,875,1262,875,56801,5730,185.0
39169,43037,45066,47046,1652,1951,965,28596,75672,6966,12638,114361,115747,2394,2766,2394,96842,10150,278.0
39171,15077,14948,15258,467,823,260,8701,25769,2478,5204,36823,37270,497,641,497,34025,2857,16.0
39173,50025,52290,55175,1488,1845,876,41786,79630,7753,13967,128026,129418,4074,4897,4074,115735,7079,227.0
39175,9144,8884,9183,212,456,203,5219,15415,1578,2911,22100,22359,344,430,344,20443,2286,47.0
42001,38269,41409,43204,1064,2145,846,23933,70701,7998,13559,100857,101759,4048,5042,4048,90305,10660,102.0
42003,531075,494382,542394,14508,17116,6270,286799,880163,82550,160211,1216752,1230360,69149,77918,69149,1081333,44397,4967.0
42005,28250,28004,28743,630,952,323,12785,49477,5737,12576,66929,67512,433,621,433,62850,4669,175.0
42007,69921,67806,73873,1543,3284,1397,35204,122503,13622,24745,167904,169205,2787,3585,2787,155853,6767,343.0
42009,19757,20219,20498,531,1048,474,9364,35306,3864,8528,48416,48852,264,414,264,45151,4532,38.0
42011,152451,163797,172540,5239,8805,2810,103356,278049,25822,54583,409499,414097,29202,46703,29202,320513,21021,656.0
42013,50954,50350,54017,1396,2480,1208,26496,88815,11121,21020,124621,125917,1448,1933,1448,116068,7934,251.0
42015,24483,24845,25674,588,1113,424,12633,43610,5913,9087,61178,61808,829,1180,829,56612,4675,99.0
42017,233517,251931,266384,6534,11664,2743,147847,442193,36943,66266,620251,626220,53405,60035,53405,526684,29546,109.0
42019,74762,75816,78693,1864,2463,1050,44076,130462,14377,22436,184201,185974,3782,4516,3782,171257,8954,192.0
42021,57214,56730,59193,1366,2040,944,31048,98242,11968,24180,136427,137762,1611,2217,1611,127294,6443,467.0
42023,2187,2037,2103,34,119,80,793,3632,572,922,4769,4807,87,93,87,4483,696,0.0
42025,25813,26706,27259,566,1625,697,12632,47165,5846,10670,63799,64330,1724,2475,1724,58840,3148,64.0
42027,57037,73320,65750,1451,1370,450,58312,93781,9147,15430,157805,159178,12903,14394,12903,136660,8069,92.0
42029,186721,201574,211704,5659,7748,1976,135889,344791,27083,41928,506688,512028,47128,52969,47128,424748,21975,456.0
42031,15848,15937,17021,471,459,171,9746,26119,2809,6498,38629,38939,396,545,396,35476,2381,19.0
42033,31303,35966,32758,616,1507,734,14914,59324,6749,13503,80625,81170,2412,2821,2412,74024,9827,32.0
42035,14710,16008,16820,551,605,318,10172,25045,3054,5902,39169,39536,546,876,546,35388,3197,46.0
42037,26356,27076,29755,571,1053,389,18079,43723,4426,8065,66248,66772,1542,2065,1542,61771,3765,76.0
42039,34526,34617,37092,1062,1092,438,19203,59938,6875,13684,86149,87027,1032,1408,1032,77268,5839,156.0
42041,96501,99467,103345,2657,3631,1400,58107,169530,19925,26647,241218,243838,14322,17518,14322,210833,15699,14.0
42043,110211,105934,115413,3615,5409,2043,62067,187723,18275,35681,268623,271962,19560,25655,19560,225421,12037,694.0
42045,203610,217554,241301,7093,13176,5110,150517,377935,29138,65028,555845,562316,54696,60495,54696,466492,19622,1624.0
42047,13362,12981,13142,279,474,202,6098,22764,2823,5145,30839,31111,289,378,289,29181,1969,41.0
42049,110047,111853,116939,3129,5175,1898,70047,187749,20689,41209,276245,279133,12625,15647,12625,245345,12168,295.0
42051,53654,55394,57482,1441,2548,919,25345,97484,10173,23609,132863,134229,1218,1894,1218,124240,9261,293.0
42053,1816,5828,1553,6,76,68,479,6495,698,1015,7485,7493,176,290,176,6820,237,7.0
42055,59392,60318,63647,1527,2657,1024,32599,105687,12683,19055,151094,152707,4962,7082,4962,133604,16305,190.0
42057,5989,6075,6012,126,275,114,2960,10406,1206,2331,14551,14653,82,142,82,13677,1776,5.0
42059,14400,16508,15248,517,877,366,7724,26768,2928,6986,37236,37669,305,435,305,34645,2089,45.0
42061,16975,20695,17960,571,787,349,9454,32701,3559,6857,45347,45844,475,837,475,42260,3892,33.0
42063,34059,37005,37215,825,983,497,24349,56145,5973,12356,86764,87491,1494,1916,1494,77704,4353,84.0
42065,18360,18182,18658,600,803,383,8700,31541,3560,7004,44069,44575,239,360,239,40388,2831,17.0
42067,9326,10018,10171,317,411,258,4668,17397,1567,3446,24515,24811,528,697,528,21215,2488,8.0
42069,85174,84809,92910,1815,3367,1248,49489,149770,15664,31914,211195,213006,10875,14560,10875,183461,9854,539.0
42071,196171,206168,220192,7617,8927,2854,124790,354397,31537,61221,525813,533110,24378,39602,24378,417206,39293,723.0
42073,36302,35392,38492,993,2156,821,18585,63036,6885,14261,87694,88528,1168,1510,1168,80479,3449,75.0
42075,52247,53496,57127,1723,2567,1157,30086,93706,10165,17598,135248,136950,5207,11061,5207,114021,11066,412.0
42077,135363,140078,151158,4440,7746,2472,86860,243937,21071,49613,354745,358792,37999,56759,37999,259649,13454,239.0
42079,127514,131074,136784,3503,6182,2297,69803,226781,24034,48952,315690,318917,18109,21868,18109,271910,13823,1026.0
42081,45587,46936,49440,1395,1547,531,25629,80680,9384,17386,115091,116313,1844,2459,1844,105810,8489,340.0
42083,17259,18351,17341,530,720,337,9383,30138,3660,7255,42180,42609,672,865,672,39244,2653,63.0
42085,45350,47088,48994,1283,2482,917,25707,79922,9700,18083,113498,114598,1593,2192,1593,103957,5461,81.0
42087,18695,18384,19505,532,1019,528,8953,32676,4078,8006,46119,46585,477,622,477,39865,4909,44.0
42089,57127,68382,70967,1694,5005,2205,42125,113238,10758,24080,165877,167126,17928,21475,17928,135034,4447,220.0
42091,309884,321181,347347,8767,13317,4160,202771,570837,44453,80135,807493,815876,84438,92891,84438,666610,33668,88.0
