GEO.id2,HC01_VC03,HC01_VC36,HC01_VC43,HC01_VC52,HC01_VC62,HC01_VC70,HC01_VC76,HC01_VC85,HC01_VC101,HC01_VC106,HC01_VC119,HC01_VC130,HC01_VC140,HC01_VC146,HC01_VC160,HC01_VC171,HC01_VC186,TotalDrugReports
42037,26413,27110,30010,704,981,363,18735,43801,4803,7325,66503,67089,1572,1991,1572,61781,3858,123.0
42039,34713,34832,37345,1134,1137,469,19902,60100,7633,14037,86874,87801,1025,1378,1025,77635,5653,60.0
42041,95835,97407,101712,2544,3199,1233,58914,165519,20801,25544,237017,239420,13118,16005,13118,208640,16378,53.0
42043,109027,104911,114609,3511,5468,2225,63931,185654,19941,34494,266917,269946,17499,23389,17499,225667,12484,812.0
42045,204571,216006,240400,7301,12866,4936,154488,374231,32677,62837,554209,560775,53704,58974,53704,465003,18057,1453.0
42047,13375,13157,13344,248,482,189,6268,23203,2808,4623,31337,31584,275,370,275,29508,2131,27.0
42049,109700,111668,117418,3023,5146,1841,71984,186224,21359,41017,277159,280132,11847,14637,11847,246295,13543,322.0
42051,53987,55642,57983,1364,2767,1113,26545,98003,11551,24281,134117,135376,1283,2049,1283,125605,8978,360.0
42053,2075,5105,2068,13,95,61,918,6165,822,1244,7632,7649,161,238,161,6980,222,6.0
42055,58298,59289,62885,1740,2259,811,32972,103988,12625,17724,149754,151517,5248,7071,5248,131550,17732,161.0
42057,5981,6065,6016,171,282,138,3117,10413,1283,2223,14616,14747,119,174,119,13703,1679,2.0
42059,14383,16754,15435,454,812,347,7963,27047,3399,6464,37808,38171,175,344,175,35022,2367,52.0
42061,17231,20568,18116,586,781,385,9370,32658,3932,6607,45506,45950,562,796,562,42124,3574,44.0
42063,34398,37251,37581,1022,1121,491,24413,56409,6603,11792,87425,88301,1563,1903,1563,79299,4410,52.0
42065,18583,18217,18836,543,661,261,9212,31649,3753,7014,44419,44935,290,442,290,40881,3781,44.0
42067,9329,9897,10147,313,467,319,5019,17195,1650,3529,24507,24793,452,610,452,21388,2559,39.0
42069,85335,85095,93563,1794,3317,1040,51485,149598,17302,31674,212259,214023,10892,13880,10892,184616,9223,380.0
42071,194503,202991,217198,7584,9258,3184,127322,347425,33000,57894,519763,526839,24049,38660,24049,414705,42233,459.0
42073,36616,35704,38936,754,1853,745,19326,63720,7337,13005,89096,89859,1253,1476,1253,81608,3968,172.0
42075,51793,52815,56522,1718,2297,942,30660,92605,11095,15816,133475,135184,4873,10491,4873,113351,11502,358.0
42077,133684,137766,149420,4420,7505,2502,86632,240713,22671,48347,350648,354537,35965,52574,35965,258859,13880,206.0
42079,129335,131118,137622,3632,6231,2396,71795,226766,26777,48572,317162,320392,16920,20002,16920,276313,13420,1148.0
42081,46008,47059,49708,1439,1767,754,26777,80224,10048,16915,115501,116676,1655,2319,1655,106407,9420,256.0
42083,17340,18325,17537,589,849,435,9934,30264,4177,7170,42587,43024,636,919,636,39616,3053,36.0
42085,46128,47127,49352,1171,1948,845,26608,80261,10351,18093,114814,115739,1620,2344,1620,104471,6122,121.0
42087,18822,18372,19497,518,923,434,9128,32633,4092,8011,46231,46705,349,484,349,40094,5284,33.0
42089,57661,68095,70703,1909,4684,2029,45184,112394,12549,22962,166878,168342,17681,20587,17681,136803,5179,244.0
42091,307953,317018,343700,8579,12769,3487,205170,564218,48393,74958,800821,809372,81168,89433,81168,664123,33582,35.0
