GEO.id2,HC01_VC03,HC01_VC35,HC01_VC42,HC01_VC51,HC01_VC61,HC01_VC69,HC01_VC75,HC01_VC84,HC01_VC99,HC01_VC104,HC01_VC117,HC01_VC128,HC01_VC138,HC01_VC144,HC01_VC156,HC01_VC167,HC01_VC183,TotalDrugReports
21119,6012,6694,6945,217,415,270,4096,11299,992,0,16338,16587,84,169,84,15475,6083,165.0
21121,12573,12079,13228,421,782,533,7425,20852,2353,0,31331,31765,264,328,264,29029,14225,218.0
21123,5005,5648,5754,182,261,114,3361,9639,1138,0,13906,14080,218,304,218,12856,3729,9.0
21125,21714,22441,23728,866,1503,977,13301,39043,4331,0,57406,58155,473,700,473,53453,18571,221.0
21127,5647,6266,6511,171,403,247,3539,10714,1040,0,15649,15841,50,58,50,14450,5097,66.0
21129,2750,3681,2927,104,121,58,1571,5625,400,0,7734,7865,29,36,29,7366,3574,31.0
21131,4450,4505,4877,87,308,198,2569,7850,433,0,11379,11470,31,36,31,10749,3500,56.0
21133,9586,9711,10313,269,799,568,5261,17044,1198,0,24227,24462,101,169,101,22719,8178,162.0
21135,5030,5527,5560,227,218,126,3122,9616,890,0,13829,13968,35,35,35,12694,2650,39.0
21137,9983,9557,10147,293,580,278,5793,16612,2039,0,24553,24779,20,167,20,22871,11800,13.0
21139,3605,3894,4022,128,292,175,1932,6839,812,0,9467,9514,69,92,69,8841,1461,5.0
21141,10697,10616,10941,373,722,523,5800,18300,2172,0,26520,26838,918,1079,918,23688,4228,9.0
21143,3272,4079,3236,65,26,3,1259,6532,1083,0,8320,8367,17,59,17,7833,1517,15.0
21145,27541,24989,28037,1006,1199,649,15084,45586,6158,0,64381,65217,1173,1589,1173,59514,8086,51.0
21147,6351,7623,6917,251,372,291,4204,11958,1218,0,17849,18122,148,207,148,16611,2467,62.0
21149,3736,3768,3934,174,184,168,2403,6533,808,0,9494,9635,27,65,27,8936,3597,8.0
21151,30756,31941,34836,1195,1547,1023,26445,49941,5552,0,80303,81580,2146,2516,2146,73598,15962,280.0
21153,4671,5180,5395,167,223,138,3374,8528,506,0,13098,13294,0,68,0,12671,4958,43.0
21155,7135,8067,7552,325,268,160,4788,13135,1286,0,19319,19619,329,379,329,17561,4016,30.0
21157,12795,12665,13292,310,508,270,6692,22469,2972,0,31096,31386,270,450,270,29183,5496,11.0
21159,4337,6014,4773,92,258,166,2881,9125,713,0,13029,13138,11,204,11,12211,5828,64.0
21161,6674,6581,7284,213,497,194,3871,11760,1342,0,17190,17362,185,212,185,15409,2886,160.0
21163,10043,11029,11183,315,642,317,7883,18334,3272,0,28595,28907,386,1002,386,26103,4581,7.0
21165,2345,2545,2806,44,102,89,1292,4591,465,0,6398,6427,0,25,0,5999,2637,15.0
21167,8464,8139,8865,308,348,131,4891,14718,1632,0,21000,21272,142,239,142,19491,6534,23.0
21169,3991,4029,4155,168,116,89,2261,6906,676,0,9992,10130,152,174,152,9362,2086,7.0
21171,4347,4367,4617,122,199,172,2564,7597,914,0,10988,11089,220,235,220,10204,2900,30.0
21173,10066,9966,10585,304,566,303,5890,17492,1866,0,25581,25908,273,350,273,23739,8915,166.0
21175,4433,6640,5041,70,309,173,3139,9920,669,0,13955,14055,87,108,87,12801,4723,33.0
21177,12364,12946,12904,410,679,335,6966,22054,2344,0,31050,31541,255,359,255,29177,8676,42.0
21179,16173,16028,17129,745,924,627,10512,28143,3428,0,41976,42523,664,898,664,38391,9439,21.0
21181,2741,2741,3014,182,201,132,1498,4949,426,0,7020,7136,44,78,44,6397,2096,41.0
21183,8770,9175,9686,371,572,329,5235,16086,1767,0,23473,23837,307,485,307,21619,9515,43.0
21185,19280,24062,21246,632,526,272,17128,38733,4566,0,58186,58784,2107,2505,2107,52747,11846,51.0
21187,4679,4320,4346,255,234,132,2383,7400,948,0,10722,10928,109,175,109,10049,1971,15.0
21189,1487,1918,1830,40,284,224,1180,3263,397,0,4686,4742,4,28,4,4510,2130,10.0
21191,5326,5885,5889,279,351,168,3779,9761,1017,0,14667,14894,0,60,0,13768,1689,36.0
21193,10816,11547,12048,313,962,710,6317,19798,1800,0,28418,28739,104,186,104,26869,7938,331.0
21195,27022,25765,27690,806,1776,1009,14246,45445,3810,0,64542,65309,415,622,415,60685,12788,191.0
21197,4701,5074,5094,244,387,306,2630,8498,884,0,12597,12786,36,42,36,11830,4375,104.0
21199,25872,24448,26013,739,1407,977,14289,43219,5220,0,61435,62062,794,970,794,57247,19746,324.0
21201,852,1000,872,83,53,26,639,1376,164,0,2191,2278,5,23,5,2098,476,6.0
21203,6475,6720,7033,207,569,419,3971,11658,1192,0,16870,17075,73,73,73,16064,7935,106.0
21205,8285,9398,9879,461,377,224,7814,13421,1203,0,22692,23075,324,428,324,20812,7217,188.0
21207,7466,6839,7364,227,193,71,3359,12166,1445,0,17197,17445,295,323,295,16203,3686,34.0
21209,17242,16787,17897,505,1006,716,12781,28688,2907,0,44324,44868,1157,1251,1157,39833,9008,78.0
21211,15051,15294,17004,632,750,333,10354,27262,3709,0,40286,40899,2325,2534,2325,35092,8250,13.0
21213,6667,6648,7039,187,357,155,4031,11504,1186,0,17014,17214,208,243,208,15551,3074,13.0
21215,6086,6496,6476,287,344,206,4125,11090,1245,0,16358,16582,279,396,279,15228,4155,3.0
21217,9628,9354,10369,363,489,199,5958,15967,1736,0,23968,24247,435,528,435,21676,5614,53.0
21219,4640,4537,4940,259,313,216,2981,7824,832,0,12087,12307,193,237,193,10621,2805,4.0
21221,6074,5714,5883,112,218,166,3261,10029,1596,0,14015,14117,119,181,119,13015,2141,6.0
21223,3390,3516,3545,153,149,130,2352,5980,623,0,8745,8872,180,249,180,8053,2211,7.0
21225,5639,6190,6146,213,379,255,3657,9553,1194,0,14946,15077,223,261,223,13693,3034,0.0
21227,41979,43029,45999,1835,1403,740,34367,66578,7769,0,108198,109775,8275,9211,8275,93119,12942,61.0
21229,4463,4574,4745,222,184,76,2827,7644,715,0,11403,11593,162,206,162,10544,3270,16.0
21231,8604,8341,8476,242,690,424,4657,14296,1315,0,20509,20716,298,369,298,19093,4267,73.0
21233,4992,5413,5671,197,375,265,3064,9395,975,0,13539,13734,288,299,288,12347,2940,14.0
21235,13102,13750,15048,437,1099,660,9586,23273,2413,0,35577,36006,243,348,243,33149,10580,313.0
21237,2493,2879,2965,31,114,90,1632,4928,561,0,7241,7315,24,43,24,6760,3771,18.0
21239,10001,9496,10144,284,330,201,5959,16780,2082,0,24281,24523,1459,1574,1459,21138,3985,53.0
39001,10754,11132,11508,441,696,406,6517,19088,2028,0,28145,28578,107,150,107,25814,4718,265.0
39003,40719,42519,42759,1483,1673,991,28738,69224,9234,0,105290,106586,1716,2209,1716,96925,10384,140.0
39005,20040,20828,22021,719,819,260,13789,34775,4475,0,52733,53341,912,1093,912,46706,8611,171.0
39007,38911,40493,41372,990,2142,1028,24795,69327,10272,0,100941,101867,1667,2609,1667,90888,10204,104.0
39009,22283,27626,28090,715,636,291,28996,33138,3943,0,63787,64455,2705,2942,2705,58493,9787,267.0
39011,18209,18002,18523,767,759,459,11527,30640,3781,0,45341,46023,330,436,330,42212,4098,55.0
39013,29004,29658,29506,729,1112,500,14789,50549,6744,0,69738,70403,573,763,573,65662,4366,38.0
39015,15997,17559,17949,534,799,361,10763,29912,3930,0,44109,44618,76,244,76,40928,5560,86.0
39017,134287,139031,148206,5075,7020,3321,103909,230847,26540,0,358694,363465,17850,20380,17850,316501,53925,494.0
39019,11488,11656,11850,439,609,294,6333,20164,2376,0,28586,28988,165,230,165,26426,3269,12.0
39021,15161,15617,16109,558,619,304,10194,26542,3593,0,39700,40140,516,770,516,36726,5750,79.0
39023,55145,53209,58621,1727,3247,1829,35001,93541,15098,0,137544,139374,2934,3773,2934,125884,19231,33.0
39025,72927,74374,78435,2647,3228,1341,49841,128470,14788,0,192683,195312,4256,5287,4256,175566,23411,349.0
39027,16323,16184,17475,780,795,434,10713,27651,3919,0,41667,42416,628,909,628,38456,5101,138.0
39029,42162,44360,44619,1438,1818,875,24519,75907,10153,0,107211,108609,1263,1616,1263,100490,8280,61.0
39031,14582,14415,15177,442,823,390,8660,24883,3687,0,36561,37046,121,227,121,32767,3808,9.0
39033,18105,17173,18705,496,656,346,10508,30606,4166,0,43828,44294,409,657,409,40900,6053,81.0
39035,538944,490004,561062,16473,24570,11507,337515,881312,98038,0,1279367,1293825,90526,108848,90526,1081515,35629,893.0
39037,20769,20463,21546,684,753,398,12520,35588,4233,0,52403,52945,450,607,450,48564,6073,30.0
39039,15232,15234,16022,488,807,449,10243,25893,3328,0,38789,39119,603,873,603,34982,2997,100.0
39041,61203,61107,64273,2409,1390,487,48293,107421,9840,0,163930,166108,8763,10146,8763,142424,9422,1265.0
39043,31855,30799,32518,761,1414,654,17814,54004,7795,0,76602,77454,1448,1782,1448,70460,3584,114.0
39045,53911,55100,57398,1891,2454,1058,38726,94413,12039,0,142274,143949,3432,4084,3432,129291,12393,314.0
39047,11597,11135,11836,440,661,270,6558,19374,2532,0,28489,28913,403,437,403,26208,4463,33.0
39049,457799,437782,473049,18829,20189,8799,325484,732714,74441,0,1123935,1141117,101511,110469,101511,942005,57318,812.0
39051,16345,16282,17245,567,547,236,11386,28265,3293,0,42259,42756,746,963,746,38227,2670,13.0
39053,12246,11969,12866,467,599,242,7699,20687,2269,0,30548,30943,178,290,178,28423,5764,240.0
39055,34285,35798,37844,1100,1038,323,23779,62437,6732,0,92576,93604,2646,3074,2646,77915,3376,26.0
39057,61962,63415,67776,1974,2262,1168,51417,101427,17914,0,158120,159940,6479,8540,6479,142210,25183,162.0
39059,16217,15556,16651,585,860,485,9440,27242,3644,0,39842,40351,453,563,453,36679,3877,90.0
39061,327864,304745,340320,11889,13491,6827,220053,526827,57190,0,791701,802194,37145,41546,37145,701364,52671,3628.0
39063,30632,28734,31237,976,721,371,19686,49182,6150,0,73813,74670,2035,2214,2035,66659,4901,124.0
39065,11768,12543,13309,472,596,246,10111,19450,2330,0,31564,32104,273,355,273,29091,4242,190.0
39067,6377,6309,6584,226,242,158,3445,11207,1418,0,15661,15867,49,73,49,14679,1417,0.0
39069,11111,11083,11512,456,349,156,7437,19040,2325,0,28042,28546,394,526,394,25398,1975,5.0
39071,16638,16704,17778,638,1022,457,10420,28839,3834,0,43091,43648,238,348,238,39821,6247,194.0
39073,11486,11724,11835,426,523,308,7204,19907,2768,0,29005,29338,146,312,146,27140,4397,40.0
39075,12120,14778,15047,917,690,248,9654,23393,1567,0,41268,42068,322,471,322,21337,4537,17.0
39077,22972,22752,23975,867,1404,717,15180,39177,5010,0,59011,59932,1874,2117,1874,52576,5347,87.0
39079,13105,12671,13690,677,687,317,7605,22209,3124,0,32522,33165,117,292,117,29983,4081,232.0
39081,29130,27816,30721,618,1122,633,16119,49348,7591,0,69439,70041,806,1104,806,64800,3243,44.0
39083,22582,23190,24907,734,669,328,16200,38342,4703,0,59431,60201,914,1225,914,53387,5533,10.0
39085,94211,90220,97117,2313,3290,1163,55981,160406,20830,0,227208,229418,12099,13217,12099,200277,9031,424.0
39087,24631,24047,26386,638,1799,895,14571,42872,5602,0,61973,62647,224,355,224,58133,11307,110.0
39089,62569,62701,67097,2478,3133,1336,43643,108213,14910,0,161562,163708,2664,3481,2664,148291,17654,371.0
39091,18398,17705,18641,640,649,259,10864,30679,3699,0,45446,46006,563,694,563,41207,5287,75.0
39093,114479,116654,123156,3489,5719,2540,78451,201559,25636,0,296541,299605,8492,13736,8492,259370,18528,37.0
39095,179000,169793,185737,6669,7986,3704,123741,288265,32483,0,438231,444046,16433,18634,16433,388215,17015,750.0
39097,14745,19427,15462,433,706,249,10069,29362,3751,0,42408,42844,732,893,732,38675,6229,112.0
39099,99024,94915,104094,3040,4680,2122,59227,168490,21527,0,239198,241899,7467,9896,7467,213408,10247,626.0
39101,24863,28613,25731,790,1566,646,15000,45697,5762,0,65869,66530,919,1196,919,61050,9806,138.0
39103,64202,65286,68707,2154,2435,839,46037,114384,13999,0,168147,170137,5373,6266,5373,151636,12543,244.0
39105,9675,9446,9771,202,436,246,5130,16408,2373,0,23446,23649,56,89,56,22111,3294,43.0
39107,15606,15835,16261,760,518,265,10565,26828,3438,0,40270,40958,284,350,284,37312,3605,63.0
39109,41087,39822,42113,1192,2139,1154,24788,69543,9375,0,101103,102315,1754,2246,1754,93585,9988,100.0
39111,6174,6074,6100,101,159,90,3246,10546,1630,0,14635,14751,86,112,86,13710,1421,2.0
39113,223660,206006,229590,7165,9160,5126,148388,361642,50392,0,531729,538461,17769,21858,17769,479533,52457,1685.0
39115,6187,6019,6177,174,337,220,3662,10383,1465,0,14949,15113,31,133,31,14013,1480,44.0
39117,13037,13601,13902,626,852,379,8399,23153,3119,0,34225,34815,201,321,201,31724,5606,47.0
39119,34121,32687,36145,1128,1463,705,22140,57225,7165,0,84831,85951,716,990,716,78437,9560,35.0
39121,4904,7819,4932,103,287,107,2360,10905,2032,0,14479,14634,18,58,18,13639,1325,2.0
39123,17933,16797,17618,458,507,229,9198,29989,4225,0,41157,41553,663,792,663,38108,2615,25.0
39125,7661,7723,7899,320,575,324,4717,13184,1596,0,19392,19679,209,213,209,17758,2050,8.0
39127,13554,13907,14177,590,765,374,9242,23472,3006,0,35367,35843,135,281,135,32924,3424,100.0
39129,19045,23895,20777,912,1192,627,13320,37248,4440,0,54396,55128,591,755,591,50962,8973,171.0
39131,10643,11138,11480,312,1011,449,7317,18972,2287,0,28380,28674,139,241,139,26464,3597,90.0
39133,61819,64026,68186,1765,2370,1118,48934,100830,12507,0,158311,159943,4300,4958,4300,145623,9158,222.0
39135,16392,16613,17351,455,811,294,10298,28755,3610,0,42074,42502,436,537,436,39089,5388,33.0
39137,12891,13384,13651,498,431,210,9142,22496,2091,0,34216,34647,376,402,376,30921,2512,5.0
39139,48557,51696,50776,1758,1891,1112,29901,86399,12370,0,124376,125980,2234,2737,2234,113840,10022,180.0
39141,28107,33470,29524,1034,1294,630,18359,53806,7779,0,76533,77537,777,1378,777,70899,9681,457.0
39143,24109,23840,25080,805,926,402,15176,41362,5770,0,60530,61284,1365,1633,1365,54100,4336,20.0
39145,30162,31502,32682,948,2180,1430,19057,53292,6867,0,78059,78988,791,976,791,72565,9571,462.0
39147,22138,22644,23276,574,933,378,15534,37411,5027,0,56490,57091,789,955,789,51889,5086,85.0
39149,18488,18845,19286,605,871,430,13416,31910,3770,0,48796,49350,887,1068,887,44529,4547,72.0
39151,150921,145469,159499,4588,6011,2790,96333,255874,33877,0,372027,376346,7396,8500,7396,341421,28916,274.0
39153,223122,209906,230022,6690,8286,3854,141374,368126,44511,0,537665,543150,22707,25776,22707,481872,24520,336.0
39155,86463,83504,90300,2309,4126,1712,48837,147798,20274,0,210722,212780,3370,4324,3370,191160,35115,292.0
39157,36128,36010,38375,1189,1443,515,21469,63191,8523,0,91413,92508,1045,1347,1045,82277,7146,57.0
39159,17826,18067,20986,678,563,203,13679,33134,3139,0,50168,50708,1208,1480,1208,45098,6873,68.0
39161,11472,11115,12042,317,368,208,7090,19539,2297,0,28761,29029,308,403,308,26487,3183,69.0
39163,5349,5374,5360,222,453,190,3242,9030,1089,0,13322,13485,24,125,24,12453,2181,40.0
39165,74144,79801,79646,2917,2855,1325,56847,136044,15791,0,205128,207790,9893,11360,9893,180819,24038,274.0
39167,25373,24653,26589,697,916,495,15002,43186,5972,0,61511,62066,609,883,609,57840,6613,120.0
39169,42395,43992,46132,1365,1795,720,28597,73642,8616,0,113104,114438,1828,2208,1828,95573,15164,162.0
39171,14953,15169,15455,421,678,254,9178,25896,3282,0,37762,38172,564,732,564,34807,2989,1.0
39173,48636,49667,53373,1239,1930,1147,42982,76468,9747,0,124187,125295,3746,4399,3746,113213,6552,120.0
39175,9169,8771,9319,432,227,102,5677,15418,1897,0,22301,22665,311,391,311,20661,2672,11.0
42001,38331,40129,42174,1380,2112,1003,25390,67971,9489,0,99647,100839,4027,4875,4027,89102,9961,52.0
42003,522703,482331,540982,14063,15447,6921,304657,856341,104387,0,1210401,1223066,56870,64559,56870,1081474,37299,3415.0
42005,28814,28223,29506,774,932,337,14196,49894,6868,0,68761,69489,567,793,567,64595,3583,124.0
42007,70350,67929,74979,1786,2402,1142,37858,122510,17135,0,170091,171569,3185,4050,3185,155358,6565,125.0
42009,19913,20232,20716,600,696,398,10340,35391,4722,0,49374,49882,321,483,321,46178,5062,46.0
42011,153307,158759,168410,4961,7487,2904,105913,269301,32200,0,402692,407310,26347,41122,26347,320035,18889,223.0
42013,51651,50133,54671,1375,1799,885,27979,88355,13064,0,125717,127071,1262,1743,1262,116468,7492,231.0
42015,24861,24621,26046,750,1226,414,13733,43312,6258,0,61647,62415,769,998,769,57172,4633,75.0
42017,229552,245188,259493,6639,10746,2999,155984,429091,44252,0,616749,622859,50653,56340,50653,526455,24263,1421.0
42019,71911,72223,76167,2181,1761,770,47272,124152,16573,0,180489,182554,3128,4024,3128,166410,7771,81.0
42021,58802,59438,62061,1341,2019,979,32454,102479,15608,0,143443,144741,2099,2585,2099,132649,6370,154.0
42023,2181,2173,2223,34,69,55,1011,3810,593,0,5131,5197,45,69,45,4891,584,5.0
42025,26111,26197,27285,839,1401,459,13707,46367,6558,0,63726,64563,1694,2282,1694,58379,4299,35.0
42027,54971,68058,63257,1484,1167,580,61643,82659,9870,0,150146,151411,9934,11183,9934,131443,8599,65.0
42029,181136,189389,200202,6649,6549,1355,134821,323963,33394,0,484740,490571,40791,45876,40791,407055,22106,229.0
42031,15742,16237,17553,529,382,188,10564,25931,3634,0,39817,40290,362,442,362,37200,2225,52.0
42033,32823,34730,33642,995,940,400,16638,58311,8555,0,81244,82131,750,1318,750,75443,12533,72.0
42035,15238,15723,16625,309,551,302,11104,25139,3818,0,38597,38970,557,724,557,35222,2376,13.0
42037,25884,26515,29823,697,854,449,19469,43372,6003,0,65850,66642,1267,1681,1267,61390,3145,37.0
42039,35456,35026,37680,877,995,502,21113,60455,8558,0,88373,89153,1077,1510,1077,79266,4719,59.0
42041,93739,92973,98770,2236,2422,1117,59583,157430,22134,0,229299,231336,11029,13838,11029,202275,14331,46.0
42043,107808,102222,112442,4069,5064,2233,63878,180510,23736,0,261331,264823,14911,20345,14911,222845,11654,369.0
42045,206542,212622,237933,7158,10584,3541,156448,367139,39171,0,549858,556468,47358,52265,47358,465931,12133,919.0
42047,13743,13264,13633,343,534,251,6979,23435,3171,0,32042,32480,350,405,350,30220,1842,24.0
42049,108252,110003,116825,3558,4996,2186,75052,182858,24117,0,275987,279234,10697,13089,10697,246595,11324,203.0
42051,55363,56079,59581,1416,2722,1280,28279,99517,12655,0,137521,138807,1413,1862,1413,128020,6718,194.0
42053,1996,4545,2233,63,149,36,1131,5633,958,0,7533,7585,68,218,68,7051,252,4.0
42055,58290,56941,60767,2214,1721,738,32719,99646,14406,0,144543,146558,4962,6219,4962,127992,14803,112.0
42057,5848,5951,5942,184,215,86,3251,10221,1269,0,14656,14839,116,169,116,13703,1861,34.0
42059,14010,16791,15808,527,808,324,8315,27244,4072,0,38690,39003,318,447,318,36071,2796,80.0
42061,16876,20496,17750,471,653,231,9821,32059,4332,0,45395,45830,498,709,498,41954,2675,62.0
42063,34375,36957,37995,1012,1167,398,24522,55798,7874,0,87825,88745,1311,1687,1311,80298,3944,195.0
42065,18236,18200,18994,414,897,350,9285,31674,4108,0,44757,45244,217,394,217,41482,3037,70.0
42067,9037,9673,9808,272,340,153,5323,16609,1753,0,24115,24385,384,557,384,21667,1992,6.0
42069,86318,84151,93755,2068,3205,1330,51640,148559,19598,0,211728,213731,8646,11314,8646,187279,5212,485.0
42071,191474,195531,209712,7841,6858,2390,125647,333043,36398,0,504118,511250,22242,36235,22242,401766,38840,383.0
42073,36587,35814,39655,1083,1601,776,20859,64062,8571,0,90575,91682,1410,1719,1410,82987,3529,105.0
42075,51543,51242,54908,1706,2085,631,30174,89924,12106,0,129652,131341,3946,7925,3946,111960,8307,68.0
42077,132879,132352,144855,4761,7271,2719,87136,232033,27053,0,339973,343946,31002,45290,31002,256700,11536,407.0
42079,130855,128952,137924,3339,5112,2145,72791,225294,30751,0,315880,319120,13143,16303,13143,281103,10544,452.0
42081,46612,46794,49589,1507,2114,1053,27940,79106,11068,0,115261,116376,1674,2283,1674,106443,7829,138.0
42083,17324,18437,17812,779,633,283,9985,30480,4671,0,43161,43853,421,669,421,40278,2758,76.0
42085,46681,47052,49774,1174,1574,813,28126,80405,11179,0,116157,117296,1895,2344,1895,105972,5924,69.0
42087,19051,17966,19510,532,762,337,9187,32106,4495,0,46120,46583,248,419,248,39556,4863,26.0
42089,59997,66398,68976,2225,4436,1665,47713,109921,14445,0,166199,168080,15611,18930,15611,136860,4823,152.0
42091,306661,306885,333987,9686,11182,3299,205261,545630,56224,0,781342,790497,73171,80352,73171,655906,28494,106.0
42093,7310,7002,8017,287,204,90,3903,12845,1725,0,17929,18152,757,857,757,15919,1195,2.0
42095,111929,116945,124505,3780,5438,1930,76164,200204,24542,0,291449,294536,18995,26975,18995,243410,13101,407.0
42097,39234,38764,39728,1094,1027,482,18598,67281,9944,0,93117,94099,1127,1880,1127,85620,6456,37.0
42099,17943,18513,18422,527,901,398,9658,31250,4399,0,45123,45599,432,664,432,41367,3907,43.0
42101,574488,563420,657788,22148,41734,17090,422271,965571,84251,0,1486144,1504950,172415,223928,172415,1112441,20637,6259.0
