GEO.id2,HC01_VC03,HC01_VC36,HC01_VC43,HC01_VC52,HC01_VC62,HC01_VC70,HC01_VC76,HC01_VC85,HC01_VC101,HC01_VC106,HC01_VC119,HC01_VC130,HC01_VC140,HC01_VC146,HC01_VC160,HC01_VC171,HC01_VC186,TotalDrugReports
21071,15418,15345,16277,414,1133,673,7930,26910,1738,11306,38179,38649,229,278,229,35813,11569,174.0
21073,21033,19598,21460,522,1063,571,11466,34510,3788,8031,49322,49778,1623,1851,1623,44672,11278,118.0
21075,2568,2588,2670,66,149,84,1353,4498,538,1270,6363,6422,35,58,35,5944,1090,8.0
21077,3097,3413,3358,194,365,176,1916,5613,781,1327,8400,8567,275,335,275,7621,1067,12.0
21079,6594,6707,7131,210,633,382,3776,11950,1122,3416,16842,16976,269,354,269,15663,5237,7.0
21081,8325,9382,9577,447,1018,382,6507,15714,1645,3685,24291,24670,326,371,326,22112,5228,87.0
21083,14390,14604,15375,385,635,265,9184,25384,2460,5605,37082,37502,1212,1453,1212,32757,5666,41.0
21085,9840,10327,10469,276,644,431,6020,17540,1828,5206,25720,26001,175,246,175,23832,4918,30.0
21087,4477,4415,4774,120,66,31,2375,7915,729,2648,11026,11149,132,174,132,10273,3053,1.0
21089,14200,14345,15496,337,1548,905,8111,25779,2563,6802,36203,36477,273,323,273,33992,5966,72.0
21091,3265,3452,3407,74,228,113,2082,5795,722,1617,8588,8669,43,62,43,7945,2145,0.0
21093,40376,42049,42815,1499,2589,1034,29390,69451,14603,16344,106039,107529,4606,8792,4606,92541,20151,74.0
21095,11406,11089,11961,209,971,633,6329,19523,1734,8728,28126,28400,174,229,174,26106,6380,189.0
21097,7120,7222,7851,146,618,429,4188,12810,1344,3362,18412,18648,304,468,304,16841,3378,137.0
21099,7294,7259,7480,359,453,231,4138,12444,1042,3874,18193,18441,189,246,189,16009,4033,3.0
21101,18742,17799,19529,539,1281,709,10789,32024,3134,8515,45979,46396,606,774,606,42271,6580,27.0
21103,5992,5998,6431,185,412,152,3623,10549,1059,2509,15240,15455,217,233,217,14115,4946,36.0
21105,1973,1845,2096,81,165,85,1095,3399,400,876,4658,4720,31,51,31,4415,1052,2.0
21107,18622,18045,19639,487,1035,553,10049,32279,3182,7756,46054,46518,443,617,443,42814,14519,56.0
21109,5546,5315,5537,212,659,485,2786,9241,654,4259,13191,13357,49,49,49,12442,7625,11.0
21111,306915,291176,320775,10223,15226,7707,189423,515934,51362,108054,746154,755809,50641,56299,50641,647090,108798,1593.0
21113,18312,19190,20738,685,827,455,13536,32484,3419,7843,49732,50328,2090,2526,2090,44620,13089,121.0
21115,9035,9194,9723,267,637,472,5204,16189,1489,6701,23155,23350,105,260,105,21620,7704,92.0
21117,62225,63288,66060,2611,3541,1832,41465,109078,11399,22927,160755,163007,4031,4810,4031,145256,13022,619.0
21119,5984,6498,6693,238,531,326,3515,10934,661,4658,15779,16000,61,93,61,14873,3633,16.0
21121,12467,12316,13267,345,703,412,7584,21295,1413,5621,31396,31809,219,231,219,29568,3960,213.0
21123,5328,5675,5909,154,293,182,3187,9816,1422,2923,13969,14149,245,419,245,12909,4250,2.0
21125,23164,23295,24622,817,1545,929,13315,40652,3966,10781,58993,59751,764,1008,764,55017,10103,106.0
21127,6033,6211,6542,137,304,161,3413,10897,765,3948,15626,15821,192,217,192,14562,4109,24.0
21129,2859,3132,2823,41,171,120,1554,5136,455,2047,7098,7119,47,47,47,6726,4105,19.0
21131,4150,4390,4610,80,340,201,2312,7724,471,3604,10903,10997,17,21,17,10289,3566,10.0
21133,9592,9430,9972,293,803,531,4788,16744,1157,7109,23393,23671,163,200,163,21896,6553,43.0
21135,5373,5574,5609,115,323,203,3137,9505,942,3037,13685,13790,38,70,38,12723,5951,52.0
21137,9770,9432,10198,415,971,652,5280,16790,1487,5074,24169,24498,82,116,82,22552,11820,18.0
21139,3826,3883,3934,27,383,240,1993,6813,461,1924,9349,9394,55,68,55,8662,1422,3.0
21141,10870,10488,11063,284,462,285,6090,18250,1697,4293,26524,26851,298,408,298,24306,4580,24.0
21143,3230,4104,3328,35,96,34,1255,6629,970,1494,8377,8402,117,125,117,7864,1654,35.0
21145,27514,25278,28202,765,1276,739,14914,46038,5523,10527,64592,65408,1572,1823,1572,59497,8418,52.0
21147,6277,8075,6506,56,622,519,4063,12275,969,4764,17943,18001,121,174,121,16106,7004,27.0
21149,3759,3721,3921,145,207,53,2147,6575,634,1655,9398,9500,98,141,98,8767,2741,3.0
21151,32064,34011,36710,1116,1508,764,27734,52635,5866,13438,84838,85838,1876,2399,1876,77803,16423,383.0
21153,4996,5199,5300,178,492,374,2988,8912,373,3654,12824,12979,47,47,47,12190,5383,30.0
21155,7395,8004,7736,302,470,271,4615,13406,1233,3011,19495,19717,372,393,372,17836,4752,33.0
21157,12602,12648,13296,261,393,170,6268,22617,2426,4706,30934,31181,284,449,284,29239,5147,5.0
21159,4320,5858,4586,116,639,538,2399,8765,548,3509,12561,12631,74,146,74,11635,3833,102.0
21161,6736,6654,7294,213,171,130,4071,11688,1134,3028,17142,17296,89,172,89,15605,4635,52.0
21163,10574,11668,11372,488,938,441,7476,19206,3891,4644,28618,29098,499,1329,499,26424,4757,14.0
21165,2427,2710,2525,67,248,142,1404,4504,345,1425,6274,6343,109,109,109,5918,1695,3.0
21167,8824,8398,8993,260,548,192,4867,14954,1402,4063,21036,21342,480,722,480,19409,5546,13.0
21169,3936,3954,4114,238,305,165,2142,6954,655,2233,9801,9985,82,146,82,9246,2017,2.0
21171,4443,4332,4447,80,178,149,2327,7487,691,2500,10655,10765,231,290,231,9738,2555,3.0
21173,10248,10586,11237,367,758,318,6297,18436,1703,5566,26817,27167,309,403,309,24943,7060,156.0
21175,4808,6374,4968,178,335,162,2485,9810,570,3067,13284,13428,89,100,89,12607,5626,10.0
21177,11539,12975,12855,364,1181,726,6846,21777,2045,6251,31103,31309,122,218,122,29334,10200,59.0
21179,16817,17095,18200,746,695,385,10817,29502,3132,7363,44021,44564,516,698,516,40368,9500,36.0
21181,2824,2772,2933,77,245,148,1572,4886,481,1265,6971,7075,38,38,38,6430,2128,40.0
21183,8813,9363,9765,380,863,463,5424,16270,1562,5086,23714,24065,370,419,370,22125,8222,20.0
21185,19706,26625,23167,650,1054,360,18301,41887,4377,5288,62479,63037,2195,2798,2195,56843,13221,60.0
21187,4123,4206,4447,123,224,78,2489,7338,641,2114,10578,10711,55,79,55,10103,3774,13.0
21189,1773,1763,2051,46,191,107,1012,3268,291,1556,4565,4616,12,53,12,4339,2979,12.0
21191,5356,5859,5911,186,468,231,3248,9872,763,2360,14361,14514,43,62,43,13536,2212,34.0
21193,11080,11140,11789,326,1074,671,6120,19537,1543,7404,27666,28041,262,274,262,25945,6846,202.0
21195,26124,25371,26866,742,1994,1074,13681,44383,2960,18528,62737,63434,510,626,510,58859,13468,158.0
21197,4767,4887,5083,162,319,228,2792,8390,624,2994,12275,12447,139,169,139,11441,4003,40.0
21199,25593,25029,26751,847,1642,1028,14088,44353,4736,13086,62970,63635,1059,1454,1059,58568,25841,291.0
21201,930,903,930,5,84,36,409,1572,143,381,2196,2208,0,0,0,2035,291,6.0
21203,6621,6798,7033,162,486,342,3907,11820,1093,3977,16793,16942,38,61,38,15853,6139,146.0
21205,8542,9353,10374,328,351,243,8126,13617,1146,3788,23235,23608,296,313,296,21639,7515,162.0
21207,7050,6949,7355,146,531,352,3674,12374,1014,3617,17498,17669,268,336,268,16177,4533,11.0
21209,18421,19166,19961,664,829,445,13634,32276,3462,5926,49557,50178,1615,1831,1615,44380,11424,16.0
21211,15888,16685,18659,639,996,497,10956,29906,2881,5499,43791,44290,2982,3237,2982,37508,10827,74.0
21213,6793,6836,7267,229,465,225,4066,12019,1033,2424,17533,17704,213,272,213,16228,3095,18.0
21215,6418,7016,7096,268,315,174,4441,12021,1168,2440,17415,17577,180,303,180,16258,4779,6.0
21217,9715,9716,10671,231,862,530,6104,16378,1251,4448,24706,24993,392,438,392,22805,6470,44.0
21219,4567,4791,4915,168,229,90,2967,8120,830,1899,12364,12524,326,366,326,10409,1993,4.0
21221,6014,5657,5988,123,411,176,3222,10205,1556,2309,14159,14250,180,337,180,12610,2982,7.0
21223,3548,3499,3558,97,124,61,2049,6021,683,1580,8688,8783,44,44,44,8084,2664,16.0
21225,5562,6518,5939,154,410,266,3857,9581,990,3055,14972,15138,142,256,142,14008,2776,7.0
21227,45387,46597,49907,1661,2179,1026,36780,72191,6744,17230,117475,118950,10645,11423,10645,98783,12967,42.0
21229,4495,4668,4988,140,278,98,3031,7971,592,2154,11742,11910,276,285,276,10816,2917,2.0
21231,7917,8366,8621,307,502,216,4257,14539,1216,5368,20456,20655,223,258,223,19043,6184,39.0
21233,5129,5363,5428,137,451,281,2831,9150,1021,2735,13194,13357,356,405,356,11755,2783,1.0
21235,13110,13822,14804,609,1300,921,9029,22954,2224,7196,35239,35794,254,282,254,32820,6494,65.0
21237,2918,2794,3028,88,240,155,1567,5032,282,2133,7130,7261,0,14,0,6791,3718,24.0
21239,9802,9815,10773,292,482,291,6579,17431,1907,3255,25012,25317,1161,1356,1161,22112,4248,31.0
39001,10858,10998,11442,257,618,392,6281,19116,2027,5692,27991,28229,133,157,133,26020,8575,160.0
39003,39986,42596,42127,1423,2098,941,28220,69372,7787,14949,103904,105196,1309,1830,1309,96306,7672,318.0
39005,20427,20923,22230,683,973,389,14022,35149,3834,7289,52536,53189,1024,1212,1024,47276,5371,314.0
39007,38890,40545,40667,1350,2341,1142,22338,69039,8695,15104,98744,99777,1362,2600,1362,87809,14226,415.0
39009,22486,28300,28449,497,1018,485,27613,35371,3584,9822,64484,64974,2825,3252,2825,58830,7508,217.0
39011,18193,17993,18618,591,726,276,10969,30970,3092,5464,45326,45873,519,671,519,41888,4309,82.0
39013,27935,29895,28864,488,1201,502,13852,50842,5848,10939,69180,69560,743,995,743,64689,4439,198.0
39015,16672,17547,18182,864,1375,627,9730,30342,3206,7135,43738,44247,261,334,261,41041,10833,242.0
39017,134720,143990,153296,5035,8640,4111,105496,237038,23833,42817,367847,372538,19498,22234,19498,324542,34133,1078.0
39019,10972,11577,11826,305,527,283,6178,20172,2338,3797,28122,28361,263,414,263,26083,4847,6.0
39021,15237,15745,16055,404,1053,367,9410,26699,3087,5880,39028,39393,276,406,276,36506,4579,202.0
39023,54809,52949,57975,1624,2783,1337,33496,93110,12863,22154,135340,136827,2883,3758,2883,123421,14106,240.0
39025,74812,77940,81599,2376,4230,1639,49639,134899,14161,25140,197968,200285,4580,5729,4580,181705,50669,493.0
39027,16073,16233,17312,549,936,502,10447,27701,3292,5834,41327,41892,436,701,436,38698,4670,212.0
39029,42087,44039,43721,1363,2631,1281,22456,75559,9588,16581,104881,105987,1007,1439,1007,98053,18589,300.0
39031,14335,14567,15049,451,624,283,7976,25224,2925,5213,36339,36724,193,380,193,31885,4148,38.0
39033,17798,16787,18186,577,723,432,9271,29818,3549,6755,42347,42725,403,526,403,39741,4638,218.0
39035,534719,486608,551468,14538,22383,9221,318982,872905,77439,181418,1249752,1263189,89083,110345,89083,1054931,39156,3877.0
39037,20865,20413,21478,736,773,404,12499,35565,3718,7265,51811,52356,505,599,505,48271,7212,136.0
39039,15279,15299,15780,502,667,323,9778,25869,2905,4944,38174,38669,681,897,681,34569,2950,269.0
39041,65648,69397,72739,2174,2356,558,54865,120295,10047,13670,183426,185433,11296,12733,11296,160443,15251,333.0
39043,31767,30564,32439,747,1306,611,17613,53947,6793,10775,75370,76141,1270,1578,1270,69853,3682,451.0
39045,55032,58760,60227,2067,3150,1231,39502,99454,11319,19576,147296,149112,4145,4848,4145,135425,13833,524.0
39047,11589,11248,11924,367,752,328,6788,19663,2266,4628,28384,28769,442,523,442,26125,4344,140.0
39049,480946,468038,503947,0,23702,9771,334850,797167,67576,139484,1199247,1215761,118574,129486,118574,989023,69866,2806.0
39051,16229,16489,17508,631,776,389,10819,28520,2662,5416,42004,42485,699,812,699,38175,2616,41.0
39053,11590,11881,12711,322,936,521,7161,20732,2164,5998,30236,30565,357,421,357,27759,3638,289.0
39055,34774,36876,38643,1137,1076,256,22854,63602,6021,9157,92982,93874,2565,2947,2565,78734,5800,124.0
39057,64182,65956,69913,1889,2819,1356,48847,108078,16739,19583,162669,164192,7964,10171,7964,145215,24539,441.0
39059,15558,15576,16554,292,1051,653,9028,27307,3003,7193,39190,39626,365,595,365,36297,3725,304.0
39061,331638,307330,340389,10233,14959,7317,213600,536866,47303,99789,794483,804194,40123,45487,40123,698776,45956,6243.0
39063,31083,29596,31574,963,1046,423,19374,50913,5124,8561,74662,75428,2162,2439,2162,67534,12467,373.0
39065,11540,12538,13117,623,495,220,9222,19322,1989,4408,31328,31736,417,613,417,28323,4860,135.0
39067,6271,6348,6584,224,203,132,3039,11219,1489,2492,15471,15633,63,91,63,14433,992,20.0
39069,10958,10997,11441,473,452,213,6920,19041,2022,3845,27541,28015,398,513,398,25253,2371,20.0
39071,16696,16785,17726,638,889,578,10261,29251,3360,7936,42745,43170,322,507,322,39660,7813,208.0
39073,11387,11735,11753,326,648,394,6972,20019,2580,4807,28652,28914,256,355,256,26932,3525,44.0
39075,12685,15583,15814,758,624,252,9321,24612,1715,3585,42683,43436,405,523,405,20998,4853,17.0
39077,22527,22892,23887,610,1228,539,14246,39359,3971,7866,58368,58937,1661,1866,1661,51642,5650,317.0
39079,12981,12683,13651,398,863,501,7737,22211,2374,6612,32470,32854,313,393,313,29757,4266,328.0
39081,27958,27428,29765,707,1330,805,15777,47972,5992,11898,67546,68053,861,1159,861,63114,4031,132.0
39083,22759,23889,25351,779,1007,292,15895,39473,4320,8421,60436,61004,852,1172,852,54311,5676,34.0
39085,94815,91621,98063,2353,3453,1113,53723,162923,16728,26355,227111,229437,13144,14487,13144,201395,10589,1546.0
39087,23548,24260,26019,734,2082,1099,14047,42829,5136,13103,60931,61827,279,492,279,57545,7502,224.0
39089,64230,65567,70038,2162,3455,1643,44158,113169,13987,22945,166809,168693,3199,4305,3199,153359,17093,348.0
39091,18640,17826,18615,649,928,529,10142,30956,3278,6557,44903,45484,627,774,627,40870,7689,108.0
39093,117298,119942,126204,3312,6546,2790,78939,206754,22423,43876,300089,303152,8385,15423,8385,263306,20722,727.0
39095,177619,168396,183280,5384,8239,3805,116659,289567,27351,65580,431093,436261,14933,17048,14933,382831,19177,824.0
39097,14906,19949,15899,432,728,373,10434,30521,3295,5304,43058,43456,681,968,681,39717,6850,148.0
39099,97790,93681,101320,2172,3818,1690,55948,165403,18364,35772,232499,234550,6788,9922,6788,208695,16836,882.0
39101,24478,29041,25327,919,1641,1020,14428,46161,5229,11381,65114,65943,888,1197,888,59442,8171,399.0
39103,66002,68870,71989,1831,2773,884,44567,120032,12542,17283,173314,174831,4849,5732,4849,157212,8684,333.0
39105,9322,9418,9780,291,458,205,5021,16521,1768,4811,23222,23473,88,174,88,21999,2827,22.0
39107,15919,16049,16185,534,436,180,9752,27110,2769,4427,40336,40863,338,526,338,37334,4175,92.0
39109,41135,40826,42772,1091,1585,620,25249,71468,8123,13459,102396,103517,1680,2241,1680,94859,11406,221.0
39111,6056,5976,6018,175,171,76,2805,10462,1239,2698,14385,14547,20,44,20,13283,1330,34.0
39113,222687,205734,228195,6661,10952,5457,141736,362413,43321,80706,527490,533763,22040,27174,22040,471868,39736,2932.0
39115,6120,6031,6206,175,264,205,2978,10448,1203,2820,14790,14913,80,169,80,13800,1429,13.0
39117,12700,13934,14113,366,1290,601,8655,23714,2415,4721,34724,34996,171,222,171,31700,4302,66.0
39119,34261,33287,36354,1130,1668,727,20895,57949,6086,13702,85012,86016,958,1197,958,79224,9526,123.0
39121,4886,7398,5300,151,202,80,2106,11303,1204,2016,14401,14508,104,150,104,13459,1237,21.0
39123,17334,16986,17582,360,511,267,8591,30287,3544,6383,40814,41162,346,446,346,38199,2655,43.0
39125,7699,7611,7767,302,503,243,4456,13152,1562,3193,18927,19165,254,341,254,17373,1899,23.0
39127,13780,14344,14444,389,847,383,8804,24118,2712,5825,35652,36025,179,245,179,33149,3829,121.0
39129,19460,24503,21622,617,1518,732,13519,38535,4211,7639,55932,56515,413,805,413,52451,9079,157.0
39131,10940,11213,11549,339,884,376,6495,19168,1986,6284,28015,28396,165,197,165,25891,3146,86.0
39133,61055,66080,70141,1633,2617,1172,47567,103292,11600,19442,160342,161897,6043,6878,6043,147376,9463,411.0
39135,16124,16485,17267,354,923,420,10138,28685,3462,6695,41344,41682,439,615,439,38602,5318,35.0
39137,13049,13344,13535,454,431,194,8865,22610,2125,3540,33766,34184,369,454,369,30768,3694,10.0
39139,48103,50716,49538,1250,2588,1247,28303,85144,9883,16968,121123,122312,1758,2187,1758,111065,11100,340.0
39141,28269,33422,29947,798,2039,1102,17952,54140,6348,12838,76582,77334,704,963,704,71125,9458,284.0
39143,23626,23782,24876,711,1327,769,14528,41263,4452,8078,59520,60187,823,983,823,53662,4306,182.0
39145,29700,31235,32572,841,2623,1761,19127,53267,5755,16354,77438,78017,803,1052,803,72405,9146,337.0
39147,21538,22468,23048,562,723,383,15047,37082,4196,7654,55397,55929,642,902,642,51405,4603,207.0
39149,18537,18974,19440,741,836,445,12616,32267,3276,5851,48433,49067,837,984,837,44533,5287,168.0
39151,150385,147203,160057,4422,7025,2896,94275,258395,28672,50065,370717,374979,7634,9475,7634,341544,27500,710.0
39153,220902,213064,231802,5768,9497,4149,137747,373837,37094,66638,536322,541847,24917,28568,24917,481267,46559,667.0
39155,86828,82394,88425,2038,4305,2091,44585,145804,17829,29647,204204,206373,3263,3994,3263,185257,45321,712.0
39157,36713,36646,38570,1052,1466,673,21208,64070,7258,12549,91578,92697,1229,1594,1229,81979,8485,77.0
39159,18431,19718,22296,812,901,366,14122,35402,3590,5759,52775,53470,1741,1996,1741,48052,6233,56.0
39161,11355,11185,11872,305,600,244,6864,19530,2209,4137,28273,28576,176,221,176,26466,2840,53.0
39163,4992,5322,5334,255,473,210,3100,9010,877,2558,13045,13234,24,55,24,12132,1363,75.0
39165,78359,86033,86335,2408,3361,1455,60523,146044,14404,19587,217627,219916,12875,14345,12875,190947,22016,380.0
39167,25064,24939,26351,662,1347,582,13583,43327,5236,11906,60733,61351,832,1215,832,57020,6411,143.0
39169,42910,44910,46805,1644,2023,920,28561,75138,7232,12516,113994,115371,2290,2681,2290,95908,10624,222.0
39171,15150,15050,15274,590,933,376,8843,25874,2626,5062,36862,37386,502,655,502,34157,3025,6.0
39173,50091,51958,54953,1509,1754,814,41828,79133,7779,13502,127523,128885,4356,5163,4356,115044,7665,165.0
39175,9327,8853,9242,242,510,233,5193,15448,1552,2884,22194,22467,217,280,217,20525,2747,55.0
42001,38193,41349,43041,1012,2207,827,24291,70365,8040,13155,100840,101767,4023,5081,4023,90281,10471,92.0
42003,529534,493398,543368,14554,17127,6696,289969,877398,85568,159272,1217886,1231145,67318,75602,67318,1082004,46023,4758.0
42005,28524,28204,28870,609,1079,365,13007,49652,5974,12689,67407,67979,354,505,354,63386,4882,141.0
42007,70079,67978,74223,1621,3483,1463,35365,122666,14688,25124,168354,169785,3025,3947,3025,156423,7263,223.0
42009,20000,20242,20529,455,1006,460,9570,35334,3973,8465,48734,49086,259,474,259,45165,5238,35.0
42011,153312,163317,172387,5179,8120,2795,105252,277030,27552,53598,409313,413965,28483,44482,28483,323136,20642,511.0
42013,51034,50405,54220,1237,2465,1187,26793,88860,11930,20393,125202,126448,1452,1916,1452,116159,8668,320.0
42015,24358,24939,25952,678,1268,544,12808,43825,5976,9147,61579,62228,866,1151,866,56962,4858,71.0
42017,233066,250967,265842,6595,11591,2605,150561,440969,38132,64799,620517,626583,52132,59327,52132,528121,33554,734.0
42019,74476,75359,78456,1673,2353,977,45112,129399,14417,21895,184145,185689,3707,4456,3707,171175,10089,184.0
42021,57465,57417,59790,1369,1880,802,31287,99301,12171,24439,138042,139381,1633,2249,1633,128667,6446,457.0
42023,2170,2075,2116,31,102,71,814,3678,556,956,4832,4869,70,78,70,4582,660,1.0
42025,25751,26546,27497,451,1425,591,13261,47170,5827,11026,64249,64634,1678,2285,1678,58945,3574,96.0
42027,57183,72362,65401,1595,1582,490,58874,91495,9399,15356,156465,157823,12432,13901,12432,135775,8695,104.0
42029,186057,199846,210477,5847,7585,2047,136261,342356,28224,41212,504117,509797,46276,52036,46276,422941,22577,535.0
42031,15830,16106,17279,459,480,187,10142,26041,2856,6343,39105,39454,455,604,455,35887,2661,25.0
42033,31817,35944,32832,684,1473,766,15400,59280,7096,12827,80776,81343,2356,2728,2356,74137,12384,57.0
42035,14796,15872,16995,466,638,321,10450,25059,3119,5696,39284,39614,591,856,591,35330,3358,55.0
42037,26178,27105,29927,691,1052,399,18224,43764,4578,8224,66372,66912,1607,2102,1607,61791,3888,69.0
42039,34575,34706,37191,1170,1126,448,19556,59974,7229,13963,86400,87343,1030,1418,1030,77419,5828,118.0
42041,95950,98362,102496,2617,3474,1153,58716,167431,20354,26439,238909,241427,13642,16767,13642,209946,16165,52.0
42043,109623,105493,115177,3735,5493,2214,62636,186900,18585,36081,267837,271094,19024,25010,19024,225216,12570,866.0
42045,203817,216783,241147,7493,13079,5069,152381,376325,30721,65198,554955,561683,53797,59311,53797,466378,19547,1706.0
42047,13244,13008,13297,269,560,244,6179,22983,2840,4915,31120,31370,314,414,314,29370,2151,29.0
42049,109934,111753,117284,3189,5064,1833,71083,187105,21246,40148,276707,279858,12142,15135,12142,245767,13058,274.0
42051,53997,55379,57906,1461,2755,1088,26094,97832,11090,23738,133522,134851,1344,2100,1344,125136,9386,341.0
42053,1974,5362,1837,6,69,44,782,6255,679,1149,7561,7581,161,269,161,6853,239,2.0
42055,58570,59826,63271,1645,2482,904,32887,104988,12446,18577,150617,152285,5027,6949,5027,132886,17759,162.0
42057,5960,6091,6003,150,271,130,3063,10413,1237,2234,14585,14694,109,176,109,13682,1821,4.0
42059,14394,16515,15393,491,738,257,7873,26804,2958,6502,37536,37938,217,444,217,34819,2240,45.0
42061,17225,20648,18042,627,761,380,9447,32681,3666,6598,45414,45906,494,826,494,42163,3839,64.0
42063,34061,37254,37337,862,1212,622,24607,56291,6320,11969,87082,87895,1567,2020,1567,78373,4502,93.0
42065,18479,18197,18769,600,720,300,8967,31603,3610,6925,44273,44756,248,367,248,40616,3900,19.0
42067,9393,9985,10178,301,429,280,4818,17317,1569,3565,24551,24829,479,591,479,21291,2568,7.0
42069,85034,84964,93224,1724,3451,1055,50410,149695,16842,31450,211778,213459,10794,14154,10794,184100,10098,421.0
42071,195330,204682,218813,7562,8947,3082,126455,351025,32726,59294,522996,530216,23918,38744,23918,416793,42661,615.0
42073,36435,35551,38784,890,2013,829,18848,63496,7015,14016,88389,89162,1204,1530,1204,80935,3705,99.0
42075,52267,53089,56763,1773,2303,1060,30137,93031,10609,16883,134074,135776,5268,10822,5268,113618,11667,454.0
42077,133960,139026,150347,4547,7578,2527,86662,242376,21595,49510,352673,356756,37619,55299,37619,259141,14099,185.0
42079,128692,131169,137491,3596,6542,2458,70827,226983,25317,48429,316839,320095,17415,20488,17415,274599,13988,752.0
42081,45906,47053,49648,1442,1574,601,26049,80594,9628,16883,115425,116656,1769,2232,1769,106139,9238,213.0
42083,17400,18257,17491,568,774,390,9708,30199,3785,6988,42469,42884,708,975,708,39564,2866,47.0
42085,45546,47146,49241,1138,2081,841,26254,80186,9802,17833,114412,115320,1644,2395,1644,104552,5560,123.0
42087,18714,18387,19525,545,865,409,9025,32674,3965,7923,46158,46675,388,521,388,39958,5177,35.0
42089,57297,68219,70967,1723,5012,2302,44327,112801,11523,23394,166680,167881,18328,21205,18328,135566,5275,305.0
42091,308626,319330,345841,8475,13624,3917,203808,568085,45744,76857,804701,812970,82732,91041,82732,665529,35018,60.0
